WMINR,product_catalog_number,Product catalog number
WMWST1,value_added_tax_amount,Tax Amount in Document Currency with +/- Sign
WORK_CENTER_TXT,work_center_description,Work Center Description
WORK_CENTER,work_center,Work center
WRBTR,amount,Amount in document currency
WRHAB,credit_document_currency,Credit Amount in Document Currency
WRKST,basic_material,Basic Material
WRSHB,foreign_currency_amount,Foreign Currency Amount with Signs (+/-)
WRSOL,debit_document_currency,Debit Amount in Document Currency
WSTGH,active_substance,Active substance content (deactivated)
WZEIT,total_replenishment_lead_time,Total replenishment lead time (in workdays)
XAUSZ,account_statement,Indicator for Periodic Account Statements
XBLNR,reference_document_number,Reference Document Number
XCHAR,batch_management_indicator,Batch management indicator (internal)
XCHPF,batch_management_requirement,Batch management requirement indicator
XCPDK,one_time_account,Indicator: Is the account a one-time account?
XDEZV,local_processing,Indicator: Local Processing?
XEDIP,payment_advices_edi,Indicator: Send Payment Advices by EDI
XERSR,automatic_evaluated_receipt,Automatic evaluated receipt settlement for return items
XERSY,evaluated_receipt_settlement,Evaluated Receipt Settlement (ERS)
XGCHP,approved_batch_record_required,Approved Batch Record Required
XKNZB,alternative_payer_account,Indicator: Alternative Payer Using Account Number
XMCNG,negative_stocks,Negative stocks allowed in plant
XNBWY,revaluation_allowed,Revaluation allowed
XNEGP,negative_posting,Indicator: Negative Posting
XPORE,individual_payment,Indicator: Pay All Items Separately?
XRECH,post_invoice,Indicator: post invoice
XREF3,reference_key_3,Reference key for line item
XVERR,clearing_with_vendor,Indicator: Clearing between customer and vendor ?
XZEMP,payee_in_document,Indicator: Alternative Payee in Document Allowed?
XZVER,record_payment_history,Indicator: Record Payment History ?
ZAHLS,payment_block,Block Key for Payment
ZAMIB,accounting_department,Indicator: Payment Notice to the Accounting Department?
ZAMIM,customer_with_cleared_items,Indicator: Payment Notice to Customer (with Cleared Items)?
ZAMIO,customer_w_o_cieared_items,Indicator: Payment Notice to Customer (W/o Cleared Items)?
ZAMIR,legal_department,Indicator: Payment Notice to Legal Department?
ZAMIV,sales_department,Indicator: Payment Notice to Sales Department?
ZBD1T,cash_discount_days_1,Cash discount days 1
ZBD2T,cash_discount_days_2,Cash discount days 2
ZBD3T,net_payment_terms_period,Net Payment Terms Period
ZEIAR,document_type,Document type (without Document Management system)
ZEIFO,page_format_2,Page format of document (without Document Management system)
ZEILE,material_document_item,Item in Material Document
ZEINR,document_number,Document number (without document management system)
ZEITP,event,Event for which updating should take place
ZEIVR,document_version,Document version (without Document Management system)
ZFBDT,baseline_payment_date,Baseline Date for Due Date Calculation
ZGRUP,grouping_key_2,Key for Payment Grouping
ZIEME,target_quantity_uom,Target Quantity UoM
ZLSPR,payment_block,Payment Block Key
ZMENG,target_quantity,Target Quantity in Sales Units
ZOLLA,customs_office,Customs Office: Office of Exit/Entry for Foreign Trade
ZONE1,supply_region,Supply region (region supplied)
ZSABE,user_at_customer,User at customer
ZTERM,payment_terms,Terms of payment key
ZUAWA,sort_key,Key for sorting according to assignment numbers
ZUGDT,first_acquisition_on,Asset Value Date of the First Posting
ZUJHR,acquistion_year,Fiscal Year in Which First Acquisition Was Posted
ZUONR,assignment,Assignment Number
ZUPER,first_acquisition_period,Period in Which First Acquisition Was Posted
ZWELS,payment_methods,List of Respected Payment Methods
ZWERT,outline_agreement_target_value,Target Value for Outline Agreement in Document Currency
