VENDORID,PASSENGER_COUNT,TRIP_DISTANCE,RATECODEID,STORE_AND_FWD_FLAG,PULOCATIONID,DOLOCATIONID,PAYMENT_TYPE,FARE_AMOUNT,EXTRA,MTA_TAX,TIP_AMOUNT,TOLLS_AMOUNT,IMPROVEMENT_SURCHARGE,TOTAL_AMOUNT,CONGESTION_SURCHARGE,AIRPORT_FEE,TPEP_PICKUP_DATETIME,TPEP_DROPOFF_DATETIME,TRIP_ID
2,1,2.96,1,N,142,246,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16,,,2016-01-01 01:06:32,2016-01-01 01:22:36,26138
2,1,8.94,1,N,246,257,1,30.0,0.5,0.5,11.05,5.54,0.3,47.89,,,2016-01-01 01:23:47,2016-01-01 01:53:04,26139
2,1,0.98,1,N,257,89,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,,,2016-01-01 01:54:53,2016-01-01 01:58:48,26140
2,4,2.39,1,N,229,50,1,16.0,0.5,0.5,3.0,0.0,0.3,20.3,,,2016-01-01 01:30:00,2016-01-01 01:55:00,26141
2,1,1.71,1,N,166,239,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,,,2016-01-01 01:07:43,2016-01-01 01:16:21,26142
2,1,1.28,1,N,239,238,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8,,,2016-01-01 01:19:44,2016-01-01 01:23:45,26143
2,1,0.99,1,N,238,75,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,,,2016-01-01 01:24:36,2016-01-01 01:31:00,26144
2,1,2.06,1,N,236,162,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,,,2016-01-01 01:34:08,2016-01-01 01:39:37,26145
2,1,1.26,1,N,162,170,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,,2016-01-01 01:41:00,2016-01-01 01:46:08,26146
2,1,0.85,1,N,170,162,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,,2016-01-01 01:49:22,2016-01-01 01:52:26,26147
2,1,7.66,1,N,229,56,1,24.0,0.5,0.5,5.06,0.0,0.3,30.36,,,2016-01-01 01:55:31,2016-01-01 02:15:08,26148
1,2,1.6,5,N,238,143,1,59.0,0.0,0.0,5.0,0.0,0.3,64.3,,,2016-01-01 01:04:11,2016-01-01 01:10:48,26149
1,1,2.4,1,N,143,236,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,,,2016-01-01 01:14:28,2016-01-01 01:24:57,26150
1,1,10.2,1,N,236,106,1,30.5,0.5,0.5,6.35,0.0,0.3,38.15,,,2016-01-01 01:26:56,2016-01-01 01:51:59,26151
1,1,12.1,1,N,106,24,1,37.0,0.5,0.5,4.7,0.0,0.3,43.0,,,2016-01-01 01:53:31,2016-01-01 02:24:20,26152
2,5,17.75,2,N,132,144,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,,,2016-01-01 01:37:58,2016-01-01 02:11:49,26153
1,1,6.2,1,N,151,249,1,23.0,0.5,0.5,2.0,0.0,0.3,26.3,,,2016-01-01 01:11:54,2016-01-01 01:37:44,26154
1,1,0.9,1,N,113,90,1,5.5,0.5,0.5,1.8,0.0,0.3,8.6,,,2016-01-01 01:41:01,2016-01-01 01:46:23,26155
1,3,1.2,1,N,90,68,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,,,2016-01-01 01:47:46,2016-01-01 01:57:09,26156
1,2,1.0,1,N,68,48,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3,,,2016-01-01 01:58:14,2016-01-01 02:04:26,26157
2,1,1.02,1,N,234,137,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,,,2016-01-01 01:32:40,2016-01-01 01:42:42,26158
2,1,3.06,1,N,137,141,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,,,2016-01-01 01:46:53,2016-01-01 01:59:05,26159
1,1,2.1,1,N,68,161,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,,,2016-01-01 01:02:11,2016-01-01 01:11:25,26160
1,2,0.9,1,N,161,233,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,,2016-01-01 01:15:36,2016-01-01 01:22:44,26161
1,1,0.8,1,N,233,164,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,,2016-01-01 01:23:24,2016-01-01 01:27:59,26162
1,1,2.4,1,N,164,148,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,,,2016-01-01 01:29:45,2016-01-01 01:41:53,26163
1,3,20.1,1,N,79,51,2,54.5,0.5,0.5,0.0,0.0,0.3,55.8,,,2016-01-01 01:42:59,2016-01-01 02:14:38,26164
1,1,1.5,1,N,237,162,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,,,2016-01-01 01:12:27,2016-01-01 01:21:33,26165
1,1,1.3,1,N,170,161,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,,,2016-01-01 01:25:29,2016-01-01 01:33:51,26166
1,1,4.6,1,N,161,148,1,20.0,0.5,0.5,5.3,0.0,0.3,26.6,,,2016-01-01 01:35:53,2016-01-01 02:00:38,26167
1,1,0.1,1,N,233,170,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,,,2016-01-01 01:21:48,2016-01-01 01:23:00,26168
1,1,0.8,1,N,170,162,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,,,2016-01-01 01:25:20,2016-01-01 01:30:46,26169
1,1,2.2,1,N,161,137,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,,,2016-01-01 01:35:38,2016-01-01 01:50:40,26170
1,1,5.2,1,N,137,256,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,,,2016-01-01 01:52:03,2016-01-01 02:13:11,26171
2,2,1.79,1,N,151,236,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,,2016-01-01 01:20:40,2016-01-01 01:32:13,26172
2,2,2.04,1,N,236,140,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,,,2016-01-01 01:32:49,2016-01-01 01:43:01,26173
2,1,7.24,1,N,4,41,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8,,,2016-01-01 01:21:08,2016-01-01 01:42:19,26174
2,1,3.65,1,N,263,170,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36,,,2016-01-01 01:59:21,2016-01-01 02:13:16,26175
2,2,2.75,1,N,163,186,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96,,,2016-01-01 01:00:16,2016-01-01 01:20:44,26176
2,2,1.09,1,N,186,186,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,,,2016-01-01 01:22:22,2016-01-01 01:30:13,26177
2,2,2.2,1,N,249,90,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,,,2016-01-01 01:34:08,2016-01-01 01:43:57,26178
2,2,0.1,1,N,90,90,2,-3.0,-0.5,-0.5,0.0,0.0,-0.3,-4.3,,,2016-01-01 01:45:13,2016-01-01 01:46:42,26179
2,2,0.1,1,N,90,90,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,,,2016-01-01 01:45:13,2016-01-01 01:46:42,26180
1,1,1.9,1,N,50,68,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,,,2016-01-01 01:08:51,2016-01-01 01:20:29,26181
1,1,2.8,1,N,68,209,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,,,2016-01-01 01:21:51,2016-01-01 01:33:49,26182
1,1,6.3,1,N,209,140,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3,,,2016-01-01 01:35:18,2016-01-01 01:49:55,26183
1,1,0.8,1,N,140,141,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,,2016-01-01 01:51:14,2016-01-01 01:55:18,26184
1,1,0.7,1,N,237,263,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3,,,2016-01-01 01:59:09,2016-01-01 02:03:37,26185
2,1,4.12,1,N,113,263,1,15.5,0.5,0.5,2.0,0.0,0.3,18.8,,,2016-01-01 01:07:25,2016-01-01 01:25:03,26186
2,1,3.01,1,N,236,48,1,12.0,0.5,0.5,2.0,0.0,0.3,15.3,,,2016-01-01 01:25:50,2016-01-01 01:39:21,26187
2,1,1.98,1,N,50,239,1,9.0,0.5,0.5,3.09,0.0,0.3,13.39,,,2016-01-01 01:42:44,2016-01-01 01:50:26,26188
2,1,1.48,1,N,239,236,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,,2016-01-01 01:51:19,2016-01-01 01:59:21,26189
2,1,5.09,1,N,231,233,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,,,2016-01-01 01:10:59,2016-01-01 01:21:43,26190
2,1,1.05,1,N,229,237,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,,,2016-01-01 01:26:58,2016-01-01 01:31:30,26191
2,1,2.81,1,N,237,79,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16,,,2016-01-01 01:32:59,2016-01-01 01:49:33,26192
1,1,9.0,1,N,236,25,2,28.0,0.5,0.5,0.0,0.0,0.3,29.3,,,2016-01-01 01:04:04,2016-01-01 01:26:40,26193
1,1,1.3,1,N,25,66,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,,,2016-01-01 01:27:45,2016-01-01 01:38:06,26194
1,1,10.8,1,N,45,21,2,31.5,0.5,0.5,0.0,0.0,0.3,32.8,,,2016-01-01 01:46:16,2016-01-01 02:10:57,26195
1,2,6.6,1,N,88,163,2,24.5,0.5,0.5,0.0,0.0,0.3,25.8,,,2016-01-01 01:15:49,2016-01-01 01:42:10,26196
1,2,1.9,1,N,163,233,1,11.0,0.5,0.5,2.45,0.0,0.3,14.75,,,2016-01-01 01:44:14,2016-01-01 01:59:54,26197
2,2,1.85,1,N,262,229,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,,2016-01-01 01:02:49,2016-01-01 01:07:45,26198
2,1,3.92,1,N,229,41,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96,,,2016-01-01 01:11:30,2016-01-01 01:27:17,26199
2,1,1.25,1,N,24,75,1,6.5,0.5,0.5,2.34,0.0,0.3,10.14,,,2016-01-01 01:31:03,2016-01-01 01:36:52,26200
2,1,3.65,1,N,263,224,2,14.0,0.5,0.5,0.0,0.0,0.3,15.3,,,2016-01-01 01:44:19,2016-01-01 02:00:42,26201
1,2,0.8,1,N,161,163,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,,,2016-01-01 01:03:35,2016-01-01 01:12:10,26202
1,3,3.3,1,N,163,148,1,15.0,0.5,0.5,1.0,0.0,0.3,17.3,,,2016-01-01 01:13:20,2016-01-01 01:33:08,26203
1,1,1.2,1,N,148,234,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,,2016-01-01 01:34:18,2016-01-01 01:42:50,26204
1,1,1.0,1,N,234,90,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,,2016-01-01 01:44:10,2016-01-01 01:50:00,26205
1,1,3.2,1,N,90,143,1,13.0,0.5,0.5,2.85,0.0,0.3,17.15,,,2016-01-01 01:53:51,2016-01-01 02:08:18,26206
2,2,3.7,1,N,246,4,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8,,,2016-01-01 01:00:01,2016-01-01 01:27:14,26207
2,2,4.75,1,N,4,255,1,18.5,0.5,0.5,3.96,0.0,0.3,23.76,,,2016-01-01 01:29:18,2016-01-01 01:52:27,26208
2,2,4.65,1,N,255,87,1,21.5,0.5,0.5,2.2,0.0,0.3,25.0,,,2016-01-01 01:54:05,2016-01-01 02:24:27,26209
2,1,2.9,1,N,233,148,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16,,,2016-01-01 01:00:27,2016-01-01 01:22:48,26210
2,1,1.44,1,N,148,4,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,,,2016-01-01 01:23:39,2016-01-01 01:31:23,26211
2,1,2.02,1,N,224,90,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,,,2016-01-01 01:33:44,2016-01-01 01:49:03,26212
2,1,1.01,1,N,90,107,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,,2016-01-01 01:50:13,2016-01-01 01:56:26,26213
2,1,5.11,1,N,25,79,1,20.5,0.5,0.5,5.45,0.0,0.3,27.25,,,2016-01-01 01:36:29,2016-01-01 02:02:39,26214
2,1,3.75,1,N,232,68,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3,,,2016-01-01 01:19:46,2016-01-01 01:41:03,26215
2,1,4.08,1,N,68,87,1,18.0,0.5,0.5,3.86,0.0,0.3,23.16,,,2016-01-01 01:42:06,2016-01-01 02:06:32,26216
2,1,1.0,1,N,255,80,1,6.0,0.5,0.5,2.19,0.0,0.3,9.49,,,2016-01-01 01:14:39,2016-01-01 01:19:57,26217
2,1,4.41,1,N,232,80,2,21.5,0.5,0.5,0.0,0.0,0.3,22.8,,,2016-01-01 01:29:33,2016-01-01 02:00:57,26218
1,1,3.2,5,N,79,87,2,0.01,0.0,0.0,0.0,0.0,0.3,0.31,,,2016-01-01 01:16:23,2016-01-01 01:29:02,26219
1,2,1.3,1,N,87,148,1,7.5,0.5,0.5,2.6,0.0,0.3,11.4,,,2016-01-01 01:29:16,2016-01-01 01:36:41,26220
1,3,0.6,1,N,148,79,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,,,2016-01-01 01:38:40,2016-01-01 01:46:42,26221
1,2,6.6,1,N,79,151,1,21.5,0.5,0.5,5.7,0.0,0.3,28.5,,,2016-01-01 01:47:29,2016-01-01 02:12:24,26222
2,5,9.1,1,N,7,181,1,30.5,0.5,0.5,6.36,0.0,0.3,38.16,,,2016-01-01 01:08:05,2016-01-01 01:41:07,26223
2,5,1.79,1,N,181,181,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,,2016-01-01 01:50:03,2016-01-01 02:01:42,26224
1,1,0.6,1,N,237,161,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,,2016-01-01 01:14:34,2016-01-01 01:19:08,26225
1,1,1.9,1,N,161,107,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,,,2016-01-01 01:22:17,2016-01-01 01:33:52,26226
1,1,1.0,1,N,107,90,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,,,2016-01-01 01:35:24,2016-01-01 01:41:25,26227
1,1,0.5,1,N,90,186,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,,,2016-01-01 01:43:20,2016-01-01 01:46:37,26228
1,1,3.4,1,N,68,231,1,17.0,0.5,0.5,1.7,0.0,0.3,20.0,,,2016-01-01 01:48:12,2016-01-01 02:10:56,26229
2,1,4.76,1,N,161,13,1,19.5,0.5,0.5,4.16,0.0,0.3,24.96,,,2016-01-01 01:23:06,2016-01-01 01:49:08,26230
2,1,8.17,1,N,13,263,1,27.5,0.5,0.5,5.76,0.0,0.3,34.56,,,2016-01-01 01:51:02,2016-01-01 02:16:44,26231
2,1,2.87,1,N,66,106,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,,,2016-01-01 01:02:04,2016-01-01 01:17:23,26232
2,1,4.77,1,N,40,17,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,,,2016-01-01 01:23:26,2016-01-01 01:34:39,26233
2,1,2.94,1,N,17,225,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,,,2016-01-01 01:36:19,2016-01-01 01:51:23,26234
2,1,3.49,1,N,225,255,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36,,,2016-01-01 01:52:15,2016-01-01 02:15:43,26235
1,1,2.5,1,N,263,42,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,,2016-01-01 01:01:24,2016-01-01 01:11:35,26236
1,3,3.9,1,N,41,229,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16,,,2016-01-01 01:13:52,2016-01-01 01:31:45,26237
1,2,1.7,1,N,229,107,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,,,2016-01-01 01:32:27,2016-01-01 01:43:36,26238
1,2,1.1,1,N,107,79,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,,,2016-01-01 01:48:16,2016-01-01 01:56:45,26239
1,3,1.5,1,N,114,231,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,,,2016-01-01 01:57:58,2016-01-01 02:10:12,26240
1,1,7.6,1,N,48,49,1,28.0,0.5,0.5,5.85,0.0,0.3,35.15,,,2016-01-01 01:25:31,2016-01-01 01:57:43,26241
1,1,1.3,1,N,49,225,3,7.0,0.5,0.5,0.0,0.0,0.3,8.3,,,2016-01-01 01:59:13,2016-01-01 02:06:28,26242
2,5,2.12,1,N,229,48,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,,,2016-01-01 01:08:53,2016-01-01 01:21:14,26243
2,4,2.4,1,N,48,164,1,12.0,0.5,0.5,2.0,0.0,0.3,15.3,,,2016-01-01 01:22:19,2016-01-01 01:37:40,26244
2,5,1.9,1,N,234,4,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,,,2016-01-01 01:39:06,2016-01-01 01:50:32,26245
2,5,1.59,1,N,79,45,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,,,2016-01-01 01:52:11,2016-01-01 02:02:38,26246
1,1,15.8,1,N,164,19,2,45.0,0.5,0.5,0.0,5.54,0.3,51.84,,,2016-01-01 01:13:52,2016-01-01 01:43:47,26247
1,1,1.2,1,N,229,137,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,,,2016-01-01 01:44:12,2016-01-01 01:50:37,26248
1,1,1.1,1,N,137,233,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,,,2016-01-01 01:54:10,2016-01-01 02:01:02,26249
1,1,0.5,1,N,164,100,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,,,2016-01-01 01:09:17,2016-01-01 01:15:59,26250
1,1,2.7,1,N,100,148,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,,,2016-01-01 01:17:37,2016-01-01 01:36:19,26251
1,1,9.1,1,N,148,223,2,29.5,0.5,0.5,0.0,0.0,0.3,30.8,,,2016-01-01 01:37:21,2016-01-01 02:01:02,26252
1,1,3.2,1,N,237,224,1,14.0,0.5,0.5,4.55,0.0,0.3,19.85,,,2016-01-01 01:17:17,2016-01-01 01:33:39,26253
1,1,3.7,1,N,137,263,1,13.5,0.5,0.5,2.0,0.0,0.3,16.8,,,2016-01-01 01:39:48,2016-01-01 01:55:23,26254
1,1,1.6,1,N,263,238,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35,,,2016-01-01 01:56:19,2016-01-01 02:06:15,26255
1,3,12.0,1,N,170,28,4,36.5,0.5,0.5,0.0,5.54,0.3,43.34,,,2016-01-01 01:18:57,2016-01-01 01:46:51,26256
1,4,1.5,1,N,186,170,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,,,2016-01-01 01:09:15,2016-01-01 01:23:00,26257
2,6,6.33,1,N,239,243,1,21.0,0.5,0.5,1.0,0.0,0.3,23.3,,,2016-01-01 01:14:06,2016-01-01 01:30:52,26258
2,6,2.18,1,N,243,169,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5,,,2016-01-01 01:35:09,2016-01-01 01:44:12,26259
1,2,1.0,1,N,144,158,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,,2016-01-01 01:21:01,2016-01-01 01:30:48,26260
1,4,6.3,1,N,158,262,2,28.5,0.5,0.5,0.0,0.0,0.3,29.8,,,2016-01-01 01:33:37,2016-01-01 02:13:05,26261
2,1,1.36,1,N,170,107,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,,,2016-01-01 01:13:54,2016-01-01 01:20:49,26262
2,1,3.74,1,N,107,262,1,18.0,0.5,0.5,0.0,0.0,0.3,19.3,,,2016-01-01 01:21:27,2016-01-01 01:42:45,26263
2,1,3.27,1,N,262,137,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,,,2016-01-01 01:45:10,2016-01-01 01:55:36,26264
2,1,0.95,1,N,137,107,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,,,2016-01-01 01:56:49,2016-01-01 02:03:48,26265
1,1,2.5,1,N,211,170,1,11.0,0.5,0.5,3.05,0.0,0.3,15.35,,,2016-01-01 01:21:21,2016-01-01 01:34:34,26266
1,1,3.0,1,N,170,263,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55,,,2016-01-01 01:42:55,2016-01-01 01:57:29,26267
1,1,4.3,1,N,263,50,1,16.0,0.5,0.5,3.45,0.0,0.3,20.75,,,2016-01-01 01:59:21,2016-01-01 02:16:34,26268
1,2,0.7,1,N,80,255,1,5.5,0.5,0.5,4.0,0.0,0.3,10.8,,,2016-01-01 01:16:22,2016-01-01 01:22:01,26269
1,1,4.2,1,N,255,231,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8,,,2016-01-01 01:23:42,2016-01-01 01:45:41,26270
1,1,1.4,1,N,231,158,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,,,2016-01-01 01:49:44,2016-01-01 01:55:56,26271
1,2,0.7,1,N,158,114,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,,,2016-01-01 01:56:46,2016-01-01 02:02:09,26272
1,3,0.8,1,N,141,237,1,5.0,0.5,0.5,1.13,0.0,0.3,7.43,,,2016-01-01 01:08:29,2016-01-01 01:12:05,26273
1,2,0.7,1,N,237,140,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,,,2016-01-01 01:14:35,2016-01-01 01:18:20,26274
1,3,2.6,1,N,262,162,1,10.5,0.5,0.5,1.0,0.0,0.3,12.8,,,2016-01-01 01:23:29,2016-01-01 01:35:09,26275
1,2,8.0,1,N,162,82,2,25.0,0.5,0.5,0.0,5.54,0.3,31.84,,,2016-01-01 01:40:01,2016-01-01 01:59:39,26276
2,1,3.99,1,N,239,234,1,15.5,0.5,0.5,2.5,0.0,0.3,19.3,,,2016-01-01 01:06:44,2016-01-01 01:23:13,26277
1,2,2.6,1,N,239,166,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,,2016-01-01 01:13:40,2016-01-01 01:22:58,26278
1,2,2.5,1,N,166,75,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,,,2016-01-01 01:26:06,2016-01-01 01:35:14,26279
1,1,2.8,1,N,263,170,1,12.5,0.5,0.5,3.45,0.0,0.3,17.25,,,2016-01-01 01:38:22,2016-01-01 01:54:16,26280
1,1,8.8,1,N,233,70,2,27.5,0.5,0.5,0.0,0.0,0.3,28.8,,,2016-01-01 01:56:15,2016-01-01 02:20:08,26281
2,2,2.84,1,N,170,263,1,10.0,0.5,0.5,1.0,0.0,0.3,12.3,,,2016-01-01 01:11:25,2016-01-01 01:21:03,26282
2,2,0.98,1,N,236,263,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,,2016-01-01 01:29:54,2016-01-01 01:33:44,26283
2,2,0.92,1,N,143,163,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3,,,2016-01-01 01:51:58,2016-01-01 01:59:40,26284
1,1,0.0,1,N,79,264,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,,,2016-01-01 01:18:19,2016-01-01 01:18:19,26285
1,1,3.9,1,N,79,262,1,14.5,0.5,0.5,3.95,0.0,0.3,19.75,,,2016-01-01 01:30:14,2016-01-01 01:44:26,26286
1,1,7.0,1,N,141,231,1,22.0,0.5,0.5,4.65,0.0,0.3,27.95,,,2016-01-01 01:48:57,2016-01-01 02:05:10,26287
1,1,1.5,1,N,129,82,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,,,2016-01-01 01:14:20,2016-01-01 01:25:13,26288
1,4,1.9,1,N,129,7,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,,,2016-01-01 01:38:29,2016-01-01 01:49:48,26289
1,3,2.5,1,N,7,223,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,,,2016-01-01 01:51:04,2016-01-01 02:05:35,26290
2,1,0.72,1,N,161,229,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,,2016-01-01 01:23:20,2016-01-01 01:28:21,26291
2,1,1.44,1,N,229,140,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,,,2016-01-01 01:31:49,2016-01-01 01:37:54,26292
2,1,0.88,1,N,237,229,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,,,2016-01-01 01:57:05,2016-01-01 02:02:12,26293
2,1,1.43,1,N,24,42,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,,2016-01-01 01:03:40,2016-01-01 01:10:49,26294
2,1,3.27,1,N,238,162,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,,,2016-01-01 01:23:39,2016-01-01 01:37:29,26295
2,1,0.95,1,N,161,161,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,,,2016-01-01 01:40:11,2016-01-01 01:45:34,26296
2,1,1.39,1,N,161,141,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,,,2016-01-01 01:46:19,2016-01-01 01:51:37,26297
2,6,1.46,1,N,141,142,1,8.5,0.5,0.5,2.94,0.0,0.3,12.74,,,2016-01-01 01:00:15,2016-01-01 01:09:42,26298
2,6,4.39,1,N,143,244,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,,,2016-01-01 01:11:47,2016-01-01 01:29:33,26299
2,5,3.96,1,N,143,90,1,17.0,0.5,0.5,5.49,0.0,0.3,23.79,,,2016-01-01 01:48:16,2016-01-01 02:10:41,26300
1,2,2.3,1,N,246,163,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,,,2016-01-01 01:14:55,2016-01-01 01:30:32,26301
1,1,7.8,1,N,163,56,2,28.5,0.5,0.5,0.0,0.0,0.3,29.8,,,2016-01-01 01:33:11,2016-01-01 02:08:09,26302
1,1,1.4,1,N,239,163,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,,,2016-01-01 01:28:54,2016-01-01 01:35:38,26303
1,1,5.9,1,N,163,168,1,19.5,0.5,0.5,4.15,0.0,0.3,24.95,,,2016-01-01 01:36:35,2016-01-01 01:57:55,26304
2,1,2.06,1,N,233,68,1,11.5,0.5,0.5,2.0,0.0,0.3,14.8,,,2016-01-01 01:41:49,2016-01-01 01:57:31,26305
2,1,0.08,1,N,68,249,1,9.5,0.5,0.5,3.24,0.0,0.3,14.04,,,2016-01-01 01:59:00,2016-01-01 02:13:43,26306
1,3,8.4,1,N,89,79,1,25.5,0.5,0.5,5.35,0.0,0.3,32.15,,,2016-01-01 01:19:02,2016-01-01 01:38:27,26307
1,1,3.8,1,N,79,140,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95,,,2016-01-01 01:39:52,2016-01-01 01:56:45,26308
1,3,6.1,1,N,228,61,2,24.5,0.5,0.5,0.0,0.0,0.3,25.8,,,2016-01-01 01:01:01,2016-01-01 01:32:21,26309
2,1,4.82,1,N,170,87,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16,,,2016-01-01 01:05:07,2016-01-01 01:15:30,26310
2,2,3.42,1,N,87,79,1,15.0,0.5,0.5,1.5,0.0,0.3,17.8,,,2016-01-01 01:17:10,2016-01-01 01:32:49,26311
2,1,1.16,1,N,79,211,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,,,2016-01-01 01:34:46,2016-01-01 01:43:18,26312
2,1,1.68,1,N,211,107,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,,,2016-01-01 01:44:21,2016-01-01 01:53:16,26313
2,1,2.02,1,N,107,162,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,,,2016-01-01 01:54:02,2016-01-01 02:03:22,26314
2,1,0.76,1,N,7,7,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,,,2016-01-01 01:14:21,2016-01-01 01:19:07,26315
