FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Global Cross Asset Fund,2018-11-03,Alibaba Group Holding Ltd.,771909,-6702,311272433.5,418.39,322.0,211.42
Community Savings Bond Fund,2021-04-15,"Walmart, Inc.",316656,-2996,131717446.48,330.74,607.34,977.49
International Fixed Duration Fund,2022-08-09,Ping An Insurance (Group) Co. of China Ltd.,687231,7216,403093047.47,997.91,420.43,451.97
Global Cross Asset Fund,2017-02-16,Alibaba Group Holding Ltd.,658144,7184,198122632.54,284.13,615.04,295.7
Global Short Term Credit Fund,2020-11-07,Bank of America Corp.,223778,-4878,87911031.48,182.73,26.64,464.72
Fixed Maturity 2027 Bond Fund,2022-10-11,Ford Motor Co.,552276,5189,386218922.16,78.77,868.15,700.37
Fixed Maturity 2025 Bond Fund,2017-11-12,Chevron Corp.,548732,-9463,214038661.98,410.03,757.69,146.87
Equity Diversified Selection Fund,2019-04-18,Google LLC,287817,-9687,330989181.69,521.9,421.84,434.52
Community Savings Bond Fund,2018-09-23,"Walmart, Inc.",159449,-9656,24034780.41,913.04,576.98,912.95
Global Short Term Credit Fund,2021-11-19,JPMorgan Chase & Co.,484292,-6402,265405579.35,787.61,935.43,881.73
Fixed Maturity 2027 Bond Fund,2020-11-27,Toyota Motor Corp.,960676,-7948,96609588.45,905.58,953.71,445.66
Global Cross Asset Fund,2021-01-17,"Berkshire Hathaway, Inc.",649049,5788,251646820.77,131.14,461.9,50.48
Sustainable Retail Fund,2017-04-03,"Tesla, Inc.",828499,8444,375238431.72,865.09,940.0,163.11
Equity Diversified Selection Fund,2022-06-10,"Facebook, Inc.",822812,7454,172315784.09,247.1,204.21,435.46
International Fixed Duration Fund,2022-06-21,Allianz SE,617115,9689,140461974.2,445.63,638.74,470.8
International Fixed Duration Fund,2018-03-25,Allianz SE,257430,-1662,120765028.97,243.08,182.05,933.5
Fixed Maturity 2027 Bond Fund,2018-04-08,Ford Motor Co.,426236,-5159,480862589.42,478.41,686.37,806.34
Fixed Maturity 2025 Bond Fund,2018-12-09,BP Plc,631103,5027,126243095.3,145.74,396.71,52.09
Community Savings Bond Fund,2019-06-25,"Walmart, Inc.",108169,-5570,338999108.94,104.28,426.95,574.21
Fixed Maturity 2027 Bond Fund,2022-01-04,Toyota Motor Corp.,676208,7555,347840161.31,153.9,715.33,247.37
International Fixed Duration Fund,2020-08-23,Ping An Insurance (Group) Co. of China Ltd.,56455,-1005,495710281.72,924.57,463.6,400.64
Global Short Term Credit Fund,2022-07-21,Bank of America Corp.,65426,4172,181002750.43,617.6,556.37,52.67
International Fixed Duration Fund,2021-10-25,Ping An Insurance (Group) Co. of China Ltd.,132947,5724,76922475.74,511.77,623.41,112.65
Equity Diversified Selection Fund,2020-02-19,"Facebook, Inc.",374621,-9370,270206287.45,766.35,953.51,369.98
Fixed Maturity 2027 Bond Fund,2019-06-12,Toyota Motor Corp.,184539,-663,152567573.84,706.19,868.26,65.27
Sustainable Retail Fund,2022-10-18,"Beyond Meat, Inc.",723270,722,207332332.25,452.82,72.18,126.46
Fixed Maturity 2025 Bond Fund,2017-10-01,Chevron Corp.,543046,-9215,375785686.22,511.35,552.1,424.46
Target Maturity 2029 Bond Fund,2017-11-06,Microsoft Corp.,686230,42,382337248.27,413.4,512.85,806.56
Impact Credit Strategies Fund,2019-03-26,"First Solar, Inc.",715319,-7943,392192493.29,633.61,787.47,851.51
Fixed Maturity 2025 Bond Fund,2018-08-26,Exxon Mobil Corp.,986396,5744,156309034.35,817.76,571.11,606.09
Fixed Maturity 2025 Bond Fund,2018-10-11,Chevron Corp.,298428,15,453382148.44,403.09,238.84,950.08
Equity Diversified Selection Fund,2019-12-11,Google LLC,199311,-3526,66266880.31,495.68,798.52,674.1
Global Cross Asset Fund,2022-12-23,"Berkshire Hathaway, Inc.",654956,4639,143898176.3,262.14,472.07,404.51
Impact Credit Strategies Fund,2020-03-30,Vestas Wind Systems A/S,367701,-6167,236729282.5,670.17,474.18,878.27
Subordinated Financials Fund,2021-11-12,Citigroup Inc.,590912,-4061,214826935.36,294.45,937.79,855.88
Impact Credit Strategies Fund,2022-11-02,"First Solar, Inc.",262033,8722,475067728.05,876.51,730.42,15.07
Fixed Maturity 2025 Bond Fund,2018-11-29,Chevron Corp.,49558,-7283,217892782.01,787.12,498.97,374.23
Target Maturity 2029 Bond Fund,2018-07-23,"Apple, Inc.",738314,-4003,477976622.47,657.68,601.79,118.77
Global Cross Asset Fund,2018-06-01,Johnson & Johnson,622265,4662,447674515.65,104.27,331.18,877.08
International Fixed Duration Fund,2019-05-11,Allianz SE,602151,9201,274664268.29,782.05,994.33,819.11
Community Savings Bond Fund,2020-10-05,"Walmart, Inc.",337799,8336,232616301.12,173.73,93.99,325.6
Fixed Maturity 2027 Bond Fund,2021-10-10,Toyota Motor Corp.,825216,8861,187654658.75,675.9,803.66,886.65
Impact Credit Strategies Fund,2018-03-14,Vestas Wind Systems A/S,993278,6869,332597283.3,318.96,332.89,278.82
International Fixed Duration Fund,2019-12-06,Allianz SE,602868,-3290,451866202.27,630.58,762.25,945.97
Subordinated Financials Fund,2018-07-14,Citigroup Inc.,816997,5593,403952683.19,591.37,148.28,546.38
Target Maturity 2029 Bond Fund,2019-12-17,"Apple, Inc.",577725,5479,179585327.16,672.97,267.09,908.42
Fixed Maturity 2027 Bond Fund,2022-09-04,Toyota Motor Corp.,109614,-5482,117907185.06,410.85,219.23,56.55
Subordinated Financials Fund,2020-01-04,Morgan Stanley,918441,-4543,171389347.25,633.24,27.24,146.14
Sustainable Retail Fund,2019-09-09,"Tesla, Inc.",798200,-9040,181340105.46,340.23,649.12,985.85
Target Maturity 2029 Bond Fund,2018-09-03,Microsoft Corp.,692822,-4406,190390858.01,696.26,436.27,666.16
Fixed Maturity 2025 Bond Fund,2017-06-09,Chevron Corp.,48689,-8705,176307093.99,187.29,914.47,582.38
Impact Credit Strategies Fund,2017-03-29,"First Solar, Inc.",804139,6639,331799458.69,122.12,286.85,988.81
Equity Diversified Selection Fund,2017-04-17,"Netflix, Inc.",577332,-1214,188949553.17,181.14,650.79,326.15
Global Cross Asset Fund,2022-06-18,"Berkshire Hathaway, Inc.",122855,-4633,330503240.92,680.26,27.66,410.19
Global Short Term Credit Fund,2019-05-24,JPMorgan Chase & Co.,207901,-6057,263010025.95,84.86,773.36,895.6
Fixed Maturity 2027 Bond Fund,2021-04-11,Ford Motor Co.,49357,6381,41336198.99,28.35,294.5,770.31
Fixed Maturity 2025 Bond Fund,2018-06-29,Chevron Corp.,7620,-7372,254754234.57,530.52,786.02,331.63
Fixed Maturity 2027 Bond Fund,2018-10-01,Toyota Motor Corp.,75335,-3638,110999261.04,945.05,641.33,802.32
Fixed Maturity 2025 Bond Fund,2019-11-29,Exxon Mobil Corp.,358100,-1581,442666505.59,429.07,625.85,129.21
Global Cross Asset Fund,2021-06-01,Johnson & Johnson,512662,-6897,157659683.13,492.18,528.66,981.13
Target Maturity 2029 Bond Fund,2019-01-01,"Apple, Inc.",679734,-2916,92846757.14,623.36,458.8,353.54
Community Savings Bond Fund,2019-06-16,Nestlé SA,600754,4587,357714662.98,462.84,933.94,762.82
International Fixed Duration Fund,2020-11-29,Allianz SE,213934,7229,169518321.99,889.09,755.67,457.84
Equity Diversified Selection Fund,2019-09-22,"Netflix, Inc.",353033,-1954,352270620.81,532.03,957.73,322.04
Target Maturity 2029 Bond Fund,2018-05-08,"Apple, Inc.",504147,4172,434002182.09,257.18,459.62,128.04
International Fixed Duration Fund,2017-04-07,Allianz SE,530154,3152,336339194.3,499.06,635.65,419.08
Impact Credit Strategies Fund,2018-08-10,Vestas Wind Systems A/S,848749,-5499,52333878.11,981.46,594.64,137.16
Fixed Maturity 2027 Bond Fund,2022-12-12,Ford Motor Co.,679846,-1840,210388569.03,702.97,280.3,751.63
Impact Credit Strategies Fund,2017-03-01,"First Solar, Inc.",936108,9758,475253555.4,772.43,242.55,67.2
Target Maturity 2029 Bond Fund,2020-06-28,Microsoft Corp.,435117,-9209,414955016.09,851.56,420.48,684.96
Equity Diversified Selection Fund,2022-06-15,"Netflix, Inc.",434773,-6799,439115356.84,81.0,765.12,616.03
Fixed Maturity 2027 Bond Fund,2021-09-11,Ford Motor Co.,362161,-6602,103623035.7,440.88,140.61,991.21
Impact Credit Strategies Fund,2020-05-20,"SolarEdge Technologies, Inc.",303516,3530,107036949.44,541.8,849.62,934.43
Target Maturity 2029 Bond Fund,2021-08-04,"Apple, Inc.",705215,-25,465717035.12,215.87,442.06,491.05
Global Cross Asset Fund,2020-10-28,"Berkshire Hathaway, Inc.",521920,-2968,73530803.41,739.88,662.79,127.69
Community Savings Bond Fund,2020-06-02,Procter & Gamble Co.,705837,2378,318888741.97,143.33,717.63,289.2
Subordinated Financials Fund,2019-03-04,Morgan Stanley,77389,5475,47900377.63,974.96,302.81,332.06
Sustainable Retail Fund,2019-01-13,"Tesla, Inc.",570475,6134,354411654.44,623.38,277.46,244.41
Equity Diversified Selection Fund,2020-03-09,Google LLC,712599,8289,326669465.33,399.63,295.07,766.03
International Fixed Duration Fund,2021-09-18,Ping An Insurance (Group) Co. of China Ltd.,465553,2814,318474603.16,235.72,213.2,381.36
Sustainable Retail Fund,2022-05-12,"The Hain Celestial Group, Inc.",731615,-8069,171762487.13,832.37,228.75,987.6
Impact Credit Strategies Fund,2021-11-05,"SolarEdge Technologies, Inc.",583702,5197,403935474.45,567.21,821.71,585.27
Global Short Term Credit Fund,2020-08-27,HSBC Holdings Plc,869910,6708,20554503.16,440.71,206.37,470.02
Community Savings Bond Fund,2017-08-16,Procter & Gamble Co.,895957,946,364014980.47,281.52,239.21,56.96
Subordinated Financials Fund,2022-03-05,"Goldman Sachs Group, Inc.",50380,-9958,83536575.73,821.71,288.78,299.44
International Fixed Duration Fund,2020-12-04,Ping An Insurance (Group) Co. of China Ltd.,792968,-5931,5392476.54,145.83,185.5,52.57
Target Maturity 2029 Bond Fund,2020-10-26,"Apple, Inc.",241794,3053,133846127.87,221.95,990.06,764.19
Global Short Term Credit Fund,2022-06-19,Bank of America Corp.,414736,-7332,161934641.18,338.69,36.51,835.47
Fixed Maturity 2027 Bond Fund,2021-06-01,Toyota Motor Corp.,72819,-2351,393724907.28,548.4,602.83,753.7
Community Savings Bond Fund,2022-10-02,Procter & Gamble Co.,411408,-2372,434736994.19,512.39,975.05,694.0
Sustainable Retail Fund,2018-06-10,"The Hain Celestial Group, Inc.",928292,-7183,336978090.12,975.68,114.13,823.42
Community Savings Bond Fund,2017-01-26,Procter & Gamble Co.,473663,6123,337279066.84,918.75,586.22,820.64
Fixed Maturity 2027 Bond Fund,2020-04-23,Volkswagen AG,187814,-4691,276186282.22,805.71,88.18,430.5
International Fixed Duration Fund,2021-02-06,AXA SA,899346,-456,432573696.74,232.47,171.73,698.72
Impact Credit Strategies Fund,2017-03-20,"SolarEdge Technologies, Inc.",673782,9933,346811492.31,184.8,522.59,201.84
Equity Diversified Selection Fund,2021-01-31,"Facebook, Inc.",875447,3357,426168033.0,190.54,99.38,723.19
International Fixed Duration Fund,2018-10-14,Allianz SE,227508,-1863,110067449.41,172.78,891.82,770.92
Sustainable Retail Fund,2018-04-16,"Tesla, Inc.",704712,-6727,474807219.19,160.93,671.33,868.82
Equity Diversified Selection Fund,2020-07-31,"Netflix, Inc.",443834,-3085,455188671.86,409.67,339.23,771.82
Global Short Term Credit Fund,2022-07-07,JPMorgan Chase & Co.,375655,-7587,267073598.22,962.0,676.26,128.17
Global Short Term Credit Fund,2017-02-28,HSBC Holdings Plc,708489,-7600,140270720.92,998.72,561.95,117.31
Equity Diversified Selection Fund,2022-05-22,"Netflix, Inc.",62877,-8238,109472018.91,789.64,955.09,591.48
Subordinated Financials Fund,2021-07-09,"Goldman Sachs Group, Inc.",966844,-4376,360685623.74,379.25,806.69,667.61
Global Short Term Credit Fund,2020-08-24,HSBC Holdings Plc,586089,5362,221075410.45,781.16,272.07,44.33
Subordinated Financials Fund,2017-05-09,Morgan Stanley,29919,8794,378686649.91,740.94,192.71,511.24
Global Cross Asset Fund,2019-03-04,Alibaba Group Holding Ltd.,689309,2123,203768638.28,48.32,393.78,858.34
International Fixed Duration Fund,2017-11-06,Ping An Insurance (Group) Co. of China Ltd.,768997,739,421287767.75,10.29,378.42,633.56
International Fixed Duration Fund,2021-05-02,AXA SA,624166,-5138,159276788.06,809.43,841.67,954.71
Subordinated Financials Fund,2021-06-25,Citigroup Inc.,928786,3211,106368631.72,288.65,455.4,535.24
Fixed Maturity 2027 Bond Fund,2019-07-14,Ford Motor Co.,194876,-6350,481128291.89,831.41,36.38,591.29
Global Cross Asset Fund,2022-07-11,Johnson & Johnson,232090,6233,19965793.75,617.51,177.46,11.34
Global Short Term Credit Fund,2019-03-09,HSBC Holdings Plc,710274,-8384,318543688.37,293.57,936.52,759.33
International Fixed Duration Fund,2018-07-01,AXA SA,230270,-8090,466316424.14,923.5,42.25,183.79
Subordinated Financials Fund,2021-08-07,Citigroup Inc.,645674,7116,200848049.72,773.75,495.53,942.5
Community Savings Bond Fund,2022-09-02,"Walmart, Inc.",982696,7907,183812122.04,483.38,840.07,723.4
Equity Diversified Selection Fund,2019-01-07,"Facebook, Inc.",862183,6350,102891960.95,615.17,891.13,65.19
Fixed Maturity 2025 Bond Fund,2018-09-15,Chevron Corp.,536865,9074,58538969.12,843.45,434.39,603.85
Sustainable Retail Fund,2022-04-29,"Beyond Meat, Inc.",961530,6858,425529028.73,999.05,333.52,205.75
International Fixed Duration Fund,2021-05-24,Ping An Insurance (Group) Co. of China Ltd.,488027,-8022,115140000.21,673.56,830.45,19.81
Global Cross Asset Fund,2021-05-02,Alibaba Group Holding Ltd.,583632,7414,427050951.87,579.73,100.34,716.29
Global Short Term Credit Fund,2017-07-30,HSBC Holdings Plc,414814,2503,116007194.12,392.31,493.7,320.0
Global Cross Asset Fund,2019-07-23,Alibaba Group Holding Ltd.,376412,3216,185696583.13,614.61,879.38,104.69
Target Maturity 2029 Bond Fund,2022-08-13,"Amazon.com, Inc.",154614,1970,399486132.82,164.77,479.18,473.87
Global Short Term Credit Fund,2021-07-13,Bank of America Corp.,589755,-5888,299446287.9,585.03,503.9,406.62
International Fixed Duration Fund,2017-06-20,AXA SA,258691,2138,25399329.84,74.36,452.17,346.86
Impact Credit Strategies Fund,2018-08-27,"SolarEdge Technologies, Inc.",791217,-4193,497832161.11,159.81,338.21,305.42
Equity Diversified Selection Fund,2017-09-18,"Netflix, Inc.",694404,-9757,356920124.57,834.84,845.2,738.68
Equity Diversified Selection Fund,2020-05-12,Google LLC,291514,5241,37216601.71,333.74,172.53,259.57
Target Maturity 2029 Bond Fund,2022-02-27,"Amazon.com, Inc.",889034,1113,134079391.4,643.03,415.32,358.82
Impact Credit Strategies Fund,2020-08-17,Vestas Wind Systems A/S,70213,6752,258760353.42,201.27,844.59,700.42
Global Short Term Credit Fund,2020-01-21,HSBC Holdings Plc,559915,6983,195120632.53,738.16,968.19,150.32
Fixed Maturity 2025 Bond Fund,2019-01-27,BP Plc,38495,3810,399853257.82,764.33,84.31,322.97
International Fixed Duration Fund,2019-09-02,AXA SA,948879,-2354,420443655.75,792.33,92.62,622.85
Fixed Maturity 2027 Bond Fund,2021-06-28,Ford Motor Co.,746075,-1829,75019829.9,336.76,561.48,613.16
Global Cross Asset Fund,2022-02-10,Alibaba Group Holding Ltd.,315226,6682,154279303.0,999.36,434.21,98.54
Community Savings Bond Fund,2022-02-19,Nestlé SA,962865,4220,396988612.08,230.57,725.22,561.6
Community Savings Bond Fund,2022-06-02,Procter & Gamble Co.,893701,1628,78761957.69,723.14,395.72,866.14
Subordinated Financials Fund,2020-02-03,Morgan Stanley,344936,399,343136627.41,717.14,449.03,483.0
Fixed Maturity 2027 Bond Fund,2019-10-06,Volkswagen AG,706995,147,194942209.87,164.81,900.02,32.92
Global Cross Asset Fund,2020-01-11,Alibaba Group Holding Ltd.,756079,2949,375030131.33,916.18,483.14,166.2
Global Cross Asset Fund,2022-02-09,Alibaba Group Holding Ltd.,759492,-8111,155062004.84,312.15,956.2,17.88
International Fixed Duration Fund,2021-12-12,Ping An Insurance (Group) Co. of China Ltd.,26734,8045,3547388.32,762.15,423.02,704.04
Community Savings Bond Fund,2019-12-02,Nestlé SA,922860,-5512,453214082.12,783.93,623.57,859.2
Target Maturity 2029 Bond Fund,2021-01-20,"Apple, Inc.",877214,2233,315893583.59,923.06,410.87,510.08
Community Savings Bond Fund,2019-07-19,Procter & Gamble Co.,55278,-8354,225867900.5,532.37,868.9,144.22
Global Cross Asset Fund,2017-10-31,Johnson & Johnson,632111,7925,3265367.57,220.77,347.63,598.94
Global Short Term Credit Fund,2021-08-30,HSBC Holdings Plc,294889,6283,52347320.14,386.67,642.11,604.75
Target Maturity 2029 Bond Fund,2020-04-24,Microsoft Corp.,572641,5539,382546704.07,193.56,354.49,65.02
Target Maturity 2029 Bond Fund,2019-05-09,"Apple, Inc.",416889,2613,388293317.55,67.22,270.19,329.43
Fixed Maturity 2025 Bond Fund,2017-09-30,Chevron Corp.,277949,-2161,289426552.23,860.03,192.31,785.13
Target Maturity 2029 Bond Fund,2018-12-11,Microsoft Corp.,739204,-6713,499586451.03,704.14,358.91,575.51
Fixed Maturity 2027 Bond Fund,2018-01-29,Toyota Motor Corp.,807075,124,68614409.57,668.88,194.82,499.4
Global Short Term Credit Fund,2018-12-17,Bank of America Corp.,900734,-1445,27947830.04,63.64,301.78,469.26
Subordinated Financials Fund,2019-01-28,Citigroup Inc.,168401,2346,225691642.27,410.95,546.95,653.58
Target Maturity 2029 Bond Fund,2017-07-11,"Apple, Inc.",609336,-7654,172580354.81,827.03,145.04,870.08
Sustainable Retail Fund,2022-11-30,"Tesla, Inc.",9555,1655,165559534.49,453.19,804.96,427.29
Subordinated Financials Fund,2020-03-14,"Goldman Sachs Group, Inc.",414364,763,135944332.23,729.33,401.59,224.36
Sustainable Retail Fund,2018-11-05,"Tesla, Inc.",321712,-3932,385571139.23,535.52,26.76,423.22
Target Maturity 2029 Bond Fund,2018-03-05,"Apple, Inc.",569846,-6662,276958715.24,45.74,329.1,832.97
Subordinated Financials Fund,2017-11-10,Morgan Stanley,428182,-9763,202929767.38,570.55,564.71,295.76
Target Maturity 2029 Bond Fund,2021-07-23,"Apple, Inc.",600563,-3374,383044416.94,10.77,727.33,116.8
Impact Credit Strategies Fund,2020-10-29,"First Solar, Inc.",968952,8802,144938607.4,867.22,268.41,469.04
Community Savings Bond Fund,2019-04-18,Procter & Gamble Co.,835094,-6703,160313946.74,555.06,982.87,841.86
Equity Diversified Selection Fund,2017-07-04,"Netflix, Inc.",556499,-8163,58224788.42,985.7,650.7,42.44
Global Cross Asset Fund,2018-07-25,"Berkshire Hathaway, Inc.",950931,-4164,303214336.68,78.33,677.46,997.43
Community Savings Bond Fund,2020-08-10,"Walmart, Inc.",282490,734,480992410.38,683.17,746.89,626.68
Target Maturity 2029 Bond Fund,2022-06-22,Microsoft Corp.,688642,-8102,139056314.03,366.34,754.68,966.67
Subordinated Financials Fund,2021-05-02,"Goldman Sachs Group, Inc.",285251,6047,218989742.49,562.53,32.73,821.15
Global Short Term Credit Fund,2022-09-21,HSBC Holdings Plc,991414,6526,37291825.53,131.92,826.34,296.52
Equity Diversified Selection Fund,2018-10-12,"Netflix, Inc.",550305,9645,495622083.2,18.67,849.58,520.4
International Fixed Duration Fund,2018-02-21,AXA SA,73796,-3278,422192050.6,709.13,130.28,688.2
Subordinated Financials Fund,2020-02-20,"Goldman Sachs Group, Inc.",61815,7968,76611364.41,106.12,208.53,23.16
Impact Credit Strategies Fund,2021-11-07,Vestas Wind Systems A/S,658574,-6285,224074393.0,128.46,488.89,150.64
Target Maturity 2029 Bond Fund,2022-07-13,"Amazon.com, Inc.",281972,-2880,260601224.69,342.04,110.24,159.98
Community Savings Bond Fund,2020-06-28,Procter & Gamble Co.,283022,-879,302575003.49,188.37,387.32,498.54
Community Savings Bond Fund,2017-09-14,Procter & Gamble Co.,805028,-1199,131085954.88,423.03,626.31,918.62
Subordinated Financials Fund,2019-11-06,Morgan Stanley,866758,-2445,43351844.22,530.78,337.35,952.77
International Fixed Duration Fund,2017-03-20,Allianz SE,396682,-9378,415197987.94,953.64,552.71,172.0
Fixed Maturity 2027 Bond Fund,2022-08-15,Toyota Motor Corp.,366487,6299,347974369.16,520.54,564.3,737.9
Subordinated Financials Fund,2021-12-10,Citigroup Inc.,896665,9711,265523834.8,491.51,389.14,186.04
Equity Diversified Selection Fund,2017-12-20,"Netflix, Inc.",984369,-5053,35182715.99,375.33,80.06,925.76
Global Short Term Credit Fund,2018-04-01,Bank of America Corp.,666086,-4216,260021861.03,767.99,927.05,25.64
Sustainable Retail Fund,2021-10-30,"Beyond Meat, Inc.",153736,7249,60160248.69,332.96,543.47,178.2
Fixed Maturity 2025 Bond Fund,2019-07-26,BP Plc,823819,-8160,192278133.16,964.1,979.71,91.24
Global Cross Asset Fund,2019-06-08,Johnson & Johnson,582069,-2098,225804328.55,229.0,377.67,836.5
Subordinated Financials Fund,2022-11-29,Citigroup Inc.,816178,-2628,499559476.92,921.4,500.45,338.24
Fixed Maturity 2025 Bond Fund,2022-11-25,BP Plc,429352,7995,375687929.76,243.3,934.77,932.71
Fixed Maturity 2027 Bond Fund,2021-09-04,Volkswagen AG,538672,-8318,331156416.79,797.79,520.89,636.86
Global Short Term Credit Fund,2019-12-29,Bank of America Corp.,864694,-9085,472148115.72,626.05,308.26,18.71
Sustainable Retail Fund,2020-06-27,"Tesla, Inc.",176858,4366,445371561.51,277.02,52.82,909.59
Impact Credit Strategies Fund,2019-10-12,Vestas Wind Systems A/S,827255,-7046,371380301.7,360.69,895.52,487.59
Sustainable Retail Fund,2017-09-15,"The Hain Celestial Group, Inc.",186439,831,301991005.19,358.24,897.95,526.09
Subordinated Financials Fund,2021-01-04,Morgan Stanley,337765,4216,227597371.4,190.04,993.99,633.68
Fixed Maturity 2025 Bond Fund,2021-08-04,Chevron Corp.,140265,-4493,112628423.58,700.13,176.53,249.02
Global Short Term Credit Fund,2017-09-25,Bank of America Corp.,794859,8563,297224066.33,82.22,794.48,764.38
Subordinated Financials Fund,2022-02-20,Morgan Stanley,357724,-4569,369851862.13,224.54,546.54,354.99
Sustainable Retail Fund,2019-11-03,"Beyond Meat, Inc.",508352,6692,472231547.05,906.87,440.28,707.35
Community Savings Bond Fund,2020-03-20,Nestlé SA,647572,-9490,165495488.38,460.82,712.98,156.54
Global Short Term Credit Fund,2022-05-13,JPMorgan Chase & Co.,224702,6742,489440577.77,40.06,485.86,743.06
Subordinated Financials Fund,2022-04-28,Morgan Stanley,514707,-3130,411657782.34,109.32,129.79,808.78
Fixed Maturity 2025 Bond Fund,2022-01-19,BP Plc,713182,9732,299220607.74,246.53,12.48,51.22
Global Cross Asset Fund,2020-07-02,"Berkshire Hathaway, Inc.",52671,-1410,414950139.97,183.6,754.61,382.24
Global Short Term Credit Fund,2018-12-25,Bank of America Corp.,838303,-1358,95622625.52,362.34,833.79,608.56
Fixed Maturity 2025 Bond Fund,2017-01-07,BP Plc,860086,-223,113956217.54,943.91,581.28,679.28
Global Cross Asset Fund,2018-10-04,Alibaba Group Holding Ltd.,888973,-8837,460280526.17,68.59,699.88,270.21
Target Maturity 2029 Bond Fund,2017-09-16,"Apple, Inc.",561008,9909,390339268.28,774.66,485.37,439.5
Global Cross Asset Fund,2018-01-08,Johnson & Johnson,705715,5761,319479481.88,950.78,474.26,222.5
Fixed Maturity 2027 Bond Fund,2021-10-23,Toyota Motor Corp.,610747,9368,136375378.24,730.96,501.93,709.44
Community Savings Bond Fund,2017-04-23,Procter & Gamble Co.,211568,-4168,238955342.85,918.19,734.47,354.77
Community Savings Bond Fund,2022-07-13,Nestlé SA,152513,6635,96927442.83,757.12,340.35,427.39
Impact Credit Strategies Fund,2020-09-07,"First Solar, Inc.",755597,-8936,3067191.69,91.87,855.56,289.57
Target Maturity 2029 Bond Fund,2018-11-19,"Amazon.com, Inc.",341440,9471,42335987.64,239.58,430.93,25.86
Subordinated Financials Fund,2019-11-30,"Goldman Sachs Group, Inc.",484730,-1224,294068208.52,955.28,599.43,66.65
Global Short Term Credit Fund,2021-05-19,Bank of America Corp.,375852,-2964,414078019.65,126.93,928.44,696.19
Global Cross Asset Fund,2020-01-28,Alibaba Group Holding Ltd.,494162,9519,438187996.66,865.89,125.46,949.97
International Fixed Duration Fund,2022-11-03,Allianz SE,355090,6698,303437359.47,763.93,433.17,565.8
Sustainable Retail Fund,2021-03-13,"Tesla, Inc.",577869,-8238,394907101.93,63.92,772.24,665.07
Impact Credit Strategies Fund,2018-08-23,"First Solar, Inc.",111063,-198,57000120.4,272.21,594.39,756.04
Subordinated Financials Fund,2017-10-04,Citigroup Inc.,771299,1630,361086252.15,402.47,87.3,277.23
Subordinated Financials Fund,2020-03-31,Citigroup Inc.,863327,-3162,117436141.69,104.46,562.88,496.63
Target Maturity 2029 Bond Fund,2020-05-28,"Amazon.com, Inc.",27698,-5418,326611440.44,257.36,293.25,527.76
Global Short Term Credit Fund,2017-11-23,HSBC Holdings Plc,872943,-282,163814375.93,253.34,511.83,892.3
Community Savings Bond Fund,2021-11-05,"Walmart, Inc.",774872,-8357,258632880.83,772.53,227.44,637.12
Fixed Maturity 2027 Bond Fund,2019-06-17,Volkswagen AG,734315,2436,270163698.21,445.68,401.96,367.67
Community Savings Bond Fund,2019-08-31,Procter & Gamble Co.,376328,-8713,442566301.95,785.25,507.49,559.3
Subordinated Financials Fund,2017-02-15,Morgan Stanley,915345,-7313,349242954.76,678.94,396.46,467.41
Sustainable Retail Fund,2019-11-05,"The Hain Celestial Group, Inc.",918754,-3258,336740662.85,393.19,397.5,707.71
Global Cross Asset Fund,2022-08-16,"Berkshire Hathaway, Inc.",924637,4193,121718504.32,11.12,987.59,211.23
Global Short Term Credit Fund,2021-02-02,JPMorgan Chase & Co.,230449,4645,68847345.48,388.04,971.21,790.86
Equity Diversified Selection Fund,2017-09-13,"Netflix, Inc.",420892,3328,27823465.63,235.27,932.11,885.5
Impact Credit Strategies Fund,2017-07-13,Vestas Wind Systems A/S,195642,1899,155074238.11,720.1,126.34,825.65
Global Cross Asset Fund,2020-10-30,Johnson & Johnson,58688,-9572,227037697.36,817.79,499.35,110.67
Equity Diversified Selection Fund,2017-04-29,Google LLC,452320,-1012,106338781.38,753.42,855.66,961.17
Fixed Maturity 2025 Bond Fund,2018-08-30,Chevron Corp.,116856,3711,179394491.86,613.39,697.86,918.05
Equity Diversified Selection Fund,2021-01-18,Google LLC,987918,9974,188890342.98,871.58,495.16,35.45
Impact Credit Strategies Fund,2017-10-06,Vestas Wind Systems A/S,398416,8608,108810123.62,303.89,87.12,531.77
Fixed Maturity 2025 Bond Fund,2019-10-30,BP Plc,629839,-5110,36770865.35,67.87,416.49,595.21
Community Savings Bond Fund,2019-09-03,Nestlé SA,368268,8688,206467972.75,301.63,646.1,101.28
Equity Diversified Selection Fund,2018-12-26,Google LLC,877251,7335,235545474.76,601.36,489.72,561.14
Target Maturity 2029 Bond Fund,2020-06-23,Microsoft Corp.,589778,-7436,488805952.65,562.65,773.32,98.65
Global Short Term Credit Fund,2021-10-17,HSBC Holdings Plc,975382,1181,356548019.65,649.04,540.56,477.02
Community Savings Bond Fund,2017-07-21,"Walmart, Inc.",66482,-3290,111928978.72,798.33,381.54,622.25
Sustainable Retail Fund,2022-11-26,"Tesla, Inc.",744171,-552,108403121.03,611.31,92.69,776.8
