FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Community Savings Bond Fund,2022-02-02,Reliance Industries Ltd.,902072,4718,638401231,410,736,748
Target Maturity 2029 Bond Fund,2021-06-11,Mercedes-Benz Group AG,513126,-1471,941812853,18,119,16
European High Yield Bond Fund,2020-11-24,"AT&T, Inc.",863401,-945,590226143,849,579,766
Global Cross Asset Fund,2019-06-20,TotalEnergies SE,55215,3557,194504058,422,823,606
Impact Credit Strategies Fund,2020-03-22,"AT&T, Inc.",270574,3668,359042009,791,308,554
Target Maturity 2029 Bond Fund,2022-11-25,Reliance Industries Ltd.,374895,-2872,188686210,668,408,595
Target Maturity 2029 Bond Fund,2017-07-05,Deutsche Telekom AG,394695,1907,260075820,616,594,275
Impact Credit Strategies Fund,2017-11-09,Pfizer Inc.,436513,1237,646465033,924,326,804
International Fixed Duration Fund,2020-06-03,Bayerische Motoren Werke AG,712717,2054,358240179,464,95,135
European High Yield Bond Fund,2022-05-28,"Verizon Communications, Inc.",143502,-2977,295940070,159,416,525
Sustainable Retail Fund,2021-04-20,Gazprom PJSC,316242,-2738,219090727,292,485,746
European High Yield Bond Fund,2018-09-03,Petróleo Brasileiro SA,782627,1801,400144862,107,897,991
Target Maturity 2029 Bond Fund,2017-10-09,"PetroChina Co., Ltd.",868981,257,770916230,72,265,395
Target Maturity 2029 Bond Fund,2020-07-14,"AT&T, Inc.",130153,-2344,615990554,839,769,347
Equity Diversified Selection Fund,2018-02-20,"Verizon Communications, Inc.",703468,4456,294566196,305,818,184
Global Short Term Credit Fund,2022-11-09,Industrial & Commercial Bank of China Ltd.,555226,-3497,706482174,470,252,410
Impact Credit Strategies Fund,2019-10-02,Deutsche Telekom AG,476755,-1109,77738789,854,283,886
Equity Diversified Selection Fund,2022-03-15,Mercedes-Benz Group AG,227353,1353,394123110,651,800,934
Global Short Term Credit Fund,2018-11-21,Bayerische Motoren Werke AG,67318,670,618154508,558,998,247
Target Maturity 2029 Bond Fund,2022-09-09,Mercedes-Benz Group AG,148400,-2938,427141849,90,352,539
International Fixed Duration Fund,2021-02-03,"Samsung Electronics Co., Ltd.",290168,-227,438002734,348,571,683
Target Maturity 2029 Bond Fund,2021-08-04,"Taiwan Semiconductor Manufacturing Co., Ltd.",989399,-506,272595761,187,212,517
Target Maturity 2029 Bond Fund,2020-05-23,Industrial & Commercial Bank of China Ltd.,286323,-4257,212981213,698,775,588
Community Savings Bond Fund,2017-08-27,Bayerische Motoren Werke AG,12869,4917,78306023,530,594,751
Fixed Maturity 2027 Bond Fund,2018-10-27,"UnitedHealth Group, Inc.",143926,2405,740030314,671,776,411
Impact Credit Strategies Fund,2022-05-20,China Mobile Ltd.,910819,4875,663402893,748,939,523
International Fixed Duration Fund,2018-03-21,"Samsung Electronics Co., Ltd.",883516,143,681284940,885,321,979
Fixed Maturity 2027 Bond Fund,2021-08-20,Deutsche Telekom AG,168170,2835,42492940,997,867,881
Sustainable Retail Fund,2018-12-22,Saudi Arabian Oil Co.,952803,-3106,357038864,12,668,519
European High Yield Bond Fund,2019-09-23,"Verizon Communications, Inc.",170273,-908,122725645,202,510,456
Global Cross Asset Fund,2018-01-12,Gazprom PJSC,126069,-924,102755760,119,570,984
Global Short Term Credit Fund,2017-05-11,Industrial & Commercial Bank of China Ltd.,222695,1409,249230769,895,822,369
European High Yield Bond Fund,2019-03-14,TotalEnergies SE,457116,-695,677685217,903,675,955
Fixed Maturity 2027 Bond Fund,2022-01-14,Industrial & Commercial Bank of China Ltd.,484742,4231,243104747,484,964,641
Fixed Maturity 2027 Bond Fund,2022-09-27,Reliance Industries Ltd.,45640,1226,117250344,383,381,998
Fixed Maturity 2027 Bond Fund,2022-01-12,"Samsung Electronics Co., Ltd.",581239,1428,459613775,374,445,287
Fixed Maturity 2025 Bond Fund,2022-05-02,"Samsung Electronics Co., Ltd.",802163,-3950,92928607,923,197,164
Fixed Maturity 2025 Bond Fund,2019-10-06,Saudi Arabian Oil Co.,183040,-424,473000828,226,785,767
European High Yield Bond Fund,2018-04-07,Mercedes-Benz Group AG,67042,-3174,863627049,199,818,681
Sustainable Retail Fund,2022-07-16,"PetroChina Co., Ltd.",418199,1399,125252035,470,748,170
Fixed Maturity 2027 Bond Fund,2019-06-04,"UnitedHealth Group, Inc.",726354,-2093,156208640,618,868,127
Target Maturity 2029 Bond Fund,2020-11-26,Bayerische Motoren Werke AG,223038,-2124,419088866,454,173,900
Fixed Maturity 2025 Bond Fund,2018-07-06,Intel Corp.,516655,2637,698604911,46,24,769
Community Savings Bond Fund,2017-12-20,Comcast Corp.,347074,1140,719666664,956,698,313
Equity Diversified Selection Fund,2018-09-16,"PetroChina Co., Ltd.",133656,316,770756672,712,806,619
Target Maturity 2029 Bond Fund,2021-06-26,TotalEnergies SE,860212,122,833340855,578,286,263
Global Cross Asset Fund,2021-10-31,"Taiwan Semiconductor Manufacturing Co., Ltd.",21189,87,460516088,859,890,152
Sustainable Retail Fund,2020-06-15,China Mobile Ltd.,768242,333,522073386,10,273,451
Sustainable Retail Fund,2020-09-21,"AbbVie, Inc.",375376,-4888,425117327,149,832,282
Target Maturity 2029 Bond Fund,2018-06-16,Gazprom PJSC,988364,-2436,230254509,769,754,507
Global Cross Asset Fund,2019-07-18,"AT&T, Inc.",606673,-1155,839924126,652,620,421
Global Cross Asset Fund,2017-10-22,Comcast Corp.,772395,-4963,565676926,994,815,149
Global Cross Asset Fund,2022-10-21,Gazprom PJSC,447775,4301,750583788,540,175,430
European High Yield Bond Fund,2018-06-14,Pfizer Inc.,691189,-2944,99388710,286,384,247
Fixed Maturity 2027 Bond Fund,2017-06-23,Tencent Holdings Ltd.,769039,-2154,222329539,547,415,628
Sustainable Retail Fund,2020-11-15,"PetroChina Co., Ltd.",498797,-3764,750469692,166,584,303
Global Short Term Credit Fund,2019-11-11,Pfizer Inc.,90601,4934,412770140,324,75,378
Sustainable Retail Fund,2017-09-25,"Taiwan Semiconductor Manufacturing Co., Ltd.",730620,-3775,750207349,742,973,718
International Fixed Duration Fund,2020-06-10,"AT&T, Inc.",41592,454,784373971,66,220,663
Target Maturity 2029 Bond Fund,2017-01-15,Mercedes-Benz Group AG,296697,450,314227931,946,715,348
Global Short Term Credit Fund,2022-12-02,Petróleo Brasileiro SA,871292,2628,738554900,605,607,665
Equity Diversified Selection Fund,2020-03-07,Bayerische Motoren Werke AG,123509,1504,762536373,303,748,783
Equity Diversified Selection Fund,2020-02-16,"PetroChina Co., Ltd.",501668,-3602,333644409,281,687,512
Global Cross Asset Fund,2019-07-25,"PetroChina Co., Ltd.",822571,4433,902965348,704,875,296
International Fixed Duration Fund,2018-01-05,Tencent Holdings Ltd.,816877,-4354,68576652,120,28,292
Global Cross Asset Fund,2022-10-01,"Taiwan Semiconductor Manufacturing Co., Ltd.",899373,-905,133385682,322,787,608
Fixed Maturity 2027 Bond Fund,2022-08-27,Sony Group Corp.,158591,-4344,431858295,368,725,463
Impact Credit Strategies Fund,2019-09-09,Sony Group Corp.,980976,-2752,237515853,251,461,938
Equity Diversified Selection Fund,2022-08-15,Shell Plc,449243,1908,244330856,422,165,260
Fixed Maturity 2027 Bond Fund,2020-06-08,Comcast Corp.,810331,-330,346734547,780,904,240
Equity Diversified Selection Fund,2022-08-26,"PetroChina Co., Ltd.",743099,-4954,201479249,968,991,285
Target Maturity 2029 Bond Fund,2020-03-24,Pfizer Inc.,924856,-1302,277996682,387,806,831
Target Maturity 2029 Bond Fund,2022-10-31,"Samsung Electronics Co., Ltd.",182306,-4920,965156926,756,995,410
Community Savings Bond Fund,2020-11-02,Mercedes-Benz Group AG,667300,-4473,858871187,952,969,685
International Fixed Duration Fund,2021-01-21,Sony Group Corp.,725641,-3123,572926319,525,723,530
Equity Diversified Selection Fund,2019-04-21,Tencent Holdings Ltd.,59734,1304,995345185,699,794,509
Fixed Maturity 2025 Bond Fund,2022-10-26,"Taiwan Semiconductor Manufacturing Co., Ltd.",455925,2121,682759074,768,261,172
Target Maturity 2029 Bond Fund,2019-07-05,"AT&T, Inc.",540029,1665,971389584,95,271,402
Global Cross Asset Fund,2018-08-18,Shell Plc,292446,-2231,410174377,541,882,227
European High Yield Bond Fund,2022-01-02,China Mobile Ltd.,127519,-1505,999164010,282,654,295
Equity Diversified Selection Fund,2018-03-29,Petróleo Brasileiro SA,505082,-3922,11090233,891,108,923
Impact Credit Strategies Fund,2017-02-14,China Mobile Ltd.,668148,-4153,595956369,939,820,545
Sustainable Retail Fund,2022-01-10,Deutsche Telekom AG,426424,54,592477921,449,424,430
Community Savings Bond Fund,2020-06-25,Tencent Holdings Ltd.,677874,-2926,660816596,809,883,185
Global Cross Asset Fund,2021-06-05,Bayerische Motoren Werke AG,915799,3444,10313664,976,563,616
Target Maturity 2029 Bond Fund,2017-10-15,Reliance Industries Ltd.,599085,-4211,683955693,504,271,339
Global Cross Asset Fund,2020-06-14,"Verizon Communications, Inc.",382084,3230,998620173,253,333,435
Sustainable Retail Fund,2018-02-23,TotalEnergies SE,606209,-2721,15585216,90,898,672
Global Short Term Credit Fund,2020-07-10,Petróleo Brasileiro SA,871704,3714,627031158,607,103,61
Fixed Maturity 2025 Bond Fund,2019-08-30,"UnitedHealth Group, Inc.",312873,-207,916586342,49,434,287
European High Yield Bond Fund,2018-10-22,"Samsung Electronics Co., Ltd.",316248,4214,371126007,721,208,455
Community Savings Bond Fund,2019-03-29,"AT&T, Inc.",795664,-4513,757568664,755,328,540
Target Maturity 2029 Bond Fund,2022-01-06,TotalEnergies SE,133807,-3169,893502777,400,859,268
Sustainable Retail Fund,2021-07-21,"AbbVie, Inc.",612152,-1704,10251578,702,177,720
International Fixed Duration Fund,2018-04-26,Deutsche Telekom AG,627714,-2875,336615168,840,344,567
Impact Credit Strategies Fund,2020-04-02,"Taiwan Semiconductor Manufacturing Co., Ltd.",419284,4061,243645342,61,902,745
Impact Credit Strategies Fund,2018-07-22,"AbbVie, Inc.",558132,4072,423813286,238,673,369
Equity Diversified Selection Fund,2019-09-07,Mercedes-Benz Group AG,831122,-4306,987177011,606,218,294
Equity Diversified Selection Fund,2021-03-21,Industrial & Commercial Bank of China Ltd.,257713,-4160,38747966,802,554,474
Fixed Maturity 2027 Bond Fund,2019-08-08,Comcast Corp.,113720,-1375,53735346,551,264,896
Equity Diversified Selection Fund,2020-10-14,Industrial & Commercial Bank of China Ltd.,402580,127,843938565,171,467,971
European High Yield Bond Fund,2021-04-28,Sony Group Corp.,836856,-959,875752614,674,805,93
Target Maturity 2029 Bond Fund,2019-10-03,"Samsung Electronics Co., Ltd.",820875,4564,186859028,503,292,873
Impact Credit Strategies Fund,2017-05-15,Comcast Corp.,180486,-2656,156390850,815,224,555
International Fixed Duration Fund,2022-09-08,Saudi Arabian Oil Co.,204092,-1690,623168128,23,449,328
European High Yield Bond Fund,2022-06-26,"Verizon Communications, Inc.",404329,3151,96095162,232,380,451
Impact Credit Strategies Fund,2018-05-25,Comcast Corp.,963977,4131,281061830,813,141,940
Equity Diversified Selection Fund,2019-08-12,"Samsung Electronics Co., Ltd.",969405,4803,134972591,474,233,989
Fixed Maturity 2027 Bond Fund,2019-01-17,Petróleo Brasileiro SA,675870,4036,646888433,202,808,362
European High Yield Bond Fund,2021-11-29,Mercedes-Benz Group AG,135528,-2338,447320426,666,96,260
Target Maturity 2029 Bond Fund,2017-02-01,Deutsche Telekom AG,21906,1132,129645020,405,902,591
Equity Diversified Selection Fund,2019-12-29,Saudi Arabian Oil Co.,282603,-4095,194237604,997,469,334
Community Savings Bond Fund,2018-11-01,Shell Plc,676515,1529,37855266,524,746,844
Community Savings Bond Fund,2022-02-22,"Verizon Communications, Inc.",463608,3863,937336318,11,398,980
Fixed Maturity 2027 Bond Fund,2017-12-28,"UnitedHealth Group, Inc.",394771,-2977,931464561,215,941,197
Fixed Maturity 2025 Bond Fund,2022-07-20,Tencent Holdings Ltd.,323176,-1637,491576637,759,195,921
Equity Diversified Selection Fund,2017-05-26,Saudi Arabian Oil Co.,657957,-4577,715273151,116,757,201
Global Short Term Credit Fund,2019-04-15,Petróleo Brasileiro SA,94946,1530,860624586,273,822,437
Fixed Maturity 2025 Bond Fund,2020-09-21,Saudi Arabian Oil Co.,647436,-57,602825531,386,160,977
International Fixed Duration Fund,2022-04-22,China Mobile Ltd.,440820,-388,435845209,695,671,339
Equity Diversified Selection Fund,2017-11-09,Gazprom PJSC,535816,488,694522804,843,766,105
European High Yield Bond Fund,2020-11-03,Mercedes-Benz Group AG,557971,-31,704212832,415,576,866
Global Cross Asset Fund,2022-10-24,"PetroChina Co., Ltd.",685958,4318,335494452,241,956,788
Target Maturity 2029 Bond Fund,2017-09-27,TotalEnergies SE,900970,-241,440805579,635,110,318
International Fixed Duration Fund,2021-11-10,Gazprom PJSC,519489,450,312756817,189,836,884
Fixed Maturity 2025 Bond Fund,2019-09-19,"AbbVie, Inc.",246443,-4676,184339173,966,216,951
Global Cross Asset Fund,2021-05-08,"UnitedHealth Group, Inc.",176467,1805,909233090,41,752,64
Impact Credit Strategies Fund,2021-01-25,Pfizer Inc.,694452,511,821730686,899,64,695
Global Cross Asset Fund,2020-07-07,Tencent Holdings Ltd.,912199,2131,234839939,955,902,835
Fixed Maturity 2025 Bond Fund,2021-09-13,China Mobile Ltd.,333975,1305,713045113,303,120,348
Global Cross Asset Fund,2022-10-28,Mercedes-Benz Group AG,580695,4414,861899147,171,406,596
Target Maturity 2029 Bond Fund,2018-08-13,"PetroChina Co., Ltd.",332007,1280,276826559,406,874,35
Global Cross Asset Fund,2017-07-07,"Samsung Electronics Co., Ltd.",679005,-533,546114126,751,811,876
Sustainable Retail Fund,2021-05-10,"UnitedHealth Group, Inc.",140356,3149,913424627,215,608,638
Fixed Maturity 2027 Bond Fund,2022-02-28,"AT&T, Inc.",490046,1859,667701251,243,863,772
Community Savings Bond Fund,2021-05-13,Shell Plc,549409,3949,294583846,886,142,379
Fixed Maturity 2027 Bond Fund,2017-02-10,"PetroChina Co., Ltd.",655809,-3216,640156020,115,652,964
Sustainable Retail Fund,2022-04-24,China Mobile Ltd.,273136,3024,513206706,201,949,939
Global Cross Asset Fund,2017-08-16,Gazprom PJSC,581358,-2948,354801087,691,903,740
International Fixed Duration Fund,2018-04-09,Comcast Corp.,12065,-1423,365663557,472,860,394
European High Yield Bond Fund,2018-01-04,Petróleo Brasileiro SA,438168,2346,338361273,434,362,568
Target Maturity 2029 Bond Fund,2019-03-11,Bayerische Motoren Werke AG,941260,1327,493814556,426,77,395
Global Cross Asset Fund,2021-05-29,Tencent Holdings Ltd.,511969,1362,961321497,190,880,963
Impact Credit Strategies Fund,2020-01-11,China Mobile Ltd.,922590,1107,580440669,162,788,958
Impact Credit Strategies Fund,2021-11-23,Reliance Industries Ltd.,190433,1854,274806773,355,708,410
Target Maturity 2029 Bond Fund,2021-10-28,Petróleo Brasileiro SA,471038,-79,231133193,837,567,581
Fixed Maturity 2025 Bond Fund,2017-12-30,"AbbVie, Inc.",614639,312,138981175,355,530,98
European High Yield Bond Fund,2018-01-19,Tencent Holdings Ltd.,282356,1236,642001553,809,709,602
Impact Credit Strategies Fund,2020-09-09,"Taiwan Semiconductor Manufacturing Co., Ltd.",931461,-4428,618657758,495,261,609
Global Short Term Credit Fund,2018-11-29,TotalEnergies SE,745582,4352,972512585,351,555,877
Fixed Maturity 2027 Bond Fund,2019-05-19,Gazprom PJSC,199362,165,371116355,68,548,499
Sustainable Retail Fund,2018-01-04,Reliance Industries Ltd.,696385,4430,192166855,562,328,750
Global Short Term Credit Fund,2017-09-24,Gazprom PJSC,611555,-489,208758833,685,250,908
Sustainable Retail Fund,2017-02-16,Sony Group Corp.,290042,-312,145972706,281,344,728
Community Savings Bond Fund,2020-06-18,"AbbVie, Inc.",945313,4145,908817208,44,807,366
Fixed Maturity 2027 Bond Fund,2019-09-11,"AbbVie, Inc.",817240,-1989,419280231,924,568,726
Impact Credit Strategies Fund,2017-10-05,TotalEnergies SE,700099,4972,772229149,990,373,133
European High Yield Bond Fund,2020-01-06,"PetroChina Co., Ltd.",698689,3312,633457209,352,34,858
Community Savings Bond Fund,2020-11-12,Shell Plc,75299,626,113224277,864,263,517
Fixed Maturity 2027 Bond Fund,2022-06-09,TotalEnergies SE,587088,-663,893913843,960,763,581
International Fixed Duration Fund,2019-10-10,Deutsche Telekom AG,634089,3366,228321767,144,311,524
Global Cross Asset Fund,2019-10-29,"PetroChina Co., Ltd.",829588,-4833,221868531,827,233,924
Global Short Term Credit Fund,2022-10-03,"Verizon Communications, Inc.",5280,3259,925393972,33,62,792
Equity Diversified Selection Fund,2022-09-21,Comcast Corp.,600689,-1084,334581152,111,945,778
International Fixed Duration Fund,2020-01-06,"Taiwan Semiconductor Manufacturing Co., Ltd.",147939,-292,625338411,233,644,940
Equity Diversified Selection Fund,2017-08-10,Intel Corp.,223134,-2375,795257318,434,754,177
Community Savings Bond Fund,2020-04-11,"PetroChina Co., Ltd.",878870,-4992,547115238,157,694,978
Global Short Term Credit Fund,2017-05-07,"PetroChina Co., Ltd.",771619,-1796,454171819,186,556,612
Community Savings Bond Fund,2018-01-07,Deutsche Telekom AG,636376,-2002,735448442,743,502,420
Global Short Term Credit Fund,2018-12-19,Sony Group Corp.,808169,1327,245621636,785,81,241
European High Yield Bond Fund,2020-07-27,China Mobile Ltd.,421662,653,768882575,725,855,211
Community Savings Bond Fund,2022-09-15,"Verizon Communications, Inc.",432832,-371,21531976,665,171,180
Community Savings Bond Fund,2022-04-25,"Samsung Electronics Co., Ltd.",477073,-3963,262843934,622,385,261
European High Yield Bond Fund,2019-01-21,TotalEnergies SE,679065,986,393648019,952,684,672
Global Cross Asset Fund,2021-01-12,China Mobile Ltd.,577113,-4318,182040913,90,286,738
Sustainable Retail Fund,2018-03-17,"Samsung Electronics Co., Ltd.",695834,-136,56079666,232,640,861
Global Cross Asset Fund,2022-08-25,Gazprom PJSC,141207,-236,319645519,75,610,820
Global Short Term Credit Fund,2021-08-31,Industrial & Commercial Bank of China Ltd.,402915,759,434614767,191,958,323
Fixed Maturity 2027 Bond Fund,2017-05-05,Bayerische Motoren Werke AG,752944,4038,497220429,708,695,703
International Fixed Duration Fund,2018-02-15,TotalEnergies SE,145824,3183,610462758,120,513,23
Fixed Maturity 2025 Bond Fund,2019-12-25,"UnitedHealth Group, Inc.",814251,-1277,47270031,428,303,573
Community Savings Bond Fund,2019-05-19,Mercedes-Benz Group AG,789200,3902,180874142,559,225,48
Sustainable Retail Fund,2022-01-24,"PetroChina Co., Ltd.",379822,1239,899900994,744,967,797
Fixed Maturity 2027 Bond Fund,2018-04-18,Gazprom PJSC,473193,-2493,256964867,581,737,594
Community Savings Bond Fund,2020-06-17,"Verizon Communications, Inc.",978333,3656,259031038,531,512,680
Community Savings Bond Fund,2021-08-21,Industrial & Commercial Bank of China Ltd.,171465,-4612,54060485,946,94,111
International Fixed Duration Fund,2022-03-05,Gazprom PJSC,668853,-3787,444070838,234,903,237
Community Savings Bond Fund,2018-05-21,Reliance Industries Ltd.,279904,146,658402149,295,949,566
Fixed Maturity 2027 Bond Fund,2020-07-04,TotalEnergies SE,747581,256,229597067,725,361,833
International Fixed Duration Fund,2018-06-29,Intel Corp.,775339,3042,443670611,438,450,176
Global Cross Asset Fund,2019-05-31,Shell Plc,968471,3880,67663002,356,558,408
Sustainable Retail Fund,2019-06-04,"Verizon Communications, Inc.",791091,-911,244558782,821,836,805
Global Cross Asset Fund,2017-06-25,Shell Plc,759162,584,878353060,488,924,513
International Fixed Duration Fund,2021-05-30,Pfizer Inc.,241604,-1776,427376004,172,808,289
Global Short Term Credit Fund,2020-07-21,"AbbVie, Inc.",361667,-3228,52849797,858,752,142
Target Maturity 2029 Bond Fund,2017-09-19,Shell Plc,555012,-2124,315934638,109,384,70
Fixed Maturity 2025 Bond Fund,2019-08-14,"PetroChina Co., Ltd.",904273,4748,313858250,74,874,170
Community Savings Bond Fund,2021-01-10,Reliance Industries Ltd.,98918,4228,439056422,811,386,354
Sustainable Retail Fund,2022-10-08,"AbbVie, Inc.",884149,-1796,161074355,193,431,183
Fixed Maturity 2027 Bond Fund,2020-03-18,Intel Corp.,367718,-1872,84255074,32,944,22
Global Cross Asset Fund,2022-04-24,Deutsche Telekom AG,106396,2780,575086033,595,113,265
Equity Diversified Selection Fund,2021-09-29,Industrial & Commercial Bank of China Ltd.,203299,-4281,345632249,918,552,468
Global Cross Asset Fund,2019-05-25,Intel Corp.,380384,-676,650051340,98,345,96
Impact Credit Strategies Fund,2019-11-21,TotalEnergies SE,735781,-3236,443729668,69,449,416
Fixed Maturity 2027 Bond Fund,2022-04-21,Reliance Industries Ltd.,483415,-2,202603016,177,52,731
International Fixed Duration Fund,2019-02-21,Tencent Holdings Ltd.,270248,-1627,229853296,236,751,699
Fixed Maturity 2027 Bond Fund,2019-09-04,Reliance Industries Ltd.,616846,-728,905618431,616,231,273
Equity Diversified Selection Fund,2022-10-06,Deutsche Telekom AG,236121,-3849,820966366,590,624,335
Global Short Term Credit Fund,2018-05-02,Sony Group Corp.,280374,-581,954396136,106,127,512
Target Maturity 2029 Bond Fund,2018-04-03,Sony Group Corp.,221273,-606,180177711,33,415,688
International Fixed Duration Fund,2022-01-03,TotalEnergies SE,141259,-547,848559273,81,140,176
Fixed Maturity 2027 Bond Fund,2022-10-05,Sony Group Corp.,232668,-192,187695469,655,58,329
Impact Credit Strategies Fund,2021-07-16,Sony Group Corp.,769804,-1,61117929,119,710,719
Impact Credit Strategies Fund,2019-05-13,Petróleo Brasileiro SA,673818,-1118,96344851,527,651,916
Fixed Maturity 2025 Bond Fund,2020-08-14,"AbbVie, Inc.",929500,3301,128554880,786,893,50
Global Short Term Credit Fund,2021-02-25,Tencent Holdings Ltd.,981507,-1278,794484080,779,70,389
Target Maturity 2029 Bond Fund,2018-04-18,"AT&T, Inc.",284351,-3498,208626881,508,272,220
Sustainable Retail Fund,2017-10-04,"UnitedHealth Group, Inc.",24134,-2078,355991937,344,222,454
Fixed Maturity 2027 Bond Fund,2019-04-17,"AbbVie, Inc.",37364,-3717,425427187,421,195,235
Target Maturity 2029 Bond Fund,2020-11-12,Intel Corp.,992657,-3031,997167506,305,670,591
Global Cross Asset Fund,2018-05-14,Industrial & Commercial Bank of China Ltd.,549422,-4549,196285529,897,861,748
Community Savings Bond Fund,2017-09-02,"UnitedHealth Group, Inc.",218787,-2121,830468724,259,689,389
Impact Credit Strategies Fund,2020-04-21,Reliance Industries Ltd.,299751,3868,854248476,197,835,482
International Fixed Duration Fund,2018-03-26,"Verizon Communications, Inc.",906409,-2579,933652482,333,634,867
Community Savings Bond Fund,2019-11-27,"AbbVie, Inc.",367461,-3071,96083217,566,398,366
International Fixed Duration Fund,2022-09-26,China Mobile Ltd.,36873,509,982352552,928,960,707
Global Cross Asset Fund,2020-10-14,Petróleo Brasileiro SA,415066,416,660399682,879,826,359
Sustainable Retail Fund,2018-01-08,"PetroChina Co., Ltd.",996456,2249,876230475,647,229,181
Fixed Maturity 2025 Bond Fund,2021-11-05,"UnitedHealth Group, Inc.",659086,-4931,386333468,631,984,680
Global Short Term Credit Fund,2018-06-07,TotalEnergies SE,116127,-3339,104387413,815,591,155
Sustainable Retail Fund,2018-01-27,Bayerische Motoren Werke AG,553150,2076,205435629,189,480,716
Global Cross Asset Fund,2018-10-24,TotalEnergies SE,874053,4764,200744042,329,876,797
Sustainable Retail Fund,2017-05-07,"PetroChina Co., Ltd.",505036,-1770,236416032,632,77,737
Impact Credit Strategies Fund,2022-05-20,"PetroChina Co., Ltd.",381973,2521,879117635,450,438,833
Impact Credit Strategies Fund,2022-09-09,TotalEnergies SE,870275,251,530746360,843,87,645
Community Savings Bond Fund,2018-04-04,Petróleo Brasileiro SA,164297,-4957,115499726,848,798,295
Global Cross Asset Fund,2018-01-06,Mercedes-Benz Group AG,630482,-3953,798638235,484,213,333
Impact Credit Strategies Fund,2019-07-26,Saudi Arabian Oil Co.,507216,-2912,494656318,596,296,630
Community Savings Bond Fund,2022-10-04,Petróleo Brasileiro SA,479077,-2045,577762313,434,799,821
Equity Diversified Selection Fund,2019-10-24,Petróleo Brasileiro SA,67068,2491,129934365,427,870,196
Fixed Maturity 2027 Bond Fund,2019-02-21,Deutsche Telekom AG,62758,943,697887257,832,769,850
Community Savings Bond Fund,2020-11-30,Saudi Arabian Oil Co.,306585,3835,161617118,106,45,246
Community Savings Bond Fund,2020-03-05,"Taiwan Semiconductor Manufacturing Co., Ltd.",800893,4306,431894195,638,167,294
Target Maturity 2029 Bond Fund,2021-05-09,Deutsche Telekom AG,246995,2737,539681521,903,909,716
European High Yield Bond Fund,2020-10-18,Mercedes-Benz Group AG,684424,-473,158142786,862,229,640
Sustainable Retail Fund,2020-08-28,Industrial & Commercial Bank of China Ltd.,356971,-4748,814940752,464,824,478
Impact Credit Strategies Fund,2020-06-10,"Samsung Electronics Co., Ltd.",945527,4777,880876300,780,176,968
Equity Diversified Selection Fund,2017-12-19,Comcast Corp.,764634,-801,304750943,391,224,709
European High Yield Bond Fund,2017-05-31,Tencent Holdings Ltd.,178727,-716,249344715,980,135,860
Fixed Maturity 2025 Bond Fund,2019-02-03,"AbbVie, Inc.",776513,-3893,120482039,953,150,196
International Fixed Duration Fund,2019-10-28,"Verizon Communications, Inc.",54712,3729,964076038,912,529,841
European High Yield Bond Fund,2022-06-14,Sony Group Corp.,630067,232,14776788,58,849,496
Community Savings Bond Fund,2021-09-19,"PetroChina Co., Ltd.",428797,-1862,30831158,307,676,568
Fixed Maturity 2025 Bond Fund,2021-03-14,Sony Group Corp.,130921,-1830,45239328,983,506,605
International Fixed Duration Fund,2018-12-14,"AbbVie, Inc.",158336,4070,871087151,192,483,770
Fixed Maturity 2025 Bond Fund,2022-10-27,Pfizer Inc.,493000,-1351,742448349,259,18,485
Equity Diversified Selection Fund,2022-04-24,"Taiwan Semiconductor Manufacturing Co., Ltd.",323994,-3841,857428170,708,396,426
Fixed Maturity 2025 Bond Fund,2020-08-22,Saudi Arabian Oil Co.,815591,-2127,906422274,842,490,807
European High Yield Bond Fund,2020-12-28,Saudi Arabian Oil Co.,770447,595,875965001,559,104,783
Equity Diversified Selection Fund,2020-05-18,Intel Corp.,983245,-3925,806094171,319,455,372
European High Yield Bond Fund,2018-04-13,"Verizon Communications, Inc.",723347,158,675189987,791,209,792
International Fixed Duration Fund,2019-09-18,"Taiwan Semiconductor Manufacturing Co., Ltd.",16244,737,362976691,225,65,665
Fixed Maturity 2025 Bond Fund,2019-02-05,Deutsche Telekom AG,709222,659,124978154,955,53,425
Impact Credit Strategies Fund,2019-04-18,"Verizon Communications, Inc.",940789,-3234,45377297,718,225,562
Target Maturity 2029 Bond Fund,2021-12-15,"AT&T, Inc.",665603,778,58718258,613,758,409
Global Cross Asset Fund,2019-09-24,"AbbVie, Inc.",967438,-2963,821869116,443,417,937
Equity Diversified Selection Fund,2017-10-04,Mercedes-Benz Group AG,923454,-2213,610579229,93,875,276
Equity Diversified Selection Fund,2020-11-05,Shell Plc,56717,-4493,253786419,395,345,671
Impact Credit Strategies Fund,2021-09-22,Bayerische Motoren Werke AG,670431,-3597,944359777,484,500,696
Impact Credit Strategies Fund,2019-09-11,"AbbVie, Inc.",36739,-588,52585402,985,224,739
Sustainable Retail Fund,2018-02-05,Deutsche Telekom AG,954881,-2613,147325035,549,991,709
Target Maturity 2029 Bond Fund,2017-11-13,Mercedes-Benz Group AG,172526,3735,186777381,385,289,338
Global Short Term Credit Fund,2020-05-23,"Samsung Electronics Co., Ltd.",103474,-2436,845043460,728,552,659
