FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Fixed Maturity 2027 Bond Fund,2019-01-23,Ford Motor Co.,508794,-9395,187756186.38,800.6,426.37,321.04
Target Maturity 2029 Bond Fund,2018-10-25,"Amazon.com, Inc.",350790,-5940,428018076.07,591.24,629.47,920.22
Global Cross Asset Fund,2019-12-25,Johnson & Johnson,675152,-2922,134339273.13,975.71,35.4,452.58
Sustainable Retail Fund,2017-09-04,"Beyond Meat, Inc.",542059,4494,89888869.21,899.26,909.03,826.64
Global Cross Asset Fund,2018-09-10,"Berkshire Hathaway, Inc.",81536,4979,231470670.46,231.52,34.07,202.45
Subordinated Financials Fund,2018-12-11,Morgan Stanley,950162,-9044,240469883.23,940.17,282.78,704.54
Sustainable Retail Fund,2021-05-13,"Tesla, Inc.",364526,-9662,206532603.89,652.4,136.35,274.04
Subordinated Financials Fund,2020-09-14,Citigroup Inc.,185203,-373,152751227.02,527.98,922.47,899.69
Sustainable Retail Fund,2020-04-07,"Tesla, Inc.",892333,1632,433777892.79,737.32,349.73,324.15
Target Maturity 2029 Bond Fund,2021-02-14,Microsoft Corp.,206024,-5812,183348549.41,188.13,410.79,501.4
Sustainable Retail Fund,2019-12-28,"Beyond Meat, Inc.",141850,9492,17829272.53,419.78,814.22,251.44
Subordinated Financials Fund,2018-01-06,Morgan Stanley,310631,3581,288064173.71,233.49,370.36,837.03
Equity Diversified Selection Fund,2021-05-17,"Facebook, Inc.",984133,-7511,164796514.35,913.62,374.36,681.09
Global Short Term Credit Fund,2019-04-25,Bank of America Corp.,999922,-7863,433412152.38,312.96,524.84,432.79
Subordinated Financials Fund,2020-03-28,Citigroup Inc.,351155,-5229,418477058.06,259.04,862.14,957.98
Community Savings Bond Fund,2022-02-24,Nestlé SA,530945,1632,326885462.59,183.88,102.98,970.76
Global Short Term Credit Fund,2019-07-29,JPMorgan Chase & Co.,196386,4181,365883818.01,15.68,424.71,56.48
Sustainable Retail Fund,2022-10-02,"Tesla, Inc.",788902,-2235,77368074.72,307.61,675.18,399.01
Impact Credit Strategies Fund,2022-02-16,"First Solar, Inc.",968584,-7891,207494210.35,467.35,326.52,969.4
Subordinated Financials Fund,2017-04-02,Citigroup Inc.,86393,-1791,130705804.62,247.55,697.79,468.73
Global Short Term Credit Fund,2018-05-06,HSBC Holdings Plc,669504,-4396,277774099.52,535.02,158.85,760.32
Global Cross Asset Fund,2022-04-24,Johnson & Johnson,55800,7947,84396584.07,893.95,467.98,506.74
Fixed Maturity 2025 Bond Fund,2021-09-30,BP Plc,798402,2859,40993578.76,144.28,933.76,474.08
Target Maturity 2029 Bond Fund,2021-04-20,Microsoft Corp.,15373,-9390,49817873.66,849.02,659.79,321.14
Sustainable Retail Fund,2021-04-27,"Beyond Meat, Inc.",856189,-9081,297306785.17,683.7,280.82,636.32
Global Short Term Credit Fund,2019-05-07,Bank of America Corp.,204457,-7646,189227549.99,375.01,550.49,21.85
Global Short Term Credit Fund,2019-01-24,JPMorgan Chase & Co.,552265,-5507,37328127.27,53.0,17.43,852.48
Global Short Term Credit Fund,2020-10-19,HSBC Holdings Plc,167211,1439,191551850.74,136.62,516.4,791.79
Target Maturity 2029 Bond Fund,2018-07-19,"Apple, Inc.",184897,5703,243528026.54,862.25,980.83,109.34
Sustainable Retail Fund,2017-10-29,"The Hain Celestial Group, Inc.",736082,-4564,280313179.31,599.53,614.27,232.38
Community Savings Bond Fund,2019-08-27,Nestlé SA,560342,4929,170327345.63,299.9,194.82,623.44
Subordinated Financials Fund,2022-03-08,Morgan Stanley,201258,6439,322534332.33,843.13,415.17,758.07
Impact Credit Strategies Fund,2018-07-10,"SolarEdge Technologies, Inc.",2996,-7250,243536059.69,395.28,581.67,539.76
Impact Credit Strategies Fund,2018-01-16,Vestas Wind Systems A/S,829420,4388,207175008.41,533.75,153.36,407.35
Fixed Maturity 2027 Bond Fund,2021-12-18,Ford Motor Co.,939189,-6530,200928116.74,203.78,616.81,749.27
Community Savings Bond Fund,2019-08-28,"Walmart, Inc.",4790,-4374,122770360.32,726.79,969.86,735.28
Impact Credit Strategies Fund,2018-06-10,Vestas Wind Systems A/S,553923,-8211,346999889.83,754.49,813.03,158.26
Equity Diversified Selection Fund,2018-02-14,"Facebook, Inc.",992208,9177,376636554.75,529.11,544.13,439.4
Fixed Maturity 2025 Bond Fund,2019-06-19,Exxon Mobil Corp.,919568,-5120,291703446.38,84.73,759.1,362.3
Sustainable Retail Fund,2022-05-02,"Tesla, Inc.",531046,5613,380027576.37,612.66,934.25,769.33
Fixed Maturity 2025 Bond Fund,2021-11-10,Exxon Mobil Corp.,518277,-4577,456584216.75,173.8,445.84,191.55
Community Savings Bond Fund,2018-01-24,Nestlé SA,891386,8064,218342688.59,175.88,816.96,873.84
Sustainable Retail Fund,2020-12-11,"Tesla, Inc.",326472,9892,416413448.35,157.7,121.88,968.73
Global Cross Asset Fund,2017-02-28,"Berkshire Hathaway, Inc.",581841,-4866,316287025.57,869.1,860.11,610.81
Sustainable Retail Fund,2021-10-16,"Beyond Meat, Inc.",14849,-8850,103885484.18,627.0,734.91,74.08
Global Cross Asset Fund,2019-01-16,"Berkshire Hathaway, Inc.",929237,-8631,439066255.59,867.38,941.64,487.07
Target Maturity 2029 Bond Fund,2021-06-13,"Apple, Inc.",961538,-1293,356735752.24,808.28,441.68,977.99
Global Cross Asset Fund,2018-07-06,"Berkshire Hathaway, Inc.",903606,-9596,464828356.02,297.24,342.98,209.04
Sustainable Retail Fund,2018-09-20,"Beyond Meat, Inc.",805993,-3798,470578189.75,397.17,454.01,293.2
Impact Credit Strategies Fund,2021-04-08,Vestas Wind Systems A/S,195362,-5011,87757722.44,685.3,261.36,298.2
Sustainable Retail Fund,2020-03-14,"Tesla, Inc.",331308,3929,168093338.14,612.07,113.51,630.96
Fixed Maturity 2025 Bond Fund,2018-01-16,BP Plc,223818,3956,3952493.75,744.72,833.95,182.55
Target Maturity 2029 Bond Fund,2020-05-15,"Apple, Inc.",55453,518,255994330.66,414.87,693.61,540.61
Equity Diversified Selection Fund,2022-05-28,Google LLC,326933,7924,279992168.27,128.86,60.94,32.34
Impact Credit Strategies Fund,2018-09-11,Vestas Wind Systems A/S,292414,1782,445728031.91,537.33,527.37,67.83
Community Savings Bond Fund,2019-07-15,Procter & Gamble Co.,825664,6890,224286371.89,376.35,298.37,392.13
International Fixed Duration Fund,2020-04-19,AXA SA,385447,673,178986841.21,664.4,321.06,177.54
Impact Credit Strategies Fund,2021-12-29,"SolarEdge Technologies, Inc.",647077,-7031,366407845.43,845.43,242.31,188.76
Sustainable Retail Fund,2017-10-20,"Tesla, Inc.",123919,657,280057461.11,461.5,297.04,17.5
Fixed Maturity 2027 Bond Fund,2022-02-24,Volkswagen AG,966691,-3823,204815579.5,183.68,227.46,698.19
Sustainable Retail Fund,2021-09-21,"Tesla, Inc.",885541,3243,426153580.5,117.95,336.79,995.57
Sustainable Retail Fund,2019-06-19,"Tesla, Inc.",844830,2568,222633555.71,415.32,944.91,991.52
Equity Diversified Selection Fund,2017-11-22,"Facebook, Inc.",347636,-1787,39973995.01,265.99,864.53,796.87
Community Savings Bond Fund,2022-03-09,Nestlé SA,416849,4760,118513057.7,897.69,163.71,272.52
Fixed Maturity 2027 Bond Fund,2017-04-22,Ford Motor Co.,561888,9407,426130389.6,739.82,50.81,354.73
Fixed Maturity 2027 Bond Fund,2021-10-09,Toyota Motor Corp.,821297,3301,104645306.02,616.98,663.02,862.18
Impact Credit Strategies Fund,2017-09-14,"SolarEdge Technologies, Inc.",896915,-7897,124677127.25,633.6,215.24,800.55
Global Short Term Credit Fund,2021-02-24,Bank of America Corp.,622425,7229,256021580.65,191.6,784.11,875.89
International Fixed Duration Fund,2021-08-23,Ping An Insurance (Group) Co. of China Ltd.,272448,-10,221908856.46,814.69,10.53,916.37
Sustainable Retail Fund,2022-07-13,"Beyond Meat, Inc.",587674,-9009,439831259.59,260.12,76.43,789.96
Equity Diversified Selection Fund,2022-06-13,Google LLC,865700,-3078,275609515.69,628.18,333.56,268.72
International Fixed Duration Fund,2017-05-17,Allianz SE,561928,6529,168767956.23,940.94,959.13,937.64
Community Savings Bond Fund,2018-12-01,Nestlé SA,224030,6952,251412874.75,476.7,333.79,970.87
Sustainable Retail Fund,2020-12-19,"The Hain Celestial Group, Inc.",643912,4786,384888460.14,523.25,832.61,810.75
Target Maturity 2029 Bond Fund,2020-12-06,Microsoft Corp.,573339,3141,497924272.7,692.29,954.68,714.08
Target Maturity 2029 Bond Fund,2021-07-17,"Apple, Inc.",240092,-3861,255586797.65,649.39,798.02,137.34
Subordinated Financials Fund,2017-02-22,"Goldman Sachs Group, Inc.",743125,3293,129998500.52,318.46,984.89,346.7
Impact Credit Strategies Fund,2022-07-04,"First Solar, Inc.",23335,-9850,42450388.24,885.6,441.93,815.43
Equity Diversified Selection Fund,2021-03-17,"Netflix, Inc.",647797,9574,382217006.89,745.49,687.79,934.62
Sustainable Retail Fund,2020-06-19,"The Hain Celestial Group, Inc.",42630,496,138246536.3,106.84,579.77,973.89
Fixed Maturity 2025 Bond Fund,2020-04-27,Exxon Mobil Corp.,652450,-22,299913678.18,410.67,996.02,355.43
Sustainable Retail Fund,2021-06-24,"Beyond Meat, Inc.",949138,5591,335304129.4,202.9,657.64,731.34
Equity Diversified Selection Fund,2019-07-18,"Facebook, Inc.",508464,4571,269748537.52,71.59,790.76,430.97
Subordinated Financials Fund,2020-06-02,Morgan Stanley,793122,9123,61375447.82,602.68,183.84,31.32
International Fixed Duration Fund,2018-08-10,Ping An Insurance (Group) Co. of China Ltd.,187876,7734,412631879.17,974.41,25.57,299.58
Fixed Maturity 2025 Bond Fund,2018-01-06,Chevron Corp.,312406,3503,208370521.8,861.08,547.93,715.83
International Fixed Duration Fund,2019-12-23,AXA SA,431984,-7176,145919297.58,813.07,653.44,116.59
Community Savings Bond Fund,2020-10-07,Procter & Gamble Co.,228312,-5986,454033478.06,818.17,347.44,391.59
Target Maturity 2029 Bond Fund,2017-03-23,"Apple, Inc.",562797,6837,274886440.61,124.57,308.37,598.71
Community Savings Bond Fund,2018-06-04,Nestlé SA,35577,8106,158092010.17,366.16,661.96,155.75
Fixed Maturity 2025 Bond Fund,2022-07-27,Exxon Mobil Corp.,88858,5940,207408178.21,591.12,629.05,779.95
Community Savings Bond Fund,2022-12-12,Procter & Gamble Co.,875796,-6824,229200281.26,148.34,887.69,530.45
Community Savings Bond Fund,2022-03-09,Nestlé SA,251702,9321,119338760.47,689.64,289.87,707.73
Fixed Maturity 2025 Bond Fund,2020-10-05,Exxon Mobil Corp.,777179,1576,164574343.46,974.04,515.85,948.23
Global Cross Asset Fund,2017-03-25,"Berkshire Hathaway, Inc.",151299,-7500,25803673.32,109.74,80.25,342.32
Target Maturity 2029 Bond Fund,2020-12-02,Microsoft Corp.,443128,-7703,25171122.93,563.84,478.75,669.24
Global Short Term Credit Fund,2020-02-01,JPMorgan Chase & Co.,460132,-1964,303564315.05,617.21,386.04,605.85
Global Short Term Credit Fund,2017-08-23,Bank of America Corp.,268444,2752,276333242.38,138.92,375.9,765.39
Subordinated Financials Fund,2022-07-08,"Goldman Sachs Group, Inc.",977118,731,386298919.2,794.85,20.35,865.14
Global Short Term Credit Fund,2020-05-23,Bank of America Corp.,12358,-7773,310269594.56,434.63,565.95,155.55
Global Cross Asset Fund,2018-11-25,"Berkshire Hathaway, Inc.",644229,3145,235239041.66,559.0,310.59,276.28
Community Savings Bond Fund,2019-12-27,Procter & Gamble Co.,123373,2025,438456856.73,931.28,22.93,385.54
Fixed Maturity 2027 Bond Fund,2021-07-09,Toyota Motor Corp.,306996,5639,19505454.99,352.87,241.76,903.25
Impact Credit Strategies Fund,2018-01-21,"SolarEdge Technologies, Inc.",548303,-598,69123485.38,424.89,916.97,648.13
Subordinated Financials Fund,2019-12-09,Morgan Stanley,491169,3527,259412146.35,717.2,194.98,242.76
Community Savings Bond Fund,2019-06-13,"Walmart, Inc.",86396,846,423667759.54,467.91,417.18,267.77
Subordinated Financials Fund,2021-11-13,"Goldman Sachs Group, Inc.",642063,-9811,358469418.34,131.04,636.76,672.02
International Fixed Duration Fund,2018-11-27,Allianz SE,343824,-9340,333570555.86,302.2,283.16,17.98
Fixed Maturity 2027 Bond Fund,2020-08-23,Toyota Motor Corp.,438724,-1185,186634347.52,196.83,339.65,186.06
Global Cross Asset Fund,2020-01-23,"Berkshire Hathaway, Inc.",333494,-8144,126291629.81,777.03,485.55,576.94
Target Maturity 2029 Bond Fund,2019-11-11,"Amazon.com, Inc.",30536,7541,413833211.25,912.8,574.04,523.14
Fixed Maturity 2027 Bond Fund,2017-12-30,Toyota Motor Corp.,632335,49,48485710.07,379.92,64.07,135.47
Fixed Maturity 2025 Bond Fund,2019-05-14,Exxon Mobil Corp.,647654,-4437,179187441.99,906.99,235.4,28.74
Target Maturity 2029 Bond Fund,2021-04-26,"Amazon.com, Inc.",846656,-7338,55173339.01,311.17,454.65,98.41
Equity Diversified Selection Fund,2017-08-16,"Facebook, Inc.",104743,-4317,231031752.93,194.21,982.91,949.85
Fixed Maturity 2027 Bond Fund,2022-06-28,Volkswagen AG,156312,735,316276423.64,176.58,947.16,286.67
International Fixed Duration Fund,2022-08-10,Allianz SE,645941,-1243,307148063.06,130.83,483.75,745.11
Equity Diversified Selection Fund,2018-11-10,"Netflix, Inc.",267908,-5239,203642257.57,680.34,106.35,150.21
Fixed Maturity 2025 Bond Fund,2017-10-17,BP Plc,673763,5768,291611305.23,746.92,33.25,207.9
Global Cross Asset Fund,2020-05-12,Johnson & Johnson,769246,2146,105529147.41,849.68,102.88,707.67
Fixed Maturity 2025 Bond Fund,2020-06-18,Exxon Mobil Corp.,111787,9359,438502275.09,877.13,67.0,186.6
International Fixed Duration Fund,2018-03-29,Ping An Insurance (Group) Co. of China Ltd.,248429,8109,177028120.33,500.62,833.56,18.22
Fixed Maturity 2027 Bond Fund,2019-02-09,Ford Motor Co.,60425,-236,69305073.39,465.33,42.42,87.7
Sustainable Retail Fund,2017-06-13,"Tesla, Inc.",995865,-5753,20976319.23,15.67,628.57,185.18
Fixed Maturity 2025 Bond Fund,2022-05-10,Chevron Corp.,66136,638,263810621.22,619.4,305.66,473.88
Equity Diversified Selection Fund,2020-07-01,"Netflix, Inc.",591082,7359,458677730.36,266.17,289.59,175.94
International Fixed Duration Fund,2019-03-09,AXA SA,364022,-9590,431392325.12,256.95,239.17,352.02
Equity Diversified Selection Fund,2020-07-04,"Facebook, Inc.",520678,-7287,368890027.33,155.54,868.55,892.95
Global Short Term Credit Fund,2022-03-07,HSBC Holdings Plc,369888,-8830,145948979.49,969.06,423.81,191.5
International Fixed Duration Fund,2020-07-15,Allianz SE,767924,-7677,111987657.46,901.22,182.92,944.04
Impact Credit Strategies Fund,2020-03-28,"First Solar, Inc.",673748,-8887,181134001.32,909.34,252.23,152.99
Global Cross Asset Fund,2018-07-23,"Berkshire Hathaway, Inc.",400480,-1200,38126378.23,434.07,388.57,256.74
Target Maturity 2029 Bond Fund,2017-09-28,"Apple, Inc.",815256,3620,88771717.66,392.89,596.4,39.67
Equity Diversified Selection Fund,2019-04-20,"Facebook, Inc.",845317,-8227,70787716.42,769.97,464.66,678.68
Fixed Maturity 2027 Bond Fund,2022-01-23,Ford Motor Co.,481393,4979,416511861.91,869.6,399.31,334.19
International Fixed Duration Fund,2021-03-18,AXA SA,210455,1056,188516712.03,190.85,291.1,642.12
Community Savings Bond Fund,2022-04-09,Nestlé SA,571007,-4224,442033273.12,575.09,936.14,324.42
Subordinated Financials Fund,2018-05-12,Morgan Stanley,905275,663,205972965.23,512.25,907.14,166.63
International Fixed Duration Fund,2021-12-16,Ping An Insurance (Group) Co. of China Ltd.,851795,8148,490059134.39,917.6,559.99,553.15
International Fixed Duration Fund,2020-03-14,AXA SA,11106,-5149,267268415.09,716.23,279.6,392.55
Target Maturity 2029 Bond Fund,2021-10-01,Microsoft Corp.,26852,697,331245107.62,215.96,363.33,951.59
Community Savings Bond Fund,2022-02-23,"Walmart, Inc.",277729,5907,411821020.98,841.15,413.89,555.83
Target Maturity 2029 Bond Fund,2019-02-18,"Amazon.com, Inc.",697409,-3872,466525433.48,840.09,32.88,94.54
Sustainable Retail Fund,2022-10-28,"The Hain Celestial Group, Inc.",712585,-3534,265005405.98,385.81,962.53,161.49
Fixed Maturity 2027 Bond Fund,2020-03-29,Volkswagen AG,688544,5333,42945030.7,369.1,676.94,931.82
Global Cross Asset Fund,2021-07-05,Johnson & Johnson,796478,-2053,366293441.23,272.01,284.58,644.24
Sustainable Retail Fund,2020-12-11,"Tesla, Inc.",589080,2843,373096824.01,465.87,721.03,27.43
Target Maturity 2029 Bond Fund,2021-04-24,"Amazon.com, Inc.",435014,2661,29919636.46,519.08,746.17,589.34
Global Cross Asset Fund,2022-04-29,Alibaba Group Holding Ltd.,372360,-4050,36405570.73,499.24,817.84,158.47
International Fixed Duration Fund,2021-09-12,AXA SA,830010,-8371,30613882.55,748.9,182.71,380.42
Target Maturity 2029 Bond Fund,2018-08-13,"Apple, Inc.",864676,-1311,313507135.59,164.45,468.61,305.27
Impact Credit Strategies Fund,2021-07-28,Vestas Wind Systems A/S,360494,3979,185893461.67,674.69,255.66,986.41
Fixed Maturity 2027 Bond Fund,2017-12-06,Volkswagen AG,680600,-7642,139890724.61,766.42,674.61,388.31
Sustainable Retail Fund,2021-08-28,"Tesla, Inc.",74181,4061,159644351.66,16.13,791.02,135.65
Subordinated Financials Fund,2022-03-29,"Goldman Sachs Group, Inc.",654149,-8937,433944945.08,877.19,887.89,693.47
Fixed Maturity 2025 Bond Fund,2017-07-13,BP Plc,510562,-509,161701948.09,955.17,184.42,959.04
Sustainable Retail Fund,2018-10-14,"The Hain Celestial Group, Inc.",244016,4444,474761647.91,533.94,394.15,836.17
Global Short Term Credit Fund,2019-08-08,HSBC Holdings Plc,547044,140,316498978.89,706.65,977.58,908.22
Subordinated Financials Fund,2021-12-09,"Goldman Sachs Group, Inc.",39618,-6018,50288144.46,306.42,458.36,1000.0
Global Cross Asset Fund,2022-10-03,Alibaba Group Holding Ltd.,853991,-1210,362870300.83,565.08,582.35,491.41
Sustainable Retail Fund,2017-07-15,"The Hain Celestial Group, Inc.",72572,-2758,108868130.63,379.5,940.94,168.33
Community Savings Bond Fund,2022-12-04,Procter & Gamble Co.,162261,4723,215113379.92,429.24,948.82,92.69
Impact Credit Strategies Fund,2021-04-28,Vestas Wind Systems A/S,588124,-203,10308050.15,714.54,492.48,698.75
Community Savings Bond Fund,2021-10-30,"Walmart, Inc.",944109,2317,225764980.2,682.58,491.98,254.09
Target Maturity 2029 Bond Fund,2019-04-11,"Apple, Inc.",355346,-8472,399173638.48,620.3,413.57,897.36
Global Cross Asset Fund,2017-10-20,Johnson & Johnson,986321,-2761,251325697.47,335.59,722.4,303.27
Subordinated Financials Fund,2022-06-18,Citigroup Inc.,781968,1338,291721875.68,812.69,704.53,778.39
Fixed Maturity 2027 Bond Fund,2022-04-10,Volkswagen AG,151287,-2264,85844767.43,216.2,544.94,488.94
Fixed Maturity 2027 Bond Fund,2021-03-06,Toyota Motor Corp.,942139,5570,359456783.74,192.61,538.66,146.09
Subordinated Financials Fund,2022-12-14,Citigroup Inc.,228510,4931,453123589.05,539.3,269.73,763.63
Impact Credit Strategies Fund,2021-07-03,Vestas Wind Systems A/S,521078,3444,430477928.24,549.64,690.82,570.68
Impact Credit Strategies Fund,2021-11-15,Vestas Wind Systems A/S,590797,-8368,388474063.81,20.8,203.63,206.56
Target Maturity 2029 Bond Fund,2019-04-02,"Apple, Inc.",299870,9846,64348718.55,496.97,377.13,805.58
Subordinated Financials Fund,2022-08-21,Morgan Stanley,377135,964,48664262.91,880.62,649.13,209.32
Community Savings Bond Fund,2020-03-17,Nestlé SA,98055,3758,484835665.47,340.92,951.69,275.55
Target Maturity 2029 Bond Fund,2017-11-13,"Amazon.com, Inc.",603249,5513,192443140.95,29.05,406.39,342.52
Equity Diversified Selection Fund,2019-12-17,"Facebook, Inc.",983026,-2036,211402860.08,664.49,86.89,514.92
Global Short Term Credit Fund,2018-09-29,Bank of America Corp.,932986,-4294,311154163.86,96.06,725.37,679.05
Subordinated Financials Fund,2018-07-30,Morgan Stanley,437242,3194,366577773.73,121.14,72.45,596.5
Fixed Maturity 2025 Bond Fund,2018-01-07,Chevron Corp.,20244,-1226,454892227.27,402.71,134.44,726.14
Subordinated Financials Fund,2017-11-09,Morgan Stanley,771642,4680,353250489.58,212.11,385.94,124.49
Impact Credit Strategies Fund,2017-05-13,"First Solar, Inc.",763069,-5287,386632279.93,703.37,605.78,752.06
Global Short Term Credit Fund,2022-05-06,JPMorgan Chase & Co.,655536,-4968,430473922.94,438.65,967.58,672.58
Global Short Term Credit Fund,2019-07-31,JPMorgan Chase & Co.,123418,-4846,220427685.66,318.07,928.41,391.59
Sustainable Retail Fund,2020-01-06,"The Hain Celestial Group, Inc.",186106,-4792,336171292.45,796.16,756.53,200.83
Fixed Maturity 2027 Bond Fund,2021-04-08,Volkswagen AG,388982,7953,358152822.5,600.21,737.11,288.01
Global Cross Asset Fund,2019-08-25,Johnson & Johnson,338695,746,434195095.62,37.34,542.43,489.76
Community Savings Bond Fund,2017-01-08,"Walmart, Inc.",617583,3726,153579988.55,609.42,559.99,409.27
Fixed Maturity 2025 Bond Fund,2019-11-20,Exxon Mobil Corp.,211839,3503,346783514.62,262.53,41.14,579.51
International Fixed Duration Fund,2020-09-10,AXA SA,689184,2747,293984369.15,772.28,811.99,729.47
Fixed Maturity 2027 Bond Fund,2020-07-02,Ford Motor Co.,862328,8078,455447961.56,754.57,802.6,830.35
Global Short Term Credit Fund,2018-07-16,JPMorgan Chase & Co.,58450,4409,319081385.97,904.69,602.43,868.06
Equity Diversified Selection Fund,2020-04-17,"Facebook, Inc.",791741,-7065,411791154.42,483.47,174.98,342.21
International Fixed Duration Fund,2017-08-15,Allianz SE,358422,2089,231412869.15,386.75,631.75,807.37
International Fixed Duration Fund,2021-12-07,Ping An Insurance (Group) Co. of China Ltd.,972153,-1672,37217461.53,518.93,403.02,182.25
Impact Credit Strategies Fund,2021-02-05,Vestas Wind Systems A/S,109884,-843,27097718.9,727.52,109.65,890.36
Target Maturity 2029 Bond Fund,2021-10-13,Microsoft Corp.,302336,-8417,280470678.0,795.13,109.65,486.99
Global Short Term Credit Fund,2018-02-19,JPMorgan Chase & Co.,463312,8356,425637999.74,568.47,379.69,477.61
Community Savings Bond Fund,2019-12-20,Nestlé SA,14403,8220,487496979.69,195.75,17.25,558.76
Sustainable Retail Fund,2017-05-26,"Tesla, Inc.",517027,9096,388069412.25,152.74,223.3,204.52
Sustainable Retail Fund,2020-02-13,"The Hain Celestial Group, Inc.",270660,7226,20670442.18,404.36,649.37,882.18
Target Maturity 2029 Bond Fund,2020-04-04,"Amazon.com, Inc.",877402,8818,210279675.68,613.01,302.33,608.14
Fixed Maturity 2027 Bond Fund,2021-10-29,Volkswagen AG,778928,6127,224411840.36,547.87,600.68,278.88
Target Maturity 2029 Bond Fund,2019-07-03,"Amazon.com, Inc.",685659,-6514,25764991.95,610.59,699.68,461.84
Impact Credit Strategies Fund,2017-05-19,Vestas Wind Systems A/S,540926,3541,77665502.94,29.67,967.32,876.72
Target Maturity 2029 Bond Fund,2020-05-12,Microsoft Corp.,511267,-402,415577826.36,505.25,450.82,538.76
Sustainable Retail Fund,2018-03-10,"The Hain Celestial Group, Inc.",370006,-3487,58495283.15,653.24,273.2,162.16
Sustainable Retail Fund,2019-02-03,"Beyond Meat, Inc.",821556,2337,473365750.81,67.28,171.03,219.53
Fixed Maturity 2027 Bond Fund,2017-12-14,Toyota Motor Corp.,99649,1385,473102606.37,929.04,407.29,650.37
Global Cross Asset Fund,2017-04-05,Alibaba Group Holding Ltd.,543639,7450,273647324.11,942.28,110.29,222.52
International Fixed Duration Fund,2021-11-28,AXA SA,862075,2301,268422531.82,252.55,809.77,277.72
Global Short Term Credit Fund,2020-01-31,Bank of America Corp.,609654,9693,271531936.24,34.36,509.66,319.25
Global Short Term Credit Fund,2020-10-02,HSBC Holdings Plc,366919,5548,274851253.07,253.11,841.63,671.59
Target Maturity 2029 Bond Fund,2021-03-24,"Apple, Inc.",247820,-5250,116601185.49,885.91,142.01,464.63
Fixed Maturity 2027 Bond Fund,2019-07-12,Volkswagen AG,973168,2600,348078360.47,344.57,39.52,489.08
Global Short Term Credit Fund,2018-07-12,JPMorgan Chase & Co.,991067,-4515,348433727.74,412.64,458.97,500.37
Target Maturity 2029 Bond Fund,2019-12-08,"Apple, Inc.",493157,2885,193326087.83,681.42,155.55,990.29
International Fixed Duration Fund,2021-09-08,AXA SA,652712,-1355,486182716.0,822.76,210.33,585.47
Sustainable Retail Fund,2022-05-27,"Tesla, Inc.",356263,7025,63169582.24,555.11,245.76,424.53
Subordinated Financials Fund,2018-02-17,Citigroup Inc.,907698,-770,354687151.5,311.32,693.88,17.69
Subordinated Financials Fund,2018-03-26,Citigroup Inc.,214555,-6106,232011987.61,776.77,58.99,198.6
Fixed Maturity 2025 Bond Fund,2022-01-31,BP Plc,191274,-9232,2433356.53,524.08,106.83,220.12
Global Cross Asset Fund,2021-12-17,"Berkshire Hathaway, Inc.",888918,-1572,179983428.0,807.44,199.21,187.77
Global Cross Asset Fund,2020-01-12,Alibaba Group Holding Ltd.,570814,4751,152852836.83,168.63,278.8,275.83
Target Maturity 2029 Bond Fund,2022-02-16,"Amazon.com, Inc.",553255,2282,69718141.79,824.32,355.22,903.22
Sustainable Retail Fund,2017-07-03,"Tesla, Inc.",245250,-8597,202762199.94,130.14,324.69,961.65
Impact Credit Strategies Fund,2018-04-02,Vestas Wind Systems A/S,496566,1581,400156927.43,168.12,188.56,746.78
Sustainable Retail Fund,2019-02-04,"Beyond Meat, Inc.",963505,-3178,339989044.68,417.82,244.1,223.95
Subordinated Financials Fund,2020-04-19,"Goldman Sachs Group, Inc.",785119,-6671,59715627.28,352.09,41.97,60.51
Equity Diversified Selection Fund,2021-05-31,"Netflix, Inc.",624693,-7123,330338280.72,831.39,494.56,12.84
Equity Diversified Selection Fund,2021-01-10,"Netflix, Inc.",964619,5397,333750238.78,120.19,360.54,994.96
Global Short Term Credit Fund,2018-02-04,Bank of America Corp.,544003,4835,102785908.34,551.41,740.93,73.86
Equity Diversified Selection Fund,2018-04-19,"Facebook, Inc.",551223,9085,224488137.8,765.32,187.01,643.43
Equity Diversified Selection Fund,2022-03-30,"Netflix, Inc.",101887,8586,165093901.42,359.73,291.87,491.68
Global Cross Asset Fund,2020-10-19,Alibaba Group Holding Ltd.,324328,-5007,452179778.54,64.29,299.52,288.9
Fixed Maturity 2027 Bond Fund,2020-09-27,Toyota Motor Corp.,445903,2593,225835896.98,331.51,497.06,842.77
Impact Credit Strategies Fund,2020-05-19,Vestas Wind Systems A/S,588924,-1881,454514657.8,549.47,760.23,700.63
Fixed Maturity 2025 Bond Fund,2019-11-06,BP Plc,739424,-1647,387240916.57,16.56,364.56,272.69
Global Cross Asset Fund,2017-12-24,"Berkshire Hathaway, Inc.",750227,-7492,234968712.58,528.37,617.89,63.92
Fixed Maturity 2025 Bond Fund,2019-02-26,Exxon Mobil Corp.,985516,-6706,25247754.3,123.17,51.37,525.58
Target Maturity 2029 Bond Fund,2020-01-18,Microsoft Corp.,27431,1294,245497283.66,980.59,117.87,859.2
Subordinated Financials Fund,2021-05-15,"Goldman Sachs Group, Inc.",362760,44,411308264.95,837.18,483.26,362.95
