FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Fixed Maturity 2025 Bond Fund,2022-10-12,BP Plc,899101,-525,388889888.45,842.62,174.2,139.2
Fixed Maturity 2027 Bond Fund,2021-03-01,Ford Motor Co.,262817,-5940,157858226.21,567.08,716.11,608.79
Equity Diversified Selection Fund,2019-09-30,"Facebook, Inc.",724517,-8099,438033139.08,138.54,972.33,364.88
Target Maturity 2029 Bond Fund,2017-12-23,Microsoft Corp.,236599,1647,217213798.86,118.11,755.21,317.63
Global Short Term Credit Fund,2022-05-05,HSBC Holdings Plc,958901,5518,99060841.12,784.99,731.93,99.53
Fixed Maturity 2027 Bond Fund,2017-07-23,Toyota Motor Corp.,757147,-3889,453632851.33,398.24,49.07,337.18
Community Savings Bond Fund,2019-09-30,Procter & Gamble Co.,552541,-6833,15224039.96,160.55,869.96,633.97
International Fixed Duration Fund,2017-03-06,Ping An Insurance (Group) Co. of China Ltd.,357038,-1118,188250328.27,487.36,556.66,265.92
Impact Credit Strategies Fund,2021-01-14,"SolarEdge Technologies, Inc.",659074,-9762,65614659.48,345.25,21.22,530.76
Sustainable Retail Fund,2018-05-21,"Beyond Meat, Inc.",987828,-1874,129363329.03,800.44,783.08,435.5
Sustainable Retail Fund,2022-10-16,"Tesla, Inc.",11963,7384,176489773.68,798.04,201.93,866.94
Fixed Maturity 2025 Bond Fund,2019-08-10,Exxon Mobil Corp.,38583,-9322,410269480.33,354.06,455.21,156.84
Target Maturity 2029 Bond Fund,2022-01-07,Microsoft Corp.,910526,-2050,73466684.06,98.45,208.74,445.77
Subordinated Financials Fund,2022-04-25,"Goldman Sachs Group, Inc.",126327,6185,410669628.19,325.44,850.52,758.79
Subordinated Financials Fund,2022-01-07,Morgan Stanley,358576,-4622,10618994.95,797.61,790.53,212.3
International Fixed Duration Fund,2019-07-25,Ping An Insurance (Group) Co. of China Ltd.,365171,4848,173059335.31,138.41,893.24,983.15
Impact Credit Strategies Fund,2022-05-26,"First Solar, Inc.",744611,7285,14762302.64,709.33,699.63,895.34
Impact Credit Strategies Fund,2017-01-18,"SolarEdge Technologies, Inc.",814412,3672,290791218.14,135.06,609.09,529.61
Fixed Maturity 2025 Bond Fund,2020-06-05,BP Plc,796154,-2316,352042568.82,300.35,761.76,859.53
Target Maturity 2029 Bond Fund,2019-09-10,"Amazon.com, Inc.",547311,-3507,471893243.14,693.8,225.06,50.28
Target Maturity 2029 Bond Fund,2017-11-13,"Apple, Inc.",793780,34,453673723.59,808.52,57.31,637.65
Subordinated Financials Fund,2021-01-21,Morgan Stanley,18714,-9675,450796868.04,249.27,264.06,516.62
Target Maturity 2029 Bond Fund,2021-07-07,Microsoft Corp.,660686,-372,364061402.53,141.53,630.86,68.56
International Fixed Duration Fund,2021-03-08,Allianz SE,920455,795,326325014.67,727.16,668.84,848.95
Community Savings Bond Fund,2018-07-14,"Walmart, Inc.",996565,1074,131435506.96,160.5,508.58,533.95
Global Cross Asset Fund,2019-09-11,Alibaba Group Holding Ltd.,581040,5322,4481850.76,430.78,554.6,63.85
Global Cross Asset Fund,2020-09-27,Alibaba Group Holding Ltd.,882743,3238,466850506.58,672.73,679.97,48.03
Impact Credit Strategies Fund,2021-06-26,"First Solar, Inc.",814618,8806,404320268.71,604.67,495.72,819.86
Impact Credit Strategies Fund,2020-04-29,Vestas Wind Systems A/S,181872,5526,144601512.14,981.2,531.81,841.47
Sustainable Retail Fund,2019-05-09,"The Hain Celestial Group, Inc.",451632,2413,109782314.98,411.26,436.19,791.5
International Fixed Duration Fund,2021-10-13,AXA SA,284000,9222,29593123.55,838.54,779.49,516.32
Global Cross Asset Fund,2020-10-31,Johnson & Johnson,474626,9921,146181186.11,719.34,753.1,257.33
Subordinated Financials Fund,2021-10-11,Citigroup Inc.,115901,174,141025458.11,190.81,914.97,894.79
International Fixed Duration Fund,2021-10-30,Ping An Insurance (Group) Co. of China Ltd.,512055,6821,157887667.56,717.68,65.76,905.39
Global Short Term Credit Fund,2018-12-14,Bank of America Corp.,224813,-4969,330400193.07,700.21,691.46,972.06
Global Cross Asset Fund,2022-07-28,"Berkshire Hathaway, Inc.",588163,1799,290810084.46,425.85,500.64,262.04
Community Savings Bond Fund,2019-01-04,Nestlé SA,781527,8311,308935715.07,97.91,615.85,178.02
Target Maturity 2029 Bond Fund,2022-02-05,"Apple, Inc.",474563,6126,165575192.05,783.72,396.55,294.6
Fixed Maturity 2025 Bond Fund,2017-03-30,Chevron Corp.,354943,-2003,26041041.27,656.7,855.64,412.98
Subordinated Financials Fund,2018-11-28,Citigroup Inc.,869813,-1501,17110056.5,989.22,435.52,590.32
Subordinated Financials Fund,2017-02-16,Citigroup Inc.,401740,-2790,298728990.91,881.8,971.55,696.45
Fixed Maturity 2027 Bond Fund,2017-10-13,Ford Motor Co.,604003,9438,318562182.02,192.86,85.48,375.97
Global Short Term Credit Fund,2022-05-15,Bank of America Corp.,343519,-3263,350718647.32,297.2,214.71,132.43
Global Short Term Credit Fund,2022-06-15,Bank of America Corp.,741715,-2147,443438453.03,854.19,561.31,532.08
Fixed Maturity 2027 Bond Fund,2022-10-12,Toyota Motor Corp.,43669,-9800,196454740.81,596.22,451.01,447.02
Impact Credit Strategies Fund,2021-07-11,"First Solar, Inc.",651680,3213,178094971.04,430.67,845.43,656.32
Impact Credit Strategies Fund,2018-05-04,"SolarEdge Technologies, Inc.",333132,2789,243029129.76,238.2,21.77,688.51
Global Short Term Credit Fund,2019-05-07,Bank of America Corp.,575924,1721,110370988.37,242.13,712.26,139.87
Equity Diversified Selection Fund,2019-11-16,"Netflix, Inc.",618671,6917,375812674.92,537.15,238.3,768.58
Sustainable Retail Fund,2019-10-18,"Tesla, Inc.",541938,6277,48274288.4,774.38,180.81,986.48
Fixed Maturity 2025 Bond Fund,2020-03-25,Chevron Corp.,985251,-7835,153202464.58,320.74,253.13,975.13
Target Maturity 2029 Bond Fund,2019-11-08,Microsoft Corp.,94744,1862,353191429.73,196.0,225.31,49.83
Global Short Term Credit Fund,2019-12-22,HSBC Holdings Plc,862486,6521,32127820.9,820.51,149.62,19.65
Global Cross Asset Fund,2021-11-22,Alibaba Group Holding Ltd.,237381,333,61351166.45,984.41,401.57,972.04
Impact Credit Strategies Fund,2022-11-17,"First Solar, Inc.",742239,1994,252621659.97,875.88,220.78,532.44
Global Short Term Credit Fund,2017-01-30,JPMorgan Chase & Co.,934182,2383,43293534.65,217.03,284.43,66.89
Global Short Term Credit Fund,2020-06-04,JPMorgan Chase & Co.,485575,8675,72199236.06,987.03,593.73,497.24
International Fixed Duration Fund,2020-02-04,Allianz SE,310938,6961,120710689.06,468.03,106.24,149.22
International Fixed Duration Fund,2018-05-03,Allianz SE,927925,-8932,285144332.43,544.28,363.44,160.33
Sustainable Retail Fund,2021-09-03,"Tesla, Inc.",800424,-3738,204401644.44,994.01,172.85,267.4
Global Short Term Credit Fund,2017-05-17,Bank of America Corp.,224543,8706,36541508.08,651.64,643.53,584.73
Community Savings Bond Fund,2019-02-13,Procter & Gamble Co.,810857,-922,320748980.53,445.51,949.86,834.01
Global Cross Asset Fund,2020-06-05,Johnson & Johnson,601389,2056,230852243.45,805.58,587.88,594.29
Global Cross Asset Fund,2022-01-17,"Berkshire Hathaway, Inc.",276914,-8237,491186854.33,702.22,657.25,900.44
Impact Credit Strategies Fund,2020-09-01,Vestas Wind Systems A/S,84243,9376,370812631.12,227.93,92.63,219.7
International Fixed Duration Fund,2018-08-10,Ping An Insurance (Group) Co. of China Ltd.,218040,315,210272792.47,155.33,17.53,146.64
Fixed Maturity 2025 Bond Fund,2021-08-06,Chevron Corp.,187162,3881,322804643.09,26.26,407.41,82.24
Global Cross Asset Fund,2019-05-20,"Berkshire Hathaway, Inc.",733874,-8720,201129219.14,965.04,432.41,534.05
Global Short Term Credit Fund,2020-11-30,Bank of America Corp.,641235,-4579,130709986.41,880.25,714.52,707.07
Impact Credit Strategies Fund,2022-04-27,"SolarEdge Technologies, Inc.",751769,775,378818729.15,757.39,75.02,913.14
Community Savings Bond Fund,2018-09-05,"Walmart, Inc.",203000,-2421,88841582.12,928.08,117.53,30.99
Global Cross Asset Fund,2021-02-16,Alibaba Group Holding Ltd.,395213,4325,449279350.11,46.24,375.07,113.7
Fixed Maturity 2027 Bond Fund,2022-08-14,Volkswagen AG,956481,-9766,236735814.29,69.47,659.82,998.23
Global Short Term Credit Fund,2018-01-31,JPMorgan Chase & Co.,763219,7482,161233625.22,332.88,273.45,909.84
Sustainable Retail Fund,2021-03-12,"Tesla, Inc.",89661,-3607,231003192.65,115.9,824.31,302.23
Target Maturity 2029 Bond Fund,2021-10-14,"Apple, Inc.",523739,-4360,30874376.34,443.17,187.88,621.46
Community Savings Bond Fund,2022-06-21,"Walmart, Inc.",258935,8936,405883915.33,23.79,468.94,121.26
Impact Credit Strategies Fund,2020-07-10,"First Solar, Inc.",548902,4657,313977481.66,827.39,176.35,34.77
Sustainable Retail Fund,2017-06-13,"The Hain Celestial Group, Inc.",81010,1864,224083536.08,617.87,534.34,22.72
Fixed Maturity 2025 Bond Fund,2022-11-23,BP Plc,765683,6959,222833226.7,615.8,828.2,746.17
Subordinated Financials Fund,2022-05-20,Citigroup Inc.,127637,6958,125573810.52,257.72,455.89,235.68
Fixed Maturity 2025 Bond Fund,2018-11-09,Exxon Mobil Corp.,959722,8821,472392120.39,657.31,814.52,647.81
Sustainable Retail Fund,2018-01-24,"The Hain Celestial Group, Inc.",616569,-255,170709403.48,516.36,766.32,906.25
Fixed Maturity 2027 Bond Fund,2018-12-22,Toyota Motor Corp.,655861,-3774,492205633.15,956.66,844.88,217.11
Global Short Term Credit Fund,2018-08-27,JPMorgan Chase & Co.,120580,-8963,33714714.67,274.59,700.96,467.99
Fixed Maturity 2025 Bond Fund,2020-05-19,BP Plc,396306,-4214,163171837.08,820.45,275.33,51.12
Fixed Maturity 2027 Bond Fund,2018-07-23,Ford Motor Co.,353800,-6549,469165557.64,281.67,949.43,553.75
Sustainable Retail Fund,2021-08-04,"The Hain Celestial Group, Inc.",172072,8187,4513836.21,357.39,540.02,752.01
Impact Credit Strategies Fund,2021-07-30,"First Solar, Inc.",831081,4931,175317433.58,577.07,997.59,772.41
Fixed Maturity 2027 Bond Fund,2020-10-21,Volkswagen AG,331303,-7405,327506906.14,630.06,248.03,506.07
Sustainable Retail Fund,2021-02-09,"Tesla, Inc.",911377,-8849,12517384.04,239.28,864.68,423.04
Fixed Maturity 2027 Bond Fund,2022-01-11,Toyota Motor Corp.,603976,-3499,224889284.28,51.01,574.8,800.95
Community Savings Bond Fund,2021-08-11,Nestlé SA,752587,-5996,479732532.1,377.91,66.98,671.4
Equity Diversified Selection Fund,2019-05-06,"Netflix, Inc.",371105,4685,399592569.6,901.12,838.86,61.1
Impact Credit Strategies Fund,2019-09-05,"First Solar, Inc.",905713,-2982,476731570.16,567.97,438.58,946.6
Fixed Maturity 2027 Bond Fund,2020-06-28,Volkswagen AG,48237,9708,198818759.13,41.74,198.8,367.12
Fixed Maturity 2025 Bond Fund,2022-08-06,Chevron Corp.,585893,-8284,21133062.58,259.43,395.11,448.6
Target Maturity 2029 Bond Fund,2018-05-09,"Apple, Inc.",417111,-8939,190465018.82,492.65,688.03,608.76
Sustainable Retail Fund,2019-06-21,"Beyond Meat, Inc.",108047,5655,426287355.47,323.76,773.55,795.68
Fixed Maturity 2025 Bond Fund,2020-09-14,Exxon Mobil Corp.,921107,-6207,402789918.77,379.56,547.04,772.2
Global Short Term Credit Fund,2022-10-05,JPMorgan Chase & Co.,149000,3089,148248036.97,945.74,498.44,283.73
Community Savings Bond Fund,2017-03-15,"Walmart, Inc.",334211,-4631,499965163.64,878.73,469.66,409.67
Subordinated Financials Fund,2018-10-29,"Goldman Sachs Group, Inc.",862014,7583,424250589.27,283.29,923.57,528.35
Impact Credit Strategies Fund,2018-07-23,Vestas Wind Systems A/S,346971,-4429,40179047.57,520.07,945.45,58.55
Equity Diversified Selection Fund,2017-03-27,Google LLC,345400,-6054,222304552.84,744.45,561.48,346.75
Community Savings Bond Fund,2017-02-20,Procter & Gamble Co.,892523,-8587,62416972.93,64.41,863.94,88.78
Community Savings Bond Fund,2022-11-21,Procter & Gamble Co.,261938,-1407,200315031.09,534.36,828.5,797.62
Global Cross Asset Fund,2018-10-08,Johnson & Johnson,301861,-8578,472261801.58,664.2,717.71,734.07
Impact Credit Strategies Fund,2020-05-11,"SolarEdge Technologies, Inc.",413771,-3243,465385281.48,827.89,879.38,641.39
Global Short Term Credit Fund,2018-06-27,JPMorgan Chase & Co.,443389,-7837,259913682.08,919.6,542.52,77.48
Global Cross Asset Fund,2018-08-14,Johnson & Johnson,125844,7078,73397892.85,735.42,35.48,409.72
Fixed Maturity 2027 Bond Fund,2020-05-11,Volkswagen AG,451128,5885,343778301.14,677.28,724.78,132.67
Fixed Maturity 2027 Bond Fund,2019-03-19,Toyota Motor Corp.,970219,-2712,220954571.41,957.5,922.76,27.33
Global Cross Asset Fund,2017-03-03,"Berkshire Hathaway, Inc.",745304,8520,364932652.85,897.3,335.04,251.03
Equity Diversified Selection Fund,2022-08-13,"Netflix, Inc.",965316,8705,461873785.84,887.95,800.72,326.8
Fixed Maturity 2025 Bond Fund,2022-08-04,Exxon Mobil Corp.,994786,-8675,363925311.91,866.89,328.93,874.22
Target Maturity 2029 Bond Fund,2017-09-27,Microsoft Corp.,549674,1028,493222780.95,676.84,744.8,51.17
Sustainable Retail Fund,2019-08-23,"The Hain Celestial Group, Inc.",510899,2339,58102468.1,816.19,870.23,802.55
Equity Diversified Selection Fund,2018-01-28,"Facebook, Inc.",61247,1693,28477230.61,554.3,209.87,926.53
Global Cross Asset Fund,2017-03-01,"Berkshire Hathaway, Inc.",69076,-4177,14184510.37,530.07,112.27,635.18
Subordinated Financials Fund,2022-11-28,Citigroup Inc.,130765,-1806,485959692.39,690.22,144.44,884.0
International Fixed Duration Fund,2022-09-16,AXA SA,234548,-146,313777808.89,957.14,516.55,232.44
Global Short Term Credit Fund,2021-04-01,HSBC Holdings Plc,760841,-5649,25053341.88,713.39,587.96,238.82
Community Savings Bond Fund,2020-02-16,"Walmart, Inc.",649842,7955,19993041.5,500.85,693.4,89.35
Target Maturity 2029 Bond Fund,2020-08-06,"Amazon.com, Inc.",226061,5889,404420468.5,612.33,581.33,93.53
Global Short Term Credit Fund,2022-02-13,HSBC Holdings Plc,126717,1869,337094002.99,477.83,632.21,528.3
Global Short Term Credit Fund,2018-02-12,JPMorgan Chase & Co.,71381,-8799,48957675.39,308.2,57.65,520.54
Fixed Maturity 2025 Bond Fund,2020-04-30,Chevron Corp.,859252,-622,83211206.13,609.0,507.08,457.52
Fixed Maturity 2025 Bond Fund,2017-03-27,Exxon Mobil Corp.,758276,9740,236201138.93,824.97,894.2,845.65
Equity Diversified Selection Fund,2017-04-15,Google LLC,843724,508,185221345.58,675.2,125.68,967.46
Global Cross Asset Fund,2022-06-08,Alibaba Group Holding Ltd.,803358,-3590,423688868.98,627.46,842.55,271.0
Global Cross Asset Fund,2017-05-09,"Berkshire Hathaway, Inc.",516516,6339,145518900.69,452.64,160.08,115.5
Community Savings Bond Fund,2021-04-27,Nestlé SA,111456,-8015,97195147.88,850.31,699.78,456.93
International Fixed Duration Fund,2020-05-05,Allianz SE,403750,-2016,195771884.17,485.35,294.29,905.89
Global Cross Asset Fund,2020-12-27,"Berkshire Hathaway, Inc.",145482,6099,154954627.58,898.05,446.91,473.78
Fixed Maturity 2025 Bond Fund,2019-01-07,BP Plc,403397,1288,461307631.22,98.22,207.72,141.42
Fixed Maturity 2025 Bond Fund,2017-11-15,Exxon Mobil Corp.,578405,-722,114687014.4,554.68,655.45,33.76
Target Maturity 2029 Bond Fund,2019-01-15,"Apple, Inc.",216203,4941,470696086.49,246.35,926.01,385.73
Equity Diversified Selection Fund,2022-06-25,"Facebook, Inc.",843649,8872,498029268.89,584.91,201.08,998.35
Impact Credit Strategies Fund,2019-11-25,"First Solar, Inc.",890584,-5960,108425743.34,545.22,125.01,486.72
Fixed Maturity 2025 Bond Fund,2017-01-31,Exxon Mobil Corp.,799730,-1384,115894012.4,477.38,563.78,601.15
Fixed Maturity 2025 Bond Fund,2020-06-05,BP Plc,969703,-7956,194640731.66,974.25,241.75,402.26
Target Maturity 2029 Bond Fund,2022-06-07,"Apple, Inc.",712799,4610,242338802.77,265.5,57.22,807.6
Subordinated Financials Fund,2019-08-05,Citigroup Inc.,778004,-2466,372021424.26,307.04,482.99,681.22
Equity Diversified Selection Fund,2020-09-23,"Netflix, Inc.",143986,-2774,260658069.79,903.09,934.5,14.47
Global Cross Asset Fund,2021-03-11,"Berkshire Hathaway, Inc.",285683,-928,269637035.79,916.04,893.13,854.37
Target Maturity 2029 Bond Fund,2022-01-24,"Apple, Inc.",757440,4415,479517774.46,127.75,999.06,76.26
Fixed Maturity 2025 Bond Fund,2018-05-07,Chevron Corp.,425617,-7404,49912353.13,267.81,716.75,263.45
Subordinated Financials Fund,2020-12-06,Citigroup Inc.,863919,208,130594275.37,869.3,853.44,387.95
Fixed Maturity 2027 Bond Fund,2022-11-24,Toyota Motor Corp.,851085,5425,90524785.34,806.75,955.58,235.44
Impact Credit Strategies Fund,2018-02-23,"First Solar, Inc.",178444,-7427,307191421.82,513.5,49.23,382.44
Fixed Maturity 2025 Bond Fund,2017-01-28,Chevron Corp.,212259,-3319,388691479.14,842.49,597.93,612.25
Impact Credit Strategies Fund,2018-10-06,"SolarEdge Technologies, Inc.",84040,2421,228840939.32,614.63,169.6,683.94
International Fixed Duration Fund,2017-10-03,Ping An Insurance (Group) Co. of China Ltd.,261983,-9210,381706725.69,398.99,630.95,298.34
Fixed Maturity 2027 Bond Fund,2022-06-23,Toyota Motor Corp.,807286,4222,284802514.5,77.06,259.06,140.44
Global Short Term Credit Fund,2020-06-10,Bank of America Corp.,849816,-5966,112011780.49,917.04,51.71,945.49
Fixed Maturity 2027 Bond Fund,2021-01-02,Toyota Motor Corp.,94917,-701,40150364.26,662.71,387.61,224.17
Sustainable Retail Fund,2017-07-15,"Tesla, Inc.",912554,7795,103947819.94,942.14,176.47,843.82
Impact Credit Strategies Fund,2020-05-29,"First Solar, Inc.",51945,2304,190233914.19,358.69,908.03,539.71
Global Short Term Credit Fund,2022-09-20,Bank of America Corp.,69240,-1194,7014904.73,26.83,155.75,515.83
Fixed Maturity 2025 Bond Fund,2017-04-01,Exxon Mobil Corp.,663700,9746,310781031.86,513.72,602.98,835.41
Subordinated Financials Fund,2017-11-03,Morgan Stanley,169489,-9672,358517889.51,987.3,845.68,979.26
Equity Diversified Selection Fund,2021-08-01,"Facebook, Inc.",258554,-649,169981857.97,448.1,314.84,895.01
Fixed Maturity 2027 Bond Fund,2019-02-22,Toyota Motor Corp.,929182,-7887,158443245.53,545.0,255.52,489.8
Impact Credit Strategies Fund,2017-09-21,Vestas Wind Systems A/S,242006,-4474,312929962.42,173.19,251.92,929.68
Global Short Term Credit Fund,2019-04-10,HSBC Holdings Plc,853983,-661,353316106.94,894.56,173.08,940.66
Subordinated Financials Fund,2019-06-27,"Goldman Sachs Group, Inc.",555839,-8445,438949096.99,116.71,361.51,478.92
Community Savings Bond Fund,2017-10-06,Procter & Gamble Co.,778662,-8862,225684604.68,455.98,312.73,152.75
Global Short Term Credit Fund,2019-11-15,HSBC Holdings Plc,353103,4992,134469399.94,541.45,134.49,225.07
Subordinated Financials Fund,2019-10-01,Morgan Stanley,773699,-1186,116166348.32,510.32,485.92,641.85
Impact Credit Strategies Fund,2020-09-02,Vestas Wind Systems A/S,573422,-405,77338264.32,574.24,243.78,316.65
Sustainable Retail Fund,2020-04-11,"Beyond Meat, Inc.",135972,6910,434131860.25,225.48,641.76,691.86
Fixed Maturity 2027 Bond Fund,2020-07-12,Volkswagen AG,214008,-731,460741398.28,202.04,74.4,151.09
Fixed Maturity 2025 Bond Fund,2020-08-20,Chevron Corp.,783181,8947,60059091.83,153.16,900.17,157.12
Global Cross Asset Fund,2020-12-12,Alibaba Group Holding Ltd.,515659,-1474,181476958.72,575.36,318.62,823.43
Equity Diversified Selection Fund,2022-09-05,"Facebook, Inc.",44641,-6540,261630502.56,632.34,159.61,375.0
Global Short Term Credit Fund,2021-12-12,HSBC Holdings Plc,769407,-1184,197462532.76,751.94,303.03,470.11
Target Maturity 2029 Bond Fund,2017-07-08,"Apple, Inc.",320969,5931,311539682.36,646.11,593.55,597.52
International Fixed Duration Fund,2018-06-01,AXA SA,654665,-8134,393681554.09,109.78,336.71,255.6
Equity Diversified Selection Fund,2019-05-23,"Netflix, Inc.",966700,558,217466959.5,723.77,90.32,798.79
Global Short Term Credit Fund,2017-03-20,Bank of America Corp.,127566,8672,438807792.56,687.8,869.08,985.21
Impact Credit Strategies Fund,2019-03-28,"First Solar, Inc.",526168,-4763,29649850.73,687.44,69.53,281.54
Subordinated Financials Fund,2022-09-14,Citigroup Inc.,373010,-9063,313311590.08,998.09,232.76,448.24
Global Short Term Credit Fund,2017-01-15,Bank of America Corp.,947373,-9711,51270427.98,318.81,894.02,809.01
International Fixed Duration Fund,2018-11-03,Ping An Insurance (Group) Co. of China Ltd.,413114,5494,37772688.54,204.39,33.04,932.9
Subordinated Financials Fund,2018-08-10,Morgan Stanley,926178,2067,293326367.23,780.5,62.77,944.15
Sustainable Retail Fund,2020-05-19,"Beyond Meat, Inc.",245089,7100,14709112.63,354.14,57.09,437.48
Sustainable Retail Fund,2020-10-14,"Beyond Meat, Inc.",205704,-190,273843796.74,491.65,17.51,274.61
Impact Credit Strategies Fund,2018-02-22,"First Solar, Inc.",602871,1747,19952625.5,274.25,957.19,680.56
Impact Credit Strategies Fund,2017-09-26,"First Solar, Inc.",443181,9910,100821885.62,375.25,339.37,941.22
Fixed Maturity 2025 Bond Fund,2017-06-11,Exxon Mobil Corp.,851965,6636,49393474.75,983.53,25.28,939.23
Equity Diversified Selection Fund,2021-02-27,Google LLC,669817,5559,487021863.84,890.76,448.42,919.79
Subordinated Financials Fund,2020-07-13,Morgan Stanley,411041,6630,473540359.33,445.84,130.34,871.82
Fixed Maturity 2025 Bond Fund,2021-10-22,Exxon Mobil Corp.,176350,9595,421805371.9,503.02,213.41,272.54
Target Maturity 2029 Bond Fund,2020-08-10,"Apple, Inc.",544666,7022,458983538.33,68.82,829.45,960.51
Target Maturity 2029 Bond Fund,2021-01-03,"Amazon.com, Inc.",189190,-7770,311684074.53,122.99,548.71,730.46
Global Short Term Credit Fund,2018-10-23,HSBC Holdings Plc,24265,7382,397576327.42,172.1,700.65,556.63
Subordinated Financials Fund,2017-05-28,Citigroup Inc.,767236,7980,281953666.41,874.2,967.46,844.02
Subordinated Financials Fund,2017-06-08,Citigroup Inc.,846656,1944,129681189.8,132.75,875.11,633.73
Equity Diversified Selection Fund,2022-08-06,"Facebook, Inc.",588841,-4754,124367525.44,854.16,475.82,627.85
Equity Diversified Selection Fund,2021-08-06,Google LLC,874961,9218,331965146.07,120.92,304.29,21.1
Fixed Maturity 2027 Bond Fund,2018-07-13,Volkswagen AG,698758,5229,448057146.56,811.55,940.53,423.77
Fixed Maturity 2027 Bond Fund,2022-06-10,Volkswagen AG,393357,5992,261198672.55,829.57,214.53,600.62
Global Short Term Credit Fund,2017-02-23,Bank of America Corp.,737049,633,174594367.71,48.93,521.45,343.05
Global Short Term Credit Fund,2018-05-01,JPMorgan Chase & Co.,445381,-9658,466987599.3,769.69,774.46,855.52
Equity Diversified Selection Fund,2019-02-20,"Facebook, Inc.",874260,-9349,179654495.29,116.28,21.07,352.83
Equity Diversified Selection Fund,2017-04-25,"Netflix, Inc.",188168,-4139,163591716.5,287.02,714.05,715.29
Equity Diversified Selection Fund,2021-05-25,"Netflix, Inc.",545085,-2062,218831292.06,119.98,139.43,59.99
International Fixed Duration Fund,2018-02-03,AXA SA,195382,1589,26484066.06,208.43,622.17,383.05
Equity Diversified Selection Fund,2018-10-25,"Netflix, Inc.",659805,6687,463063642.68,35.12,255.45,909.11
Community Savings Bond Fund,2018-03-16,Procter & Gamble Co.,633635,9176,454201600.17,400.97,66.05,510.13
Impact Credit Strategies Fund,2022-07-09,"First Solar, Inc.",500091,-2083,464725246.32,16.58,598.49,518.06
Impact Credit Strategies Fund,2017-11-03,"SolarEdge Technologies, Inc.",315484,-1287,307739859.1,740.6,292.73,329.57
Global Cross Asset Fund,2020-10-27,Johnson & Johnson,943337,4312,353976563.82,525.39,911.84,919.83
Subordinated Financials Fund,2018-12-07,Citigroup Inc.,106612,6441,330468596.43,228.51,830.3,657.07
Fixed Maturity 2025 Bond Fund,2019-04-16,Exxon Mobil Corp.,942702,-2684,9420133.79,616.54,266.61,871.12
Global Short Term Credit Fund,2020-07-06,HSBC Holdings Plc,632574,-2649,166961566.79,801.47,500.06,793.46
Global Short Term Credit Fund,2020-07-23,HSBC Holdings Plc,484358,-4614,11140795.21,599.6,390.52,97.98
Community Savings Bond Fund,2019-08-01,Nestlé SA,594853,-7236,380392437.39,734.94,206.39,666.57
Fixed Maturity 2025 Bond Fund,2020-01-14,BP Plc,364204,-9782,21567461.39,645.04,176.85,271.69
Target Maturity 2029 Bond Fund,2022-10-15,"Amazon.com, Inc.",439666,8203,166498534.74,300.97,678.73,106.84
Community Savings Bond Fund,2018-03-18,"Walmart, Inc.",473755,6819,421465490.57,412.77,824.82,435.74
Community Savings Bond Fund,2022-08-17,Nestlé SA,32251,-2301,258405736.95,789.19,883.35,748.28
Global Cross Asset Fund,2019-01-22,Alibaba Group Holding Ltd.,295154,-6807,4093883.04,211.36,231.34,83.54
Equity Diversified Selection Fund,2017-01-15,Google LLC,977741,-7553,230946640.75,506.43,845.88,628.27
Community Savings Bond Fund,2018-06-04,Nestlé SA,672122,-1214,148969510.91,926.61,467.45,490.02
Sustainable Retail Fund,2022-08-11,"Tesla, Inc.",290268,5358,299617077.63,332.64,656.57,89.42
Fixed Maturity 2025 Bond Fund,2017-03-08,Chevron Corp.,720589,4717,33002452.51,416.25,841.44,357.94
Global Short Term Credit Fund,2017-10-06,HSBC Holdings Plc,970991,8581,328350405.06,607.98,261.19,277.13
Fixed Maturity 2025 Bond Fund,2019-10-04,Exxon Mobil Corp.,352290,3352,483523469.97,930.28,162.92,415.96
Community Savings Bond Fund,2021-09-21,Procter & Gamble Co.,182068,912,35670684.16,494.15,780.6,874.56
Global Short Term Credit Fund,2022-05-05,HSBC Holdings Plc,440373,-1520,474587848.69,216.08,406.98,32.92
Sustainable Retail Fund,2022-01-21,"The Hain Celestial Group, Inc.",639661,9180,122327878.32,245.29,361.75,450.45
Fixed Maturity 2027 Bond Fund,2019-05-11,Volkswagen AG,474026,-3326,270932152.61,176.77,274.4,374.51
Sustainable Retail Fund,2022-05-07,"The Hain Celestial Group, Inc.",519263,-6868,3271252.5,791.23,897.02,896.11
Global Short Term Credit Fund,2021-03-27,Bank of America Corp.,663772,6834,429373981.3,218.98,589.62,679.98
Sustainable Retail Fund,2017-09-06,"Beyond Meat, Inc.",70852,9562,155418971.3,841.37,706.67,862.3
Sustainable Retail Fund,2020-12-11,"The Hain Celestial Group, Inc.",234472,8944,40121814.56,161.31,138.79,121.37
Impact Credit Strategies Fund,2022-03-24,"SolarEdge Technologies, Inc.",307052,8680,153540087.14,354.52,739.45,526.23
Global Short Term Credit Fund,2018-09-12,Bank of America Corp.,603452,-8092,66086105.64,108.08,938.56,387.85
Fixed Maturity 2027 Bond Fund,2020-12-07,Volkswagen AG,608320,1821,280379377.81,486.3,814.52,921.53
Equity Diversified Selection Fund,2018-06-22,"Netflix, Inc.",451778,2130,365071217.48,804.42,322.67,144.47
