FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Impact Credit Strategies Fund,2016-04-21,"Taiwan Semiconductor Manufacturing Co., Ltd.",2667,-906,669533.1473891707,88.941082684333,555.9424449855003,368.9117973119461
Community Savings Bond Fund,2016-04-20,"UnitedHealth Group, Inc.",1909,482,269724.668566108,626.2193087982189,71.81631677725741,772.4472760766058
Impact Credit Strategies Fund,2016-04-19,TotalEnergies SE,9467,740,211272.91129291028,61.361998504775855,380.28914375873353,350.49004307396905
Global Short Term Credit Fund,2016-04-18,Tencent Holdings Ltd.,9204,4524,530697.5282753604,388.57847119498405,856.5547793625542,435.9792393866011
Sustainable Retail Fund,2016-04-17,Industrial & Commercial Bank of China Ltd.,6122,2219,74388.90635719626,399.73352668599415,694.1568875504194,906.2514829847548
European High Yield Bond Fund,2016-04-16,Reliance Industries Ltd.,9153,1154,405337.5245979153,998.9332833786996,982.0107537051538,75.50740040610506
Community Savings Bond Fund,2016-04-15,Sony Group Corp.,1973,-158,669572.5549657296,306.8040133918194,790.0403420023817,532.3857019580003
Fixed Maturity 2025 Bond Fund,2016-04-14,Saudi Arabian Oil Co.,5270,3103,967985.6530503994,822.2493985444517,456.9946177428563,372.5751830052666
Target Maturity 2029 Bond Fund,2016-04-13,Intel Corp.,2408,4429,431396.91333744914,62.639968366170265,679.5176531225474,964.1735548018606
European High Yield Bond Fund,2016-04-12,"Samsung Electronics Co., Ltd.",3288,-2982,208221.70100323355,534.468325531982,778.1545389314061,795.7529311240754
Target Maturity 2029 Bond Fund,2016-04-11,Mercedes-Benz Group AG,9738,51,819188.7793390565,541.3247617704519,276.98682332212775,130.85600959287336
Global Cross Asset Fund,2016-04-10,"UnitedHealth Group, Inc.",2218,3709,746757.5296120103,632.4623546625177,69.41771170942843,928.1356591553464
Equity Diversified Selection Fund,2016-04-09,Saudi Arabian Oil Co.,2420,2835,861106.8493226964,811.9051513560389,411.78879531856285,219.10116447923102
International Fixed Duration Fund,2016-04-08,China Mobile Ltd.,4377,-3562,222571.5402674632,764.3041479059165,153.2264304814901,93.96946709947193
Equity Diversified Selection Fund,2016-04-07,Tencent Holdings Ltd.,8501,-914,410783.8738913367,763.3980470490508,284.46870856487686,546.1773469965474
Community Savings Bond Fund,2016-04-06,Pfizer Inc.,5098,127,981738.8933458071,437.970994981044,947.3770405193919,739.2652542765164
Fixed Maturity 2027 Bond Fund,2016-04-05,"UnitedHealth Group, Inc.",3738,-2948,166461.89657860977,730.1967676418611,848.6117672902934,718.8903806012498
Community Savings Bond Fund,2016-04-04,Comcast Corp.,8619,2529,674736.3109638834,496.4025605716303,596.5391962219836,538.7155081886224
Equity Diversified Selection Fund,2016-04-03,"UnitedHealth Group, Inc.",2842,2147,244812.6169317914,76.28166656155217,407.2441394670486,497.81009967550557
Impact Credit Strategies Fund,2016-04-02,Gazprom PJSC,9938,-632,505157.4162197188,891.2799647856098,271.68705660577297,969.8484583301209
Sustainable Retail Fund,2016-04-01,"Verizon Communications, Inc.",3816,-483,802504.5493377311,891.2616730773727,575.74369692148,822.3532533518028
Impact Credit Strategies Fund,2016-03-31,Intel Corp.,1494,-2688,493700.1920302608,329.64997700858794,537.8286471761636,701.653637761609
Impact Credit Strategies Fund,2016-03-30,Industrial & Commercial Bank of China Ltd.,7560,577,807426.876378791,914.7635930881307,782.9730002977176,203.2593489240455
Global Cross Asset Fund,2016-03-29,Saudi Arabian Oil Co.,6510,3973,432071.55638594244,760.4041981200306,928.7399868764167,821.5729841163848
European High Yield Bond Fund,2016-03-28,Deutsche Telekom AG,4444,-3756,999359.4005713325,406.7932185534029,335.6479283167188,752.2829360808686
Fixed Maturity 2027 Bond Fund,2016-03-27,Saudi Arabian Oil Co.,8543,-2584,441469.951878008,338.19054244100096,214.2341396492262,992.1063337798901
Fixed Maturity 2027 Bond Fund,2016-03-26,Deutsche Telekom AG,8562,1490,157885.68385144815,975.39127239224,408.7716197862481,141.66515685478413
Impact Credit Strategies Fund,2016-03-25,Reliance Industries Ltd.,4994,1168,407850.8204927564,715.5006934801978,443.16588938907205,718.1424419885575
Target Maturity 2029 Bond Fund,2016-03-24,TotalEnergies SE,8253,4167,745167.2527958078,385.02185522348816,49.471586589518814,979.2923611031903
Global Cross Asset Fund,2016-03-23,"AT&T, Inc.",1045,839,849458.3801810422,645.5640491009971,863.0795668775274,467.9670969720252
Impact Credit Strategies Fund,2016-03-22,Intel Corp.,3057,3608,465502.2661844997,575.8109370469953,995.6364152808203,736.0763389917524
International Fixed Duration Fund,2016-03-21,Pfizer Inc.,1663,3406,598532.0726478553,529.2946224769211,923.9766057844073,975.6169440399758
Sustainable Retail Fund,2016-03-20,"Taiwan Semiconductor Manufacturing Co., Ltd.",5668,4327,846441.1671480273,648.2548798237253,862.0583296920412,552.0100449669363
European High Yield Bond Fund,2016-03-19,Shell Plc,3029,2097,815410.7181983365,542.2500589585583,992.6743004249457,702.0511787560704
Fixed Maturity 2025 Bond Fund,2016-03-18,"PetroChina Co., Ltd.",6717,9,661146.6663075214,658.2424501495168,908.7303476551374,29.883961911974986
International Fixed Duration Fund,2016-03-17,Industrial & Commercial Bank of China Ltd.,3696,-3418,816876.8332083464,908.4928766014026,691.4839445358841,524.4684545701798
Target Maturity 2029 Bond Fund,2016-03-16,"Verizon Communications, Inc.",9831,3924,580151.6507849507,993.3323184638192,175.089082284446,263.2424019815228
Community Savings Bond Fund,2016-03-15,Comcast Corp.,3663,2876,14601.687236027832,712.1940046145332,164.78662210349913,139.9321959270367
Community Savings Bond Fund,2016-03-14,Mercedes-Benz Group AG,3745,-2573,50854.11655820097,928.5425937329284,58.29194909771918,711.5121038345146
Equity Diversified Selection Fund,2016-03-13,Gazprom PJSC,6004,721,980010.3152458012,859.8261513441246,417.7125585157402,48.69859401925844
International Fixed Duration Fund,2016-03-12,Mercedes-Benz Group AG,7321,3423,153542.12158267817,302.0870240014664,810.7358363191036,905.8165000612871
Equity Diversified Selection Fund,2016-03-11,China Mobile Ltd.,6125,-70,410471.24473522813,933.5789032126053,495.3929853509214,522.595923272134
Impact Credit Strategies Fund,2016-03-10,Intel Corp.,5948,-647,934473.1622598682,80.10091005209526,372.65848865446657,651.747814037485
Fixed Maturity 2025 Bond Fund,2016-03-09,Reliance Industries Ltd.,5402,2832,203089.08988571895,336.6226028331094,118.14350555676226,260.9004511350038
Global Short Term Credit Fund,2016-03-08,"AbbVie, Inc.",4427,375,845353.4310218358,643.545485753752,61.23577599968229,190.37108850239935
Global Short Term Credit Fund,2016-03-07,Intel Corp.,6912,-4598,820084.8924779946,531.6462914361906,405.1873519893712,251.3160849008938
Target Maturity 2029 Bond Fund,2016-03-06,TotalEnergies SE,1394,1567,986466.3580058262,546.988268901069,108.9261263818951,239.9700610942504
Impact Credit Strategies Fund,2016-03-05,"AT&T, Inc.",4597,-135,288865.0153116867,796.9394465032356,112.51269101060295,865.8566120105172
Fixed Maturity 2027 Bond Fund,2016-03-04,"Verizon Communications, Inc.",1329,3146,322172.1018263445,202.75664546333036,401.3949407209398,789.466007447824
Equity Diversified Selection Fund,2016-03-03,Mercedes-Benz Group AG,1772,-4936,903849.2210472086,982.2547548677841,507.8150219376889,854.2091687827916
Fixed Maturity 2027 Bond Fund,2016-03-02,Mercedes-Benz Group AG,9135,-2763,241738.26861025675,443.08364502419886,194.81605810476992,737.523323221814
European High Yield Bond Fund,2016-03-01,Tencent Holdings Ltd.,2645,2770,552421.9474172379,950.3448321575393,687.7893293978326,647.1148578497771
Fixed Maturity 2025 Bond Fund,2016-02-29,"UnitedHealth Group, Inc.",2787,4141,710271.5095991456,389.2847058518643,424.50508067598275,532.5959428333616
Fixed Maturity 2025 Bond Fund,2016-02-28,Bayerische Motoren Werke AG,1999,-4828,279165.4028102568,605.7688021631193,101.0033123613289,272.8270081161097
Community Savings Bond Fund,2016-02-27,Deutsche Telekom AG,2848,2935,939028.8159903112,455.8083566099047,640.6637833170881,708.3093281498446
Global Cross Asset Fund,2016-02-26,Deutsche Telekom AG,2561,-2325,669040.5725931812,679.1758122134506,363.3753705081874,145.2185611663414
Equity Diversified Selection Fund,2016-02-25,TotalEnergies SE,1773,4442,56667.91518712679,191.78848209034464,61.798262305503556,515.9509281314495
Target Maturity 2029 Bond Fund,2016-02-24,"AbbVie, Inc.",8311,-995,144380.15594830477,406.6222475120801,948.5017638705203,203.32202082055983
Global Short Term Credit Fund,2016-02-23,Sony Group Corp.,6179,1544,198873.75439064796,77.6973108863571,575.484987534613,509.71171183066406
Target Maturity 2029 Bond Fund,2016-02-22,"Verizon Communications, Inc.",2803,3829,252507.79035351519,602.1204028201133,482.94316534033095,300.9683387456114
Fixed Maturity 2027 Bond Fund,2016-02-21,"AbbVie, Inc.",3050,-4052,733370.5963291421,963.0548816032316,860.5460209052964,62.944872841121445
Fixed Maturity 2027 Bond Fund,2016-02-20,Petróleo Brasileiro SA,1747,-3306,98045.89230791343,55.447450005811895,937.3730250205875,508.67192273533993
International Fixed Duration Fund,2016-02-19,"UnitedHealth Group, Inc.",9125,-243,357088.72555337317,663.0337242565508,228.11864948454925,190.01190661295286
European High Yield Bond Fund,2016-02-18,Comcast Corp.,6860,1282,912269.4900947217,777.3469840012831,812.0430566582769,169.54348224346157
Fixed Maturity 2025 Bond Fund,2016-02-17,Tencent Holdings Ltd.,4973,-4858,561101.009473634,220.9773399358526,832.7691275065225,390.52223870092183
Sustainable Retail Fund,2016-02-16,Gazprom PJSC,2615,1001,272841.59820015036,280.3435504348616,63.85876673082302,368.16928627482974
Equity Diversified Selection Fund,2016-02-15,Saudi Arabian Oil Co.,4754,1652,957485.7335155067,209.565275377635,714.82467402649,868.2882869561456
Target Maturity 2029 Bond Fund,2016-02-14,Tencent Holdings Ltd.,6506,-419,251872.7330489956,304.43851030954437,72.33820298158125,568.9906526647717
Equity Diversified Selection Fund,2016-02-13,"AT&T, Inc.",5221,87,906048.6250549663,118.98173360144044,598.7265139260018,856.0217538534024
Fixed Maturity 2027 Bond Fund,2016-02-12,"AT&T, Inc.",6291,-3540,728511.97687841,376.6443925725681,672.5444093672872,155.36729760065512
Global Cross Asset Fund,2016-02-11,Shell Plc,6854,-1113,743115.8265891983,375.23990336125087,373.3881014674601,363.73716735508765
Community Savings Bond Fund,2016-02-10,"AT&T, Inc.",1216,3484,767289.9252176,809.1947820393548,881.9796216910814,559.7763214275142
Global Short Term Credit Fund,2016-02-09,TotalEnergies SE,2359,4835,511503.6189366371,802.9487324447113,802.5065898977975,161.59678871584802
European High Yield Bond Fund,2016-02-08,Tencent Holdings Ltd.,4774,-4163,816432.938742642,798.7561296762711,926.7001164851823,136.77649566155748
Global Cross Asset Fund,2016-02-07,Pfizer Inc.,6417,4229,837831.1667749654,571.365554086741,321.74063136467197,664.7875822298571
European High Yield Bond Fund,2016-02-06,Intel Corp.,5927,846,366881.8544593559,332.6218799976712,31.312522061192766,657.2956310951697
International Fixed Duration Fund,2016-02-05,"Samsung Electronics Co., Ltd.",5429,3463,406341.0730342115,416.8548712364294,813.3466543275765,241.81707744507938
Sustainable Retail Fund,2016-02-04,Bayerische Motoren Werke AG,5606,-2631,889869.1513536356,324.566069714461,230.74758243647634,234.85231988451844
Fixed Maturity 2027 Bond Fund,2016-02-03,Reliance Industries Ltd.,5478,3997,529481.967825229,586.1086259309142,472.4844801613851,747.991321536783
Community Savings Bond Fund,2016-02-02,"Verizon Communications, Inc.",2896,-1826,868274.0609824504,938.5993301005295,819.1479601453905,125.8179610244093
Global Cross Asset Fund,2016-02-01,"PetroChina Co., Ltd.",8366,985,630501.7671402292,291.65181621515706,223.97382688853784,924.0308617098899
European High Yield Bond Fund,2016-01-31,"UnitedHealth Group, Inc.",5427,-4118,597632.0791815519,464.2632994696684,318.7896751584605,944.3011358301054
Fixed Maturity 2025 Bond Fund,2016-01-30,Petróleo Brasileiro SA,6361,4023,40671.14374508326,658.5657608379468,444.6891864744112,872.2823999375539
International Fixed Duration Fund,2016-01-29,Pfizer Inc.,1641,-1829,285115.4538623423,846.2479626776269,279.1066016637866,218.5705260362936
Fixed Maturity 2025 Bond Fund,2016-01-28,Pfizer Inc.,6346,-2960,507037.0704332949,260.80058143455517,466.70820877280033,26.63373227612421
Community Savings Bond Fund,2016-01-27,"AT&T, Inc.",5729,1732,591444.0004133539,287.48705147058666,19.500678049581417,937.3239334069776
Global Cross Asset Fund,2016-01-26,Mercedes-Benz Group AG,4627,4786,634130.1837107268,886.3138769333768,220.066093023814,350.5321090799762
Equity Diversified Selection Fund,2016-01-25,Bayerische Motoren Werke AG,7594,1372,719060.5967615009,89.45553878594498,834.2278260663458,317.3061623384627
International Fixed Duration Fund,2016-01-24,China Mobile Ltd.,9387,4818,659671.0979706956,609.3931299075405,419.34713892787073,269.0608043555779
Global Cross Asset Fund,2016-01-23,Saudi Arabian Oil Co.,4275,985,850090.9403218423,861.8508619350272,640.0417100645203,252.09081131840097
Fixed Maturity 2027 Bond Fund,2016-01-22,Industrial & Commercial Bank of China Ltd.,5050,2562,302515.63945863827,922.5253228480179,239.96504835918697,737.20775753724
Impact Credit Strategies Fund,2016-01-21,Saudi Arabian Oil Co.,5553,900,645154.2858092334,22.560381690540073,653.3798778041794,908.8146922025518
International Fixed Duration Fund,2016-01-20,Shell Plc,5925,2965,60647.91905430858,375.96931771924244,999.9741289697943,788.1958022758722
Fixed Maturity 2025 Bond Fund,2016-01-19,"Taiwan Semiconductor Manufacturing Co., Ltd.",3304,316,485388.1765488076,264.69213825983616,599.3347630028369,677.3668862987571
Community Savings Bond Fund,2016-01-18,"UnitedHealth Group, Inc.",4343,3465,275352.6362923736,572.352262886976,632.0749770154897,294.87998718331585
Sustainable Retail Fund,2016-01-17,"Samsung Electronics Co., Ltd.",3056,-4411,387078.2768117491,636.533654045493,120.40462621737751,551.4938405414928
Fixed Maturity 2027 Bond Fund,2016-01-16,Saudi Arabian Oil Co.,3808,3774,361116.1242473095,999.7767328294734,409.34765694932474,244.59750089868746
Impact Credit Strategies Fund,2016-01-15,"Samsung Electronics Co., Ltd.",8092,63,69826.37038111134,517.6348719299364,862.1176494980607,120.39203316488795
Sustainable Retail Fund,2016-01-14,"AbbVie, Inc.",8226,-1367,471979.3427438618,555.952209949897,835.9292539217489,129.09003277652238
Global Short Term Credit Fund,2016-01-13,"PetroChina Co., Ltd.",1886,-3010,994682.9951116379,420.1703727275855,527.1751192577087,607.7314141857844
Fixed Maturity 2027 Bond Fund,2016-01-12,"AT&T, Inc.",9584,1515,305946.6962681188,156.20046546018992,904.4196082403947,48.09486218903952
Community Savings Bond Fund,2016-01-11,"Samsung Electronics Co., Ltd.",8720,-3742,738784.5119515682,310.2913938777925,151.50764802366083,973.5219508455814
European High Yield Bond Fund,2016-01-10,"Taiwan Semiconductor Manufacturing Co., Ltd.",3446,-2134,552310.4515712314,254.5150685339215,661.60751061491,995.5117988615594
International Fixed Duration Fund,2016-01-09,China Mobile Ltd.,4905,-1262,331973.047526159,803.2074944348586,256.39474073717344,157.9304443369364
Global Cross Asset Fund,2016-01-08,"PetroChina Co., Ltd.",7474,-4429,98710.98978849695,550.3582573367893,649.1057910541842,433.02938560109004
Community Savings Bond Fund,2016-01-07,Comcast Corp.,4591,3736,223699.32175756025,303.2316939131886,96.52569221414385,770.3952583699269
International Fixed Duration Fund,2016-01-06,Bayerische Motoren Werke AG,3181,-778,784035.0040953415,494.20197386456823,944.1730041538893,955.5161586830069
Sustainable Retail Fund,2016-01-05,Pfizer Inc.,6011,-4363,286229.9756444589,226.67623426446136,788.4687191945877,892.4079626981394
Equity Diversified Selection Fund,2016-01-04,Mercedes-Benz Group AG,6030,3232,152859.45758773465,193.27587906748576,208.9519492469319,262.2076320537377
Global Cross Asset Fund,2016-01-03,"PetroChina Co., Ltd.",1354,-118,337985.35705606634,861.342814869467,640.903802886317,94.34496447151898
Target Maturity 2029 Bond Fund,2016-01-02,Sony Group Corp.,3631,-608,588202.5227054133,945.3627459214775,761.5541841320965,295.84206714486913
Fixed Maturity 2025 Bond Fund,2016-01-01,"AbbVie, Inc.",2521,4812,706428.5326470991,89.21446174871801,217.35136361106728,442.8650686686795
Global Short Term Credit Fund,2015-12-31,Gazprom PJSC,3672,-1328,393491.1885998842,767.2338801145563,102.39700463683732,366.3389340405973
Fixed Maturity 2027 Bond Fund,2015-12-30,Intel Corp.,3337,4491,503165.6855075655,458.7784210630173,358.2619684347428,776.1304316706816
Equity Diversified Selection Fund,2015-12-29,Mercedes-Benz Group AG,7968,2257,460367.5251131269,395.0819248951708,144.39679778327968,265.21000901934076
Equity Diversified Selection Fund,2015-12-28,Sony Group Corp.,1628,-289,18913.316424192613,692.5171964523428,570.054588053187,860.050744579523
Community Savings Bond Fund,2015-12-27,"Verizon Communications, Inc.",8162,643,401644.4701072898,273.591148481022,429.8737604776809,233.37808333071627
Global Short Term Credit Fund,2015-12-26,Gazprom PJSC,3679,-4841,591446.6120703612,30.37541402075151,467.8000947198964,367.73852448799767
European High Yield Bond Fund,2015-12-25,Gazprom PJSC,6266,4923,574245.2692516034,221.86281934181486,547.4348425677954,453.33097704474505
International Fixed Duration Fund,2015-12-24,Bayerische Motoren Werke AG,5422,938,752269.8827509043,193.07582594207722,982.2316244831754,298.3059611256265
International Fixed Duration Fund,2015-12-23,Petróleo Brasileiro SA,8463,4924,673672.1513309854,43.708887738026895,794.7093097370979,768.7085146431009
Community Savings Bond Fund,2015-12-22,Gazprom PJSC,2126,-4420,284038.7291449922,328.1022618660581,633.1767800330222,415.4517393027691
Impact Credit Strategies Fund,2015-12-21,Shell Plc,2780,3411,263087.23484337295,479.77334817899845,370.0685583345428,888.1555156915955
Impact Credit Strategies Fund,2015-12-20,"AT&T, Inc.",7571,2586,469500.3800827998,738.4704100800726,36.798659605595475,963.9527719500761
Target Maturity 2029 Bond Fund,2015-12-19,Comcast Corp.,9584,-526,735639.9710444383,332.4047122376709,125.36233461156421,861.2090810195693
Fixed Maturity 2025 Bond Fund,2015-12-18,Saudi Arabian Oil Co.,1825,4941,102889.03351020474,202.59486300116598,733.5585780339899,527.3989205537266
Global Cross Asset Fund,2015-12-17,"Samsung Electronics Co., Ltd.",8276,2073,948843.3172058007,238.31357156106932,375.5118889595036,514.7103185876857
European High Yield Bond Fund,2015-12-16,"AbbVie, Inc.",3395,4662,547721.5924693673,892.2653083700974,341.0930614842184,223.71392080780902
Global Short Term Credit Fund,2015-12-15,Intel Corp.,5145,59,313344.3109841657,212.67320235319508,890.0885750049407,596.3548858487076
Impact Credit Strategies Fund,2015-12-14,Gazprom PJSC,8059,-672,696457.3185726117,880.4482608413452,489.6638016086334,953.1984681857007
Target Maturity 2029 Bond Fund,2015-12-13,China Mobile Ltd.,6492,-3606,54278.55808067077,452.6280055329175,900.5812868389786,89.80046237060456
Target Maturity 2029 Bond Fund,2015-12-12,Tencent Holdings Ltd.,8111,-4079,489552.94662523223,935.0564280250412,887.7721252981777,754.9328402016282
Community Savings Bond Fund,2015-12-11,Sony Group Corp.,7792,-2227,491109.95098917093,414.01121494165164,89.37947879740891,870.8441587806135
European High Yield Bond Fund,2015-12-10,TotalEnergies SE,4551,-538,170355.5320602568,185.90610446775918,945.9093486492003,986.836449650691
Sustainable Retail Fund,2015-12-09,China Mobile Ltd.,8711,-424,839013.9377824643,553.5396299192242,86.18533477148185,341.4101386092611
Global Cross Asset Fund,2015-12-08,Pfizer Inc.,4628,-1566,798843.9974934516,591.829536820577,963.8710540947407,362.0184047726415
Fixed Maturity 2025 Bond Fund,2015-12-07,"AT&T, Inc.",2565,1733,161205.07050917193,639.134410240537,458.0887684233964,237.47748924057765
Fixed Maturity 2027 Bond Fund,2015-12-06,Bayerische Motoren Werke AG,4667,4310,370189.02062774374,417.3817512848319,763.2520689970305,791.1729897214337
Community Savings Bond Fund,2015-12-05,Saudi Arabian Oil Co.,7459,-3135,109425.26106457906,58.115327386550234,709.0829235179549,148.63920444353298
Global Cross Asset Fund,2015-12-04,"UnitedHealth Group, Inc.",5096,-4276,850122.6692708049,630.4527237200168,523.3100245812832,275.0892916852588
Fixed Maturity 2027 Bond Fund,2015-12-03,China Mobile Ltd.,2019,-4289,330086.9027111544,933.6998527243021,623.2602706472868,302.3097341927693
Fixed Maturity 2027 Bond Fund,2015-12-02,"Verizon Communications, Inc.",8928,2710,444923.1447790762,957.9830422206729,950.4189996842027,381.1813125363509
European High Yield Bond Fund,2015-12-01,Saudi Arabian Oil Co.,9254,80,330633.2305203608,600.9165141824045,928.0779757566079,427.4482545758105
European High Yield Bond Fund,2015-11-30,"Taiwan Semiconductor Manufacturing Co., Ltd.",6965,-4610,316925.75630030147,29.6881477748875,657.782789756496,563.4347151320472
Global Short Term Credit Fund,2015-11-29,"AT&T, Inc.",3269,4262,749829.2312111031,114.97809604032416,661.1414921451799,948.8895882828325
Target Maturity 2029 Bond Fund,2015-11-28,Comcast Corp.,9835,-513,750090.5718380249,835.6506205117483,254.46930645791966,254.80695013469185
Global Cross Asset Fund,2015-11-27,"Taiwan Semiconductor Manufacturing Co., Ltd.",5721,3116,522610.28877576377,831.4469932768087,830.3372597709425,781.4283830363992
Community Savings Bond Fund,2015-11-26,"UnitedHealth Group, Inc.",9408,1747,661040.7798330511,946.5554492156784,636.2772996720561,679.626385979707
International Fixed Duration Fund,2015-11-25,"PetroChina Co., Ltd.",1195,1066,516546.5653843771,568.136678638145,827.9863040784461,124.88972745010756
Community Savings Bond Fund,2015-11-24,Pfizer Inc.,4273,-506,38303.31784031788,865.1781315237547,661.2738861850968,812.2729838468483
Global Short Term Credit Fund,2015-11-23,Tencent Holdings Ltd.,6110,-1428,75346.36879863316,826.6380564250585,306.32682577129884,99.70566183356624
Fixed Maturity 2025 Bond Fund,2015-11-22,Comcast Corp.,8401,2769,389903.16381770297,593.5265981450291,197.58658870350513,741.5369673489649
Equity Diversified Selection Fund,2015-11-21,TotalEnergies SE,4212,-2689,752248.8950421102,785.8011778333831,86.19618578092388,718.6288777853765
Equity Diversified Selection Fund,2015-11-20,China Mobile Ltd.,3755,1773,914093.9658530015,134.45343906734672,590.1349829375256,692.507843020697
Target Maturity 2029 Bond Fund,2015-11-19,China Mobile Ltd.,2521,1905,39411.222293285085,642.810729311319,291.21084393364765,283.9254200546548
Equity Diversified Selection Fund,2015-11-18,China Mobile Ltd.,6674,-1358,374349.7521599389,953.916446773822,634.2044194449062,577.633319595226
Equity Diversified Selection Fund,2015-11-17,China Mobile Ltd.,2080,1338,231544.6117552468,170.33792345501368,68.06988043493382,763.9620128920498
International Fixed Duration Fund,2015-11-16,Tencent Holdings Ltd.,6623,-2391,817053.2283538072,746.6022549820011,381.9064343555708,641.2160254792316
Impact Credit Strategies Fund,2015-11-15,TotalEnergies SE,1721,4622,847508.4632080947,327.5779393699508,267.94768321607785,806.2626633392534
Fixed Maturity 2025 Bond Fund,2015-11-14,Sony Group Corp.,2562,1240,214344.77901497632,818.9328844806518,376.6307372211019,691.0035412766804
European High Yield Bond Fund,2015-11-13,Sony Group Corp.,1639,2806,713718.9809005235,700.2388243686108,63.74059545902119,281.7053892113092
Fixed Maturity 2027 Bond Fund,2015-11-12,Saudi Arabian Oil Co.,5260,-4243,734438.4769284143,926.9125150305572,726.9396046451121,161.52597937490663
Impact Credit Strategies Fund,2015-11-11,Intel Corp.,6190,86,185287.11981474463,714.8160654969563,125.53035981154352,635.6591964846644
Community Savings Bond Fund,2015-11-10,Sony Group Corp.,4736,1220,439358.95783815335,416.207489013233,24.258600084671727,762.1607970620142
Community Savings Bond Fund,2015-11-09,"UnitedHealth Group, Inc.",8746,4931,624134.4273893615,20.78360914542253,946.8262103754402,150.89972284197697
Equity Diversified Selection Fund,2015-11-08,"AbbVie, Inc.",1089,602,35805.94086327289,794.9877278031199,200.94761854139938,183.0722532837974
European High Yield Bond Fund,2015-11-07,TotalEnergies SE,2251,4326,410545.91471542395,414.3803169888515,829.7806854610061,21.948653785822188
Global Short Term Credit Fund,2015-11-06,China Mobile Ltd.,5703,1121,163408.65061814446,673.9277538865111,964.8258937595531,536.4316892254883
Global Cross Asset Fund,2015-11-05,Petróleo Brasileiro SA,1348,3956,546477.5361096784,114.01581643593458,538.7799875730743,546.8681372697107
Impact Credit Strategies Fund,2015-11-04,Gazprom PJSC,5052,-2275,844488.4076263452,892.0589495386786,530.8569784470709,505.07503388068113
Impact Credit Strategies Fund,2015-11-03,"Samsung Electronics Co., Ltd.",3941,-1632,529506.3992397769,441.30121943244006,373.74307253357557,322.8499186235983
Sustainable Retail Fund,2015-11-02,Gazprom PJSC,9437,-1503,45623.76024659713,920.4948164705951,431.3389161276409,433.53312214719756
Fixed Maturity 2025 Bond Fund,2015-11-01,"UnitedHealth Group, Inc.",1271,3174,39360.67314082326,709.9472594565461,487.2546429838067,768.5744027312794
Target Maturity 2029 Bond Fund,2015-10-31,TotalEnergies SE,3030,4864,609448.1144451079,130.24763947707268,160.57345968342293,189.97891244948102
Fixed Maturity 2025 Bond Fund,2015-10-30,Shell Plc,8836,642,334701.7429403564,583.4046472736222,371.0893567009556,209.53240778839506
Global Cross Asset Fund,2015-10-29,Saudi Arabian Oil Co.,8041,3774,576939.8384371737,910.8351034623694,817.9473581833508,670.3084821288242
Community Savings Bond Fund,2015-10-28,"Taiwan Semiconductor Manufacturing Co., Ltd.",6175,-234,172000.7378268277,801.9708542845971,190.57413838565773,868.2318648501131
Community Savings Bond Fund,2015-10-27,Intel Corp.,2126,-367,779093.7293077507,423.8006035004875,732.5547144845742,346.98953355393996
Community Savings Bond Fund,2015-10-26,Reliance Industries Ltd.,5379,-3179,862112.5086762322,955.5137532813679,655.0707342655088,933.4168818951421
Sustainable Retail Fund,2015-10-25,Shell Plc,9708,-3815,890333.3460640447,275.8904189935115,66.72479752983253,67.09931288147595
Community Savings Bond Fund,2015-10-24,Comcast Corp.,9052,-3363,311033.8429430378,381.3566262851326,32.20457975330363,127.33412711823162
Global Cross Asset Fund,2015-10-23,"AbbVie, Inc.",1611,2236,664128.0139484844,752.2170315539304,359.0031779525655,465.36002329821434
European High Yield Bond Fund,2015-10-22,Tencent Holdings Ltd.,1749,3380,286251.9632589576,240.5755116433609,695.2485743605226,726.2503753522541
Target Maturity 2029 Bond Fund,2015-10-21,Saudi Arabian Oil Co.,2856,-3254,765129.2526034627,520.2207252599525,337.11374808705494,377.1285950882531
Global Cross Asset Fund,2015-10-20,Reliance Industries Ltd.,9591,797,129319.75220406032,731.5012982031128,671.055967594489,559.1998172659255
Equity Diversified Selection Fund,2015-10-19,Reliance Industries Ltd.,2526,3089,765137.1630099496,647.5280884809246,668.8035615977018,38.28497878617522
Target Maturity 2029 Bond Fund,2015-10-18,"AT&T, Inc.",7229,-2380,445331.3512868994,163.81621497975854,808.489076398026,467.2159685544845
Global Cross Asset Fund,2015-10-17,Bayerische Motoren Werke AG,9511,2597,856993.9955311728,633.3637129665562,108.49075855680631,250.14977913039016
Community Savings Bond Fund,2015-10-16,Gazprom PJSC,9527,3002,741541.551386285,576.9834235170562,581.3576022755891,521.2051521304963
European High Yield Bond Fund,2015-10-15,"Samsung Electronics Co., Ltd.",3098,1107,382754.4442895201,562.2663767887213,71.87214837758135,530.5748732583226
Impact Credit Strategies Fund,2015-10-14,"Taiwan Semiconductor Manufacturing Co., Ltd.",8865,4376,904503.793506848,827.7867146718737,184.18766887060443,755.6273387962848
Fixed Maturity 2025 Bond Fund,2015-10-13,Tencent Holdings Ltd.,1173,-2207,290503.76788255724,192.05706229976377,332.2458938275811,544.4432115882331
