CUSTOMER_ID,ORDER_ID,ORDER_TS,ORDER_CURRENCY,ORDER_AMOUNT,ORDER_TAX,ORDER_TOTAL
749,86072639,2020-05-30,USD,11.82,2.955,14.775
806,86072640,2020-05-30,USD,1.58,0.395,1.975
431,86072641,2020-05-30,USD,15.37,3.8425,19.2125
214,86072642,2020-05-30,USD,7.1,1.775,8.875
364,86072643,2020-05-30,USD,20.09,5.0225,25.1125
242,86072644,2020-05-30,USD,10.21,2.5525,12.7625
228,86072645,2020-05-30,USD,9.05,2.2625,11.3125
251,86072646,2020-05-30,USD,11.94,2.985,14.925
983,86072647,2020-05-30,USD,5.16,1.29,6.45
496,86072648,2020-05-30,USD,14.78,3.695,18.475
208,86072649,2020-05-30,USD,6.8,1.7,8.5
986,86072650,2020-05-30,USD,4.73,1.1825,5.9125
990,86072651,2020-05-30,USD,1.97,0.4925,2.4625
714,86072652,2020-05-30,USD,62.11,15.5275,77.6375
610,86072653,2020-05-30,USD,13.6,3.4,17
162,86072654,2020-05-30,USD,28.89,7.2225,36.1125
900,86072655,2020-05-30,USD,5.91,1.4775,7.3875
566,86072656,2020-05-30,USD,29.54,7.385,36.925
209,86072657,2020-05-30,USD,13.4,3.35,16.75
844,86072658,2020-05-30,USD,32.9,8.225,41.125
881,86072659,2020-05-30,USD,9.24,2.31,11.55
920,86072660,2020-05-30,USD,10.65,2.6625,13.3125
715,86072661,2020-05-30,USD,41.74,10.435,52.175
788,86072662,2020-05-30,USD,48.69,12.1725,60.8625
728,86072663,2020-05-30,USD,4.93,1.2325,6.1625
622,86072664,2020-05-30,USD,10.23,2.5575,12.7875
950,86072665,2020-05-30,USD,5.01,1.2525,6.2625
704,86072666,2020-05-30,USD,6.39,1.5975,7.9875
495,86072667,2020-05-30,USD,9.63,2.4075,12.0375
145,86072668,2020-05-30,USD,13.46,3.365,16.825
970,86072669,2020-05-30,USD,30.47,7.6175,38.0875
645,86072670,2020-05-30,USD,29.56,7.39,36.95
549,86072671,2020-05-30,USD,22.46,5.615,28.075
717,86072672,2020-05-30,USD,32.46,8.115,40.575
154,86072673,2020-05-30,USD,3.54,0.885,4.425
214,86072674,2020-05-30,USD,25.29,6.3225,31.6125
685,86072675,2020-05-30,USD,22.32,5.58,27.9
230,86072676,2020-05-30,USD,66.99,16.7475,83.7375
957,86072678,2020-05-30,USD,26.01,6.5025,32.5125
348,86072679,2020-05-30,USD,25.97,6.4925,32.4625
966,86072680,2020-05-30,USD,27.84,6.96,34.8
826,86072681,2020-05-30,USD,4.93,1.2325,6.1625
280,86072682,2020-05-30,USD,16.94,4.235,21.175
612,86072683,2020-05-30,USD,9.05,2.2625,11.3125
425,86072684,2020-05-30,USD,22.24,5.56,27.8
522,86072685,2020-05-30,USD,46.08,11.52,57.6
317,86072686,2020-05-30,USD,11.04,2.76,13.8
528,86072687,2020-05-30,USD,33.35,8.3375,41.6875
810,86072688,2020-05-30,USD,6.24,1.56,7.8
258,86072689,2020-05-30,USD,9.86,2.465,12.325
687,86072690,2020-05-30,USD,3.54,0.885,4.425
711,86072692,2020-05-30,USD,33.35,8.3375,41.6875
53,86072693,2020-05-30,USD,15.53,3.8825,19.4125
3,86072695,2020-05-30,USD,42.82,10.705,53.525
893,86072696,2020-05-30,USD,120.6,30.15,150.75
142,86072697,2020-05-30,USD,6.11,1.5275,7.6375
268,86072698,2020-05-30,USD,15.37,3.8425,19.2125
558,86072699,2020-05-30,USD,17.01,4.2525,21.2625
330,86072700,2020-05-30,USD,17.01,4.2525,21.2625
757,86072701,2020-05-30,USD,5.91,1.4775,7.3875
134,86072702,2020-05-30,USD,18.19,4.5475,22.7375
563,86072703,2020-05-30,USD,12.39,3.0975,15.4875
59,86072704,2020-05-30,USD,7.78,1.945,9.725
557,86072705,2020-05-30,USD,29.13,7.2825,36.4125
593,86072706,2020-05-30,USD,7.48,1.87,9.35
436,86072707,2020-05-30,USD,24.11,6.0275,30.1375
302,86072708,2020-05-30,USD,28.31,7.0775,35.3875
391,86072709,2020-05-30,USD,10.23,2.5575,12.7875
912,86072710,2020-05-30,USD,49.5,12.375,61.875
122,86072711,2020-05-30,USD,6.19,1.5475,7.7375
677,86072712,2020-05-30,USD,9.63,2.4075,12.0375
648,86072713,2020-05-30,USD,28.7,7.175,35.875
21,86072714,2020-05-30,USD,7.09,1.7725,8.8625
959,86072715,2020-05-30,USD,16.55,4.1375,20.6875
516,86072716,2020-05-30,USD,18.72,4.68,23.4
231,86072717,2020-05-30,USD,20.34,5.085,25.425
263,86072718,2020-05-30,USD,4.73,1.1825,5.9125
609,86072719,2020-05-30,USD,13.39,3.3475,16.7375
664,86072720,2020-05-30,USD,7.55,1.8875,9.4375
222,86072721,2020-05-30,USD,22.02,5.505,27.525
350,86072722,2020-05-30,USD,17.01,4.2525,21.2625
905,86072723,2020-05-30,USD,20.1,5.025,25.125
646,86072724,2020-05-30,USD,3.47,0.8675,4.3375
508,86072725,2020-05-30,USD,27.47,6.8675,34.3375
7,86072726,2020-05-30,USD,6.43,1.6075,8.0375
533,86072727,2020-05-30,USD,50.24,12.56,62.8
95,86072728,2020-05-30,USD,13.28,3.32,16.6
679,86072729,2020-05-30,USD,17.01,4.2525,21.2625
287,86072730,2020-05-30,USD,21.41,5.3525,26.7625
752,86072731,2020-05-30,USD,47.89,11.9725,59.8625
391,86072732,2020-05-30,USD,10.65,2.6625,13.3125
293,86072733,2020-05-30,USD,11.43,2.8575,14.2875
916,86072734,2020-05-30,USD,26.29,6.5725,32.8625
737,86072735,2020-05-30,USD,40.86,10.215,51.075
150,86072736,2020-05-30,USD,17.39,4.3475,21.7375
670,86072737,2020-05-30,USD,15.14,3.785,18.925
393,86072738,2020-05-30,USD,22.51,5.6275,28.1375
843,86072739,2020-05-30,USD,28.2,7.05,35.25
347,86072740,2020-05-30,USD,17.53,4.3825,21.9125
307,86072741,2020-05-30,USD,39.43,9.8575,49.2875
963,86072742,2020-05-30,USD,11.94,2.985,14.925
695,86072743,2020-05-30,USD,17.01,4.2525,21.2625
699,86072744,2020-05-30,USD,93.13,23.2825,116.4125
769,86072745,2020-05-30,USD,25.74,6.435,32.175
87,86072746,2020-05-30,USD,23.51,5.8775,29.3875
644,86072747,2020-05-30,USD,19.96,4.99,24.95
90,86072748,2020-05-30,USD,40.26,10.065,50.325
114,86072749,2020-05-30,USD,10.31,2.5775,12.8875
660,86072750,2020-05-30,USD,40.33,10.0825,50.4125
579,86072751,2020-05-30,USD,17.19,4.2975,21.4875
847,86072752,2020-05-30,USD,19.49,4.8725,24.3625
676,86072753,2020-05-30,USD,12.48,3.12,15.6
646,86072754,2020-05-30,USD,27.2,6.8,34
338,86072755,2020-05-30,USD,60.06,15.015,75.075
564,86072756,2020-05-30,USD,6.43,1.6075,8.0375
143,86072757,2020-05-30,USD,12.78,3.195,15.975
245,86072758,2020-05-30,USD,8.81,2.2025,11.0125
556,86072759,2020-05-30,USD,44.16,11.04,55.2
352,86072760,2020-05-30,USD,4.93,1.2325,6.1625
106,86072761,2020-05-30,USD,31.63,7.9075,39.5375
948,86072762,2020-05-30,USD,10.02,2.505,12.525
681,86072763,2020-05-30,USD,45.76,11.44,57.2
186,86072764,2020-05-30,USD,6.34,1.585,7.925
882,86072765,2020-05-30,USD,33.86,8.465,42.325
713,86072766,2020-05-30,USD,16.15,4.0375,20.1875
5,86072767,2020-05-30,USD,10.64,2.66,13.3
829,86072768,2020-05-30,USD,31.38,7.845,39.225
202,86072769,2020-05-30,USD,22.23,5.5575,27.7875
821,86072770,2020-05-30,USD,4.73,1.1825,5.9125
442,86072771,2020-05-30,USD,42.68,10.67,53.35
341,86072772,2020-05-30,USD,21.09,5.2725,26.3625
823,86072773,2020-05-30,USD,4.73,1.1825,5.9125
448,86072774,2020-05-30,USD,30.63,7.6575,38.2875
156,86072775,2020-05-30,USD,2.36,0.59,2.95
244,86072776,2020-05-30,USD,44.9,11.225,56.125
492,86072777,2020-05-30,USD,11.1,2.775,13.875
235,86072778,2020-05-30,USD,7.03,1.7575,8.7875
687,86072779,2020-05-30,USD,9.07,2.2675,11.3375
648,86072780,2020-05-30,USD,10.05,2.5125,12.5625
521,86072781,2020-05-30,USD,10.64,2.66,13.3
285,86072782,2020-05-30,USD,7.66,1.915,9.575
224,86072783,2020-05-30,USD,24.59,6.1475,30.7375
62,86072784,2020-05-30,USD,4.33,1.0825,5.4125
560,86072785,2020-05-30,USD,53.6,13.4,67
946,86072786,2020-05-30,USD,8.96,2.24,11.2
10,86072787,2020-05-30,USD,28.74,7.185,35.925
417,86072788,2020-05-30,USD,6.8,1.7,8.5
810,86072789,2020-05-30,USD,21.58,5.395,26.975
606,86072790,2020-05-30,USD,6.8,1.7,8.5
927,86072791,2020-05-30,USD,27.95,6.9875,34.9375
811,86072792,2020-05-30,USD,20.75,5.1875,25.9375
536,86072793,2020-05-30,USD,36.29,9.0725,45.3625
294,86072794,2020-05-30,USD,20.43,5.1075,25.5375
383,86072795,2020-05-30,USD,17.01,4.2525,21.2625
865,86072796,2020-05-30,USD,9.79,2.4475,12.2375
589,86072797,2020-05-30,USD,18.72,4.68,23.4
912,86072798,2020-05-30,USD,7.78,1.945,9.725
933,86072799,2020-05-30,USD,32.83,8.2075,41.0375
871,86072800,2020-05-30,USD,44.47,11.1175,55.5875
106,86072801,2020-05-30,USD,5.16,1.29,6.45
27,86072802,2020-05-30,USD,5.91,1.4775,7.3875
358,86072803,2020-05-30,USD,11.82,2.955,14.775
354,86072804,2020-05-30,USD,4.73,1.1825,5.9125
883,86072805,2020-05-30,USD,4.93,1.2325,6.1625
68,86072806,2020-05-30,USD,20.36,5.09,25.45
32,86072807,2020-05-30,USD,12.49,3.1225,15.6125
782,86072808,2020-05-30,USD,19.28,4.82,24.1
810,86072809,2020-05-30,USD,9.46,2.365,11.825
330,86072810,2020-05-30,USD,10.64,2.66,13.3
376,86072811,2020-05-30,USD,10.32,2.58,12.9
654,86072812,2020-05-30,USD,12.28,3.07,15.35
621,86072813,2020-05-30,USD,12.22,3.055,15.275
636,86072814,2020-05-30,USD,1.97,0.4925,2.4625
742,86072815,2020-05-30,USD,5.11,1.2775,6.3875
893,86072816,2020-05-30,USD,25.57,6.3925,31.9625
567,86072817,2020-05-30,USD,12.51,3.1275,15.6375
409,86072818,2020-05-30,USD,21.22,5.305,26.525
524,86072819,2020-05-30,USD,13,3.25,16.25
563,86072820,2020-05-30,USD,9.44,2.36,11.8
336,86072821,2020-05-30,USD,59.05,14.7625,73.8125
821,86072823,2020-05-30,USD,35.92,8.98,44.9
440,86072824,2020-05-30,USD,7.89,1.9725,9.8625
265,86072825,2020-05-30,USD,22.65,5.6625,28.3125
131,86072826,2020-05-30,USD,20.43,5.1075,25.5375
572,86072827,2020-05-30,USD,3.55,0.8875,4.4375
883,86072828,2020-05-30,USD,38.07,9.5175,47.5875
218,86072829,2020-05-30,USD,61.85,15.4625,77.3125
491,86072830,2020-05-30,USD,10.32,2.58,12.9
645,86072831,2020-05-30,USD,6.24,1.56,7.8
227,86072832,2020-05-30,USD,15.9,3.975,19.875
615,86072833,2020-05-30,USD,37.29,9.3225,46.6125
791,86072834,2020-05-30,USD,21.41,5.3525,26.7625
341,86072835,2020-05-30,USD,9.84,2.46,12.3
984,86072836,2020-05-30,USD,54.29,13.5725,67.8625
58,86072837,2020-05-30,USD,48.33,12.0825,60.4125
831,86072838,2020-05-30,USD,4.73,1.1825,5.9125
120,86072839,2020-05-30,USD,18.51,4.6275,23.1375
941,86072840,2020-05-30,USD,41.74,10.435,52.175
960,86072841,2020-05-30,USD,6.2,1.55,7.75
644,86072842,2020-05-30,USD,14.45,3.6125,18.0625
876,86072843,2020-05-30,USD,11.2,2.8,14
936,86072844,2020-05-30,USD,1.58,0.395,1.975
248,86072845,2020-05-30,USD,42.04,10.51,52.55
981,86072846,2020-05-30,USD,14.81,3.7025,18.5125
900,86072847,2020-05-30,USD,52.48,13.12,65.6
231,86072848,2020-05-30,USD,29.8,7.45,37.25
331,86072849,2020-05-30,USD,65.77,16.4425,82.2125
98,86072850,2020-05-30,USD,4.72,1.18,5.9
764,86072851,2020-05-30,USD,5.52,1.38,6.9
430,86072852,2020-05-30,USD,4.73,1.1825,5.9125
437,86072853,2020-05-30,USD,3.15,0.7875,3.9375
918,86072854,2020-05-30,USD,23.87,5.9675,29.8375
838,86072855,2020-05-30,USD,28.48,7.12,35.6
458,86072856,2020-05-30,USD,9.45,2.3625,11.8125
313,86072857,2020-05-30,USD,14.35,3.5875,17.9375
910,86072858,2020-05-30,USD,34.56,8.64,43.2
176,86072859,2020-05-30,USD,4.73,1.1825,5.9125
852,86072860,2020-05-30,USD,5.11,1.2775,6.3875
104,86072861,2020-05-30,USD,11.6,2.9,14.5
12,86072863,2020-05-30,USD,15.93,3.9825,19.9125
843,86072864,2020-05-30,USD,9.74,2.435,12.175
871,86072865,2020-05-30,USD,8.02,2.005,10.025
59,86072866,2020-05-30,USD,44.16,11.04,55.2
68,86072867,2020-05-30,USD,13.8,3.45,17.25
501,86072868,2020-05-30,USD,26.92,6.73,33.65
476,86072869,2020-05-30,USD,10.32,2.58,12.9
263,86072870,2020-05-30,USD,10.84,2.71,13.55
469,86072871,2020-05-30,USD,4.73,1.1825,5.9125
297,86072872,2020-05-30,USD,6.8,1.7,8.5
618,86072873,2020-05-30,USD,11.94,2.985,14.925
914,86072874,2020-05-30,USD,4.93,1.2325,6.1625
29,86072875,2020-05-30,USD,18.62,4.655,23.275
614,86072876,2020-05-30,USD,41.94,10.485,52.425
632,86072877,2020-05-30,USD,10.64,2.66,13.3
183,86072878,2020-05-30,USD,5.91,1.4775,7.3875
676,86072879,2020-05-30,USD,1.97,0.4925,2.4625
602,86072880,2020-05-30,USD,13.6,3.4,17
398,86072881,2020-05-30,USD,2.55,0.6375,3.1875
458,86072882,2020-05-30,USD,4.93,1.2325,6.1625
806,86072883,2020-05-30,USD,2.45,0.6125,3.0625
603,86072884,2020-05-30,USD,10.31,2.5775,12.8875
46,86072885,2020-05-30,USD,6.8,1.7,8.5
305,86072886,2020-05-30,USD,20.75,5.1875,25.9375
798,86072887,2020-05-30,USD,24.12,6.03,30.15
375,86072888,2020-05-30,USD,26.62,6.655,33.275
149,86072889,2020-05-30,USD,29.73,7.4325,37.1625
607,86072890,2020-05-30,USD,9.63,2.4075,12.0375
613,86072891,2020-05-30,USD,9.79,2.4475,12.2375
486,86072892,2020-05-30,USD,7.09,1.7725,8.8625
326,86072893,2020-05-30,USD,10.76,2.69,13.45
545,86072895,2020-05-30,USD,7.98,1.995,9.975
61,86072896,2020-05-30,USD,32.07,8.0175,40.0875
507,86072897,2020-05-30,USD,4.26,1.065,5.325
618,86072898,2020-05-30,USD,70.62,17.655,88.275
491,86072899,2020-05-30,USD,46.66,11.665,58.325
466,86072900,2020-05-30,USD,15.37,3.8425,19.2125
1,86072901,2020-05-30,USD,5.12,1.28,6.4
286,86072902,2020-05-30,USD,19.18,4.795,23.975
298,86072903,2020-05-30,USD,10.64,2.66,13.3
473,86072904,2020-05-30,USD,16.76,4.19,20.95
712,86072905,2020-05-30,USD,4.33,1.0825,5.4125
195,86072906,2020-05-30,USD,3.55,0.8875,4.4375
55,86072907,2020-05-30,USD,10.25,2.5625,12.8125
540,86072908,2020-05-30,USD,7.78,1.945,9.725
33,86072909,2020-05-30,USD,6.8,1.7,8.5
258,86072910,2020-05-30,USD,6.7,1.675,8.375
277,86072911,2020-05-30,USD,4.33,1.0825,5.4125
18,86072912,2020-05-30,USD,3.55,0.8875,4.4375
644,86072913,2020-05-30,USD,24.51,6.1275,30.6375
546,86072914,2020-05-30,USD,20.1,5.025,25.125
309,86072915,2020-05-30,USD,14.39,3.5975,17.9875
407,86072916,2020-05-30,USD,8.27,2.0675,10.3375
160,86072917,2020-05-30,USD,20.1,5.025,25.125
550,86072918,2020-05-30,USD,24.91,6.2275,31.1375
439,86072919,2020-05-30,USD,4.33,1.0825,5.4125
147,86072920,2020-05-30,USD,21.07,5.2675,26.3375
155,86072921,2020-05-30,USD,84.44,21.11,105.55
611,86072922,2020-05-30,USD,18.53,4.6325,23.1625
931,86072923,2020-05-30,USD,44.53,11.1325,55.6625
532,86072924,2020-05-30,USD,10.23,2.5575,12.7875
795,86072925,2020-05-30,USD,4.73,1.1825,5.9125
911,86072926,2020-05-30,USD,10.02,2.505,12.525
324,86072927,2020-05-30,USD,9.46,2.365,11.825
992,86072928,2020-05-30,USD,28.7,7.175,35.875
411,86072929,2020-05-30,USD,19.49,4.8725,24.3625
709,86072930,2020-05-30,USD,21.35,5.3375,26.6875
246,86072931,2020-05-30,USD,21.22,5.305,26.525
803,86072932,2020-05-30,USD,20.56,5.14,25.7
867,86072933,2020-05-30,USD,4.33,1.0825,5.4125
749,86072934,2020-05-30,USD,47.12,11.78,58.9
806,86072935,2020-05-30,USD,35.5,8.875,44.375
431,86072936,2020-05-30,USD,21.31,5.3275,26.6375
214,86072937,2020-05-30,USD,10.84,2.71,13.55
364,86072938,2020-05-30,USD,13.79,3.4475,17.2375
242,86072940,2020-05-30,USD,4.73,1.1825,5.9125
228,86072941,2020-05-30,USD,9.46,2.365,11.825
251,86072942,2020-05-30,USD,11.21,2.8025,14.0125
983,86072943,2020-05-30,USD,19.26,4.815,24.075
496,86072944,2020-05-30,USD,6.24,1.56,7.8
391,86072945,2020-05-30,USD,12.78,3.195,15.975
293,86072946,2020-05-30,USD,25.77,6.4425,32.2125
916,86072947,2020-05-30,USD,33.11,8.2775,41.3875
737,86072948,2020-05-30,USD,27.95,6.9875,34.9375
150,86072949,2020-05-30,USD,7.55,1.8875,9.4375
670,86072950,2020-05-30,USD,4.62,1.155,5.775
393,86072951,2020-05-30,USD,27.43,6.8575,34.2875
843,86072952,2020-05-30,USD,20.28,5.07,25.35
347,86072953,2020-05-30,USD,14.26,3.565,17.825
307,86072954,2020-05-30,USD,9.79,2.4475,12.2375
963,86072955,2020-05-30,USD,98.42,24.605,123.025
695,86072956,2020-05-30,USD,19.13,4.7825,23.9125
699,86072957,2020-05-30,USD,6.24,1.56,7.8
769,86072958,2020-05-30,USD,22.73,5.6825,28.4125
87,86072959,2020-05-30,USD,10.99,2.7475,13.7375
644,86072960,2020-05-30,USD,23.08,5.77,28.85
90,86072961,2020-05-30,USD,30.28,7.57,37.85
114,86072962,2020-05-30,USD,20.1,5.025,25.125
660,86072963,2020-05-30,USD,22.27,5.5675,27.8375
579,86072964,2020-05-30,USD,6.43,1.6075,8.0375
847,86072965,2020-05-30,USD,21.49,5.3725,26.8625
676,86072966,2020-05-30,USD,49.06,12.265,61.325
646,86072967,2020-05-30,USD,8.28,2.07,10.35
338,86072968,2020-05-30,USD,5.91,1.4775,7.3875
564,86072969,2020-05-30,USD,27.84,6.96,34.8
143,86072970,2020-05-30,USD,20.43,5.1075,25.5375
245,86072971,2020-05-30,USD,20.56,5.14,25.7
556,86072972,2020-05-30,USD,21.58,5.395,26.975
352,86072973,2020-05-30,USD,15.58,3.895,19.475
106,86072974,2020-05-30,USD,14.26,3.565,17.825
948,86072975,2020-05-30,USD,23.85,5.9625,29.8125
681,86072976,2020-05-30,USD,5.12,1.28,6.4
186,86072977,2020-05-30,USD,6.24,1.56,7.8
882,86072979,2020-05-30,USD,5.01,1.2525,6.2625
713,86072980,2020-05-30,USD,24.12,6.03,30.15
5,86072981,2020-05-30,USD,21.04,5.26,26.3
829,86072982,2020-05-30,USD,5.91,1.4775,7.3875
202,86072983,2020-05-30,USD,8.95,2.2375,11.1875
821,86072984,2020-05-30,USD,5.41,1.3525,6.7625
442,86072985,2020-05-30,USD,6.8,1.7,8.5
341,86072986,2020-05-30,USD,1.58,0.395,1.975
823,86072987,2020-05-30,USD,3.55,0.8875,4.4375
448,86072988,2020-05-30,USD,14.07,3.5175,17.5875
156,86072989,2020-05-30,USD,7.55,1.8875,9.4375
244,86072990,2020-05-30,USD,32.36,8.09,40.45
492,86072991,2020-05-30,USD,7.42,1.855,9.275
235,86072992,2020-05-30,USD,9.63,2.4075,12.0375
687,86072993,2020-05-30,USD,13.01,3.2525,16.2625
648,86072994,2020-05-30,USD,25.08,6.27,31.35
521,86072995,2020-05-30,USD,40.33,10.0825,50.4125
285,86072996,2020-05-30,USD,10.52,2.63,13.15
224,86072997,2020-05-30,USD,49.64,12.41,62.05
62,86072998,2020-05-30,USD,20.43,5.1075,25.5375
560,86072999,2020-05-30,USD,54.76,13.69,68.45
946,86073000,2020-05-30,USD,14.35,3.5875,17.9375
10,86073001,2020-05-30,USD,18.37,4.5925,22.9625
417,86073002,2020-05-30,USD,20.75,5.1875,25.9375
810,86073003,2020-05-30,USD,54.37,13.5925,67.9625
606,86073004,2020-05-30,USD,4.73,1.1825,5.9125
927,86073005,2020-05-30,USD,11.12,2.78,13.9
811,86073006,2020-05-30,USD,6.48,1.62,8.1
536,86073007,2020-05-30,USD,10.23,2.5575,12.7875
294,86073008,2020-05-30,USD,6.8,1.7,8.5
383,86073009,2020-05-30,USD,3.55,0.8875,4.4375
865,86073010,2020-05-30,USD,18.53,4.6325,23.1625
589,86073011,2020-05-30,USD,30.74,7.685,38.425
912,86073012,2020-05-30,USD,7.09,1.7725,8.8625
933,86073014,2020-05-30,USD,4.73,1.1825,5.9125
871,86073015,2020-05-30,USD,14.58,3.645,18.225
106,86073016,2020-05-30,USD,34.93,8.7325,43.6625
27,86073017,2020-05-30,USD,16.72,4.18,20.9
358,86073018,2020-05-30,USD,11.21,2.8025,14.0125
354,86073019,2020-05-30,USD,11.11,2.7775,13.8875
883,86073020,2020-05-30,USD,7.55,1.8875,9.4375
68,86073021,2020-05-30,USD,16.03,4.0075,20.0375
32,86073022,2020-05-30,USD,3.47,0.8675,4.3375
782,86073023,2020-05-30,USD,4.33,1.0825,5.4125
810,86073024,2020-05-30,USD,1.58,0.395,1.975
330,86073025,2020-05-30,USD,56.58,14.145,70.725
376,86073026,2020-05-30,USD,50.56,12.64,63.2
654,86073027,2020-05-30,USD,3.94,0.985,4.925
621,86073028,2020-05-30,USD,13.97,3.4925,17.4625
636,86073029,2020-05-30,USD,14.35,3.5875,17.9375
742,86073030,2020-05-30,USD,9.63,2.4075,12.0375
893,86073031,2020-05-30,USD,19.51,4.8775,24.3875
567,86073032,2020-05-30,USD,38.03,9.5075,47.5375
409,86073033,2020-05-30,USD,69.23,17.3075,86.5375
524,86073034,2020-05-30,USD,5.91,1.4775,7.3875
563,86073035,2020-05-30,USD,14.55,3.6375,18.1875
336,86073036,2020-05-30,USD,14.98,3.745,18.725
821,86073037,2020-05-30,USD,22.02,5.505,27.525
440,86073038,2020-05-30,USD,69.28,17.32,86.6
265,86073039,2020-05-30,USD,4.62,1.155,5.775
131,86073040,2020-05-30,USD,23.92,5.98,29.9
572,86073042,2020-05-30,USD,37.57,9.3925,46.9625
883,86073043,2020-05-30,USD,9.42,2.355,11.775
218,86073044,2020-05-30,USD,15.15,3.7875,18.9375
491,86073045,2020-05-30,USD,17.19,4.2975,21.4875
645,86073046,2020-05-30,USD,14.97,3.7425,18.7125
227,86073048,2020-05-30,USD,7.55,1.8875,9.4375
615,86073049,2020-05-30,USD,5.01,1.2525,6.2625
791,86073050,2020-05-30,USD,10.25,2.5625,12.8125
341,86073051,2020-05-30,USD,10.64,2.66,13.3
984,86073052,2020-05-30,USD,9.46,2.365,11.825
58,86073053,2020-05-30,USD,22.92,5.73,28.65
831,86073054,2020-05-30,USD,4.93,1.2325,6.1625
120,86073055,2020-05-30,USD,8.87,2.2175,11.0875
941,86073056,2020-05-30,USD,4.62,1.155,5.775
960,86073057,2020-05-30,USD,11.76,2.94,14.7
644,86073058,2020-05-30,USD,6.19,1.5475,7.7375
876,86073059,2020-05-30,USD,6.98,1.745,8.725
936,86073060,2020-05-30,USD,9.63,2.4075,12.0375
248,86073061,2020-05-30,USD,17.12,4.28,21.4
981,86073062,2020-05-30,USD,14.58,3.645,18.225
900,86073063,2020-05-30,USD,37.29,9.3225,46.6125
231,86073064,2020-05-30,USD,8.27,2.0675,10.3375
331,86073065,2020-05-30,USD,5.16,1.29,6.45
98,86073066,2020-05-30,USD,51.23,12.8075,64.0375
764,86073067,2020-05-30,USD,11.94,2.985,14.925
430,86073068,2020-05-30,USD,13.8,3.45,17.25
437,86073069,2020-05-30,USD,57.34,14.335,71.675
918,86073070,2020-05-30,USD,20.29,5.0725,25.3625
838,86073071,2020-05-30,USD,8.28,2.07,10.35
458,86073072,2020-05-30,USD,6.43,1.6075,8.0375
313,86073073,2020-05-30,USD,14.19,3.5475,17.7375
910,86073074,2020-05-30,USD,3.94,0.985,4.925
176,86073075,2020-05-30,USD,28.7,7.175,35.875
852,86073076,2020-05-30,USD,91.16,22.79,113.95
104,86073077,2020-05-30,USD,5.41,1.3525,6.7625
12,86073078,2020-05-30,USD,5.12,1.28,6.4
843,86073079,2020-05-30,USD,127.59,31.8975,159.4875
871,86073080,2020-05-30,USD,7.48,1.87,9.35
59,86073081,2020-05-30,USD,11.55,2.8875,14.4375
68,86073082,2020-05-30,USD,31.24,7.81,39.05
501,86073083,2020-05-30,USD,33.35,8.3375,41.6875
476,86073084,2020-05-30,USD,3.94,0.985,4.925
263,86073085,2020-05-30,USD,39.15,9.7875,48.9375
469,86073086,2020-05-30,USD,9.99,2.4975,12.4875
297,86073088,2020-05-30,USD,10.25,2.5625,12.8125
618,86073089,2020-05-30,USD,12.46,3.115,15.575
914,86073090,2020-05-30,USD,43.48,10.87,54.35
29,86073091,2020-05-30,USD,9.42,2.355,11.775
614,86073092,2020-05-30,USD,2.36,0.59,2.95
632,86073093,2020-05-30,USD,13.6,3.4,17
183,86073094,2020-05-30,USD,29.12,7.28,36.4
676,86073095,2020-05-30,USD,20.56,5.14,25.7
602,86073096,2020-05-30,USD,30.68,7.67,38.35
398,86073097,2020-05-30,USD,5.16,1.29,6.45
458,86073098,2020-05-30,USD,19.49,4.8725,24.3625
806,86073099,2020-05-30,USD,20.75,5.1875,25.9375
603,86073100,2020-05-30,USD,8.28,2.07,10.35
46,86073101,2020-05-30,USD,19.26,4.815,24.075
305,86073102,2020-05-30,USD,10.52,2.63,13.15
798,86073103,2020-05-30,USD,60.8,15.2,76
375,86073104,2020-05-30,USD,4.73,1.1825,5.9125
149,86073105,2020-05-30,USD,8.28,2.07,10.35
607,86073106,2020-05-30,USD,123.69,30.9225,154.6125
613,86073107,2020-05-30,USD,4.73,1.1825,5.9125
486,86073108,2020-05-30,USD,10.82,2.705,13.525
326,86073109,2020-05-30,USD,10.03,2.5075,12.5375
545,86073110,2020-05-30,USD,8.27,2.0675,10.3375
61,86073111,2020-05-30,USD,66.36,16.59,82.95
507,86073112,2020-05-30,USD,38.17,9.5425,47.7125
618,86073113,2020-05-30,USD,5.11,1.2775,6.3875
491,86073114,2020-05-30,USD,26.92,6.73,33.65
466,86073115,2020-05-30,USD,9.63,2.4075,12.0375
1,86073116,2020-05-30,USD,5.12,1.28,6.4
286,86073117,2020-05-30,USD,23.62,5.905,29.525
298,86073118,2020-05-30,USD,19.65,4.9125,24.5625
473,86073119,2020-05-30,USD,21.74,5.435,27.175
712,86073121,2020-05-30,USD,9.06,2.265,11.325
195,86073122,2020-05-30,USD,50.24,12.56,62.8
55,86073123,2020-05-30,USD,11.02,2.755,13.775
540,86073124,2020-05-30,USD,9.46,2.365,11.825
33,86073125,2020-05-30,USD,4.93,1.2325,6.1625
258,86073126,2020-05-30,USD,56.75,14.1875,70.9375
277,86073127,2020-05-30,USD,5.16,1.29,6.45
18,86073128,2020-05-30,USD,66.3,16.575,82.875
644,86073129,2020-05-30,USD,1.97,0.4925,2.4625
546,86073130,2020-05-30,USD,9.46,2.365,11.825
309,86073131,2020-05-30,USD,20.02,5.005,25.025
